year,county,office,district,candidate,party,votes
1996,BENTON,PRESIDENT VICE PRESIDENT,,SCATTERING,,7.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,106.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,29651.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,19322.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,36.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,10.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,253.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,3623.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,32.000000
1996,BLACK HAWK,PRESIDENT VICE PRESIDENT,,SCATTERING,,76.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,12.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,6446.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,4293.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,13.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,0.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,58.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,987.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,16.000000
1996,BOONE,PRESIDENT VICE PRESIDENT,,SCATTERING,,10.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,13.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,5023.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,4213.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,14.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,33.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,862.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,10.000000
1996,BREMER,PRESIDENT VICE PRESIDENT,,SCATTERING,,2.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,13.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,4997.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3043.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,19.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,20.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,836.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,7.000000
1996,BUCHANAN,PRESIDENT VICE PRESIDENT,,SCATTERING,,14.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,14.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3420.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3636.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,12.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,4.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,19.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,831.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,24.000000
1996,BUENA VISTA,PRESIDENT VICE PRESIDENT,,SCATTERING,,5.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,12.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3061.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3036.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,8.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,6.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,12.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,489.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,7.000000
1996,BUTLER,PRESIDENT VICE PRESIDENT,,SCATTERING,,0.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,7.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,2193.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2077.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,7.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,1.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,16.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,462.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,16.000000
1996,CALHOUN,PRESIDENT VICE PRESIDENT,,SCATTERING,,0.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,5.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,4333.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3392.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,11.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,20.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,998.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,15.000000
1996,CARROLL,PRESIDENT VICE PRESIDENT,,SCATTERING,,14.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,15.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,2616.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3384.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,8.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,0.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,15.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,809.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,15.000000
1996,CASS,PRESIDENT VICE PRESIDENT,,SCATTERING,,3.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,18.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3856.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2966.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,22.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,1.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,42.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,756.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,2.000000
1996,CEDAR,PRESIDENT VICE PRESIDENT,,SCATTERING,,13.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,37.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,11943.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,7427.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,14.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,3.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,60.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,1689.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,21.000000
1996,CERRO GORDO,PRESIDENT VICE PRESIDENT,,SCATTERING,,33.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,4.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,2853.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2629.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,6.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,1.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,15.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,834.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,21.000000
1996,CHEROKEE,PRESIDENT VICE PRESIDENT,,SCATTERING,,7.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,6.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3355.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2191.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,11.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,3.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,14.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,759.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,11.000000
1996,CHICKASAW,PRESIDENT VICE PRESIDENT,,SCATTERING,,10.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,7.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,2053.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,1401.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,3.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,1.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,11.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,440.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,2.000000
1996,CLARKE,PRESIDENT VICE PRESIDENT,,SCATTERING,,5.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,20.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3659.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3129.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,8.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,20.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,802.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,14.000000
1996,CLAY,PRESIDENT VICE PRESIDENT,,SCATTERING,,1.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,7.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,4284.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2944.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,3.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,0.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,32.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,912.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,12.000000
1996,CLAYTON,PRESIDENT VICE PRESIDENT,,SCATTERING,,0.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,36.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,11481.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,7624.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,32.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,5.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,77.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,2300.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,37.000000
1996,CLINTON,PRESIDENT VICE PRESIDENT,,SCATTERING,,3.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,13.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3140.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,2686.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,8.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,10.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,847.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,8.000000
1996,CRAWFORD,PRESIDENT VICE PRESIDENT,,SCATTERING,,1.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,25.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,8017.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,6647.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,24.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,4.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,55.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,1198.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,25.000000
1996,DALLAS,PRESIDENT VICE PRESIDENT,,SCATTERING,,15.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,5.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,1894.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,1445.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,8.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,10.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,382.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,12.000000
1996,DAVIS,PRESIDENT VICE PRESIDENT,,SCATTERING,,1.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,4.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,1846.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,1287.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,4.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,1.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,17.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,452.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,7.000000
1996,DECATUR,PRESIDENT VICE PRESIDENT,,SCATTERING,,5.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,5.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3704.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3065.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,4.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,2.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,20.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,679.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,12.000000
1996,DELAWARE,PRESIDENT VICE PRESIDENT,,SCATTERING,,6.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,36.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,10761.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,5778.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,HAGELIN TOMPKINS,NATURAL LAW,31.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,HARRIS GARZA,SOCIALIST WORKERS,9.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,NADER GOEKE,GREEN,83.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,PEROT CAMPBELL,REFORM,1792.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,PHILLIPS KNIGHT JR,TAXPAYER,78.000000
1996,DES MOINES,PRESIDENT VICE PRESIDENT,,SCATTERING,,6.000000
1996,DICKINSON,PRESIDENT VICE PRESIDENT,,BROWNE JORGENSEN,LIBERTARIAN,11.000000
1996,DICKINSON,PRESIDENT VICE PRESIDENT,,CLINTON GORE,DEMOCRATIC,3562.000000
1996,DICKINSON,PRESIDENT VICE PRESIDENT,,DOLE KEMP,REPUBLICAN,3129.000000
