year,county,office,district,candidate,party,votes
2002,CLAY,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,3022.000000
2002,CLAY,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,2056.000000
2002,CLAY,AUDITOR OF STATE,,WRITE IN VOTES,,0.000000
2002,CLAY,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,63.000000
2002,CLAY,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,2880.000000
2002,CLAY,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,62.000000
2002,CLAY,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,2763.000000
2002,CLAY,GOVERNOR,,WRITE IN VOTES,,1.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,139.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,53.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,2935.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,2273.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,76.000000
2002,CLAY,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,2.000000
2002,CLAY,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,2451.000000
2002,CLAY,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,59.000000
2002,CLAY,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,2842.000000
2002,CLAY,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,129.000000
2002,CLAY,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,CLAY,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,2764.000000
2002,CLAY,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2621.000000
2002,CLAY,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,93.000000
2002,CLAY,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,CLAY,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,2772.000000
2002,CLAY,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,49.000000
2002,CLAY,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,60.000000
2002,CLAY,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,2822.000000
2002,CLAY,U S SENATE,,WRITE IN VOTES,,3.000000
2002,CLAYTON,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,2211.000000
2002,CLAYTON,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,100.000000
2002,CLAYTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,4429.000000
2002,CLAYTON,ATTORNEY GENERAL,,WRITE IN VOTES,,1.000000
2002,CLAYTON,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,340.000000
2002,CLAYTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,3172.000000
2002,CLAYTON,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,2898.000000
2002,CLAYTON,AUDITOR OF STATE,,WRITE IN VOTES,,1.000000
2002,CLAYTON,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,108.000000
2002,CLAYTON,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,3107.000000
2002,CLAYTON,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,151.000000
2002,CLAYTON,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,3525.000000
2002,CLAYTON,GOVERNOR,,WRITE IN VOTES,,15.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,152.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,81.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,2894.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,3425.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,84.000000
2002,CLAYTON,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,CLAYTON,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,3884.000000
2002,CLAYTON,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,122.000000
2002,CLAYTON,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,2537.000000
2002,CLAYTON,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,118.000000
2002,CLAYTON,SECRETARY OF STATE,,WRITE IN VOTES,,1.000000
2002,CLAYTON,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,2702.000000
2002,CLAYTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,3688.000000
2002,CLAYTON,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,169.000000
2002,CLAYTON,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,CLAYTON,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,2864.000000
2002,CLAYTON,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,59.000000
2002,CLAYTON,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,110.000000
2002,CLAYTON,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,3861.000000
2002,CLAYTON,U S SENATE,,WRITE IN VOTES,,1.000000
2002,CLINTON,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,5926.000000
2002,CLINTON,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,258.000000
2002,CLINTON,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,8630.000000
2002,CLINTON,ATTORNEY GENERAL,,WRITE IN VOTES,,2.000000
2002,CLINTON,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,683.000000
2002,CLINTON,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,6025.000000
2002,CLINTON,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,7854.000000
2002,CLINTON,AUDITOR OF STATE,,WRITE IN VOTES,,3.000000
2002,CLINTON,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,157.000000
2002,CLINTON,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,7074.000000
2002,CLINTON,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,195.000000
2002,CLINTON,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,8701.000000
2002,CLINTON,GOVERNOR,,WRITE IN VOTES,,4.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,265.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,182.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,6278.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,7874.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,175.000000
2002,CLINTON,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,1.000000
2002,CLINTON,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,7907.000000
2002,CLINTON,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,231.000000
2002,CLINTON,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,6571.000000
2002,CLINTON,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,405.000000
2002,CLINTON,SECRETARY OF STATE,,WRITE IN VOTES,,5.000000
2002,CLINTON,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,6034.000000
2002,CLINTON,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,8359.000000
2002,CLINTON,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,292.000000
2002,CLINTON,TREASURER OF STATE,,WRITE IN VOTES,,7.000000
2002,CLINTON,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,6309.000000
2002,CLINTON,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,148.000000
2002,CLINTON,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,145.000000
2002,CLINTON,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,9581.000000
2002,CLINTON,U S SENATE,,WRITE IN VOTES,,4.000000
2002,CRAWFORD,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,1723.000000
2002,CRAWFORD,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,27.000000
2002,CRAWFORD,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,2148.000000
2002,CRAWFORD,ATTORNEY GENERAL,,WRITE IN VOTES,,2.000000
2002,CRAWFORD,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,103.000000
2002,CRAWFORD,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,2069.000000
2002,CRAWFORD,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1488.000000
2002,CRAWFORD,AUDITOR OF STATE,,WRITE IN VOTES,,0.000000
2002,CRAWFORD,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,30.000000
2002,CRAWFORD,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,2921.000000
2002,CRAWFORD,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,44.000000
2002,CRAWFORD,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,1879.000000
2002,CRAWFORD,GOVERNOR,,WRITE IN VOTES,,0.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,30.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,16.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,2123.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,1802.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,28.000000
2002,CRAWFORD,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,1.000000
2002,CRAWFORD,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,1991.000000
2002,CRAWFORD,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,32.000000
2002,CRAWFORD,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,2007.000000
2002,CRAWFORD,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,57.000000
2002,CRAWFORD,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,CRAWFORD,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1887.000000
2002,CRAWFORD,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1999.000000
2002,CRAWFORD,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,27.000000
2002,CRAWFORD,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,CRAWFORD,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,2285.000000
2002,CRAWFORD,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,17.000000
2002,CRAWFORD,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,28.000000
2002,CRAWFORD,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,2275.000000
2002,CRAWFORD,U S SENATE,,WRITE IN VOTES,,1.000000
2002,DALLAS,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,6205.000000
2002,DALLAS,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,213.000000
2002,DALLAS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,9759.000000
2002,DALLAS,ATTORNEY GENERAL,,WRITE IN VOTES,,9.000000
2002,DALLAS,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,692.000000
2002,DALLAS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,8573.000000
2002,DALLAS,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,6308.000000
2002,DALLAS,AUDITOR OF STATE,,WRITE IN VOTES,,3.000000
2002,DALLAS,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,223.000000
2002,DALLAS,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,7819.000000
2002,DALLAS,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,165.000000
2002,DALLAS,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,8241.000000
2002,DALLAS,GOVERNOR,,WRITE IN VOTES,,11.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,241.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,142.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,7595.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,7840.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,192.000000
2002,DALLAS,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,5.000000
2002,DALLAS,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,8361.000000
2002,DALLAS,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,163.000000
2002,DALLAS,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,7222.000000
2002,DALLAS,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,322.000000
2002,DALLAS,SECRETARY OF STATE,,WRITE IN VOTES,,3.000000
2002,DALLAS,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,7477.000000
2002,DALLAS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,8176.000000
2002,DALLAS,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,282.000000
2002,DALLAS,TREASURER OF STATE,,WRITE IN VOTES,,3.000000
2002,DALLAS,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,7978.000000
2002,DALLAS,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,130.000000
2002,DALLAS,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,134.000000
2002,DALLAS,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,8165.000000
2002,DALLAS,U S SENATE,,WRITE IN VOTES,,10.000000
2002,DAVIS,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,1004.000000
2002,DAVIS,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,39.000000
2002,DAVIS,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,2014.000000
2002,DAVIS,ATTORNEY GENERAL,,WRITE IN VOTES,,0.000000
2002,DAVIS,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,128.000000
2002,DAVIS,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,1269.000000
2002,DAVIS,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1459.000000
2002,DAVIS,AUDITOR OF STATE,,WRITE IN VOTES,,1.000000
2002,DAVIS,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,37.000000
2002,DAVIS,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,1412.000000
2002,DAVIS,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,43.000000
2002,DAVIS,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,1581.000000
2002,DAVIS,GOVERNOR,,WRITE IN VOTES,,1.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,87.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,14.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,1274.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,1701.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,44.000000
2002,DAVIS,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,DAVIS,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,1732.000000
2002,DAVIS,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,25.000000
2002,DAVIS,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,1131.000000
2002,DAVIS,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,68.000000
2002,DAVIS,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,DAVIS,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1096.000000
2002,DAVIS,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1800.000000
2002,DAVIS,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,53.000000
2002,DAVIS,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,DAVIS,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,1270.000000
2002,DAVIS,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,30.000000
2002,DAVIS,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,30.000000
2002,DAVIS,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,1714.000000
2002,DAVIS,U S SENATE,,WRITE IN VOTES,,4.000000
2002,DECATUR,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,898.000000
2002,DECATUR,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,49.000000
2002,DECATUR,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,1921.000000
2002,DECATUR,ATTORNEY GENERAL,,WRITE IN VOTES,,1.000000
2002,DECATUR,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,193.000000
2002,DECATUR,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,1292.000000
2002,DECATUR,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,1213.000000
2002,DECATUR,AUDITOR OF STATE,,WRITE IN VOTES,,2.000000
2002,DECATUR,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,59.000000
2002,DECATUR,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,1318.000000
2002,DECATUR,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,41.000000
2002,DECATUR,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,1520.000000
2002,DECATUR,GOVERNOR,,WRITE IN VOTES,,1.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,39.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,50.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,1170.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,1565.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,24.000000
2002,DECATUR,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,1.000000
2002,DECATUR,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,1529.000000
2002,DECATUR,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,35.000000
2002,DECATUR,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,1138.000000
2002,DECATUR,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,101.000000
2002,DECATUR,SECRETARY OF STATE,,WRITE IN VOTES,,1.000000
2002,DECATUR,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,1075.000000
2002,DECATUR,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,1661.000000
2002,DECATUR,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,58.000000
2002,DECATUR,TREASURER OF STATE,,WRITE IN VOTES,,1.000000
2002,DECATUR,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,1222.000000
2002,DECATUR,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,44.000000
2002,DECATUR,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,30.000000
2002,DECATUR,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,1618.000000
2002,DECATUR,U S SENATE,,WRITE IN VOTES,,2.000000
2002,DELAWARE,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,2326.000000
2002,DELAWARE,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,53.000000
2002,DELAWARE,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,3363.000000
2002,DELAWARE,ATTORNEY GENERAL,,WRITE IN VOTES,,0.000000
2002,DELAWARE,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,106.000000
2002,DELAWARE,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,3018.000000
2002,DELAWARE,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,2273.000000
2002,DELAWARE,AUDITOR OF STATE,,WRITE IN VOTES,,0.000000
2002,DELAWARE,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,111.000000
2002,DELAWARE,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,3023.000000
2002,DELAWARE,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,71.000000
2002,DELAWARE,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,3107.000000
2002,DELAWARE,GOVERNOR,,WRITE IN VOTES,,1.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,43.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,51.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,2872.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,2858.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,27.000000
2002,DELAWARE,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,0.000000
2002,DELAWARE,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,3201.000000
2002,DELAWARE,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,47.000000
2002,DELAWARE,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,2512.000000
2002,DELAWARE,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,67.000000
2002,DELAWARE,SECRETARY OF STATE,,WRITE IN VOTES,,0.000000
2002,DELAWARE,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,2718.000000
2002,DELAWARE,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,2821.000000
2002,DELAWARE,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,61.000000
2002,DELAWARE,TREASURER OF STATE,,WRITE IN VOTES,,0.000000
2002,DELAWARE,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,3148.000000
2002,DELAWARE,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,47.000000
2002,DELAWARE,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,29.000000
2002,DELAWARE,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,3096.000000
2002,DELAWARE,U S SENATE,,WRITE IN VOTES,,0.000000
2002,DES MOINES,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,4584.000000
2002,DES MOINES,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,305.000000
2002,DES MOINES,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,9699.000000
2002,DES MOINES,ATTORNEY GENERAL,,WRITE IN VOTES,,3.000000
2002,DES MOINES,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,811.000000
2002,DES MOINES,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,5238.000000
2002,DES MOINES,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,8094.000000
2002,DES MOINES,AUDITOR OF STATE,,WRITE IN VOTES,,4.000000
2002,DES MOINES,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,234.000000
2002,DES MOINES,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,5853.000000
2002,DES MOINES,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,206.000000
2002,DES MOINES,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,8935.000000
2002,DES MOINES,GOVERNOR,,WRITE IN VOTES,,8.000000
2002,DES MOINES,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,213.000000
