year,county,office,district,candidate,party,votes
1984,ADAIR,PRESIDENT VICE PRESIDENT,,BAKER ALGER,BIG DEAL,3.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,BERGLAND LEWIS,LIBERTARIAN,6.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,LAROUCHE DAVIS,NOMINATED BY PETITION,8.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,MASON ZIMMERMAN,SOCIALIST WORKERS,0.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,MONDALE FERRARO,DEMOCRATIC,1979.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,2615.000000
1984,ADAIR,PRESIDENT VICE PRESIDENT,,SERRETTE ROSS,NOMINATED BY PETITION,1.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,BAKER ALGER,BIG DEAL,2.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,BERGLAND LEWIS,LIBERTARIAN,0.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,0.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,LAROUCHE DAVIS,NOMINATED BY PETITION,19.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,MASON ZIMMERMAN,SOCIALIST WORKERS,0.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,MONDALE FERRARO,DEMOCRATIC,1221.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,REAGAN BUSH,REPUBLICAN,1706.000000
1984,ADAMS,PRESIDENT VICE PRESIDENT,,SERRETTE ROSS,NOMINATED BY PETITION,2.000000
1984,ALLAMAKEE,PRESIDENT VICE PRESIDENT,,BAKER ALGER,BIG DEAL,9.000000
1984,ALLAMAKEE,PRESIDENT VICE PRESIDENT,,BERGLAND LEWIS,LIBERTARIAN,3.000000
1984,ALLAMAKEE,PRESIDENT VICE PRESIDENT,,HALL DAVIS,COMMUNIST,2.000000
1984,ALLAMAKEE,PRESIDENT VICE PRESIDENT,,LAROUCHE DAVIS,NOMINATED BY PETITION,51.000000
1984,ALLAMAKEE,PRESIDENT VICE PRESIDENT,,MASON ZIMMERMAN,SOCIALIST WORKERS,3.000000
