year,county,office,district,candidate,party,votes
2000,ADAIR,PRESIDENT,,,DEM,1753.000000
2000,ADAIR,PRESIDENT,,,GREEN,66.000000
2000,ADAIR,PRESIDENT,,,REP,2275.000000
2000,ADAIR,PRESIDENT,,,SC,29.000000
2000,ADAMS,PRESIDENT,,,DEM,897.000000
2000,ADAMS,PRESIDENT,,,GREEN,51.000000
2000,ADAMS,PRESIDENT,,,REP,1170.000000
2000,ADAMS,PRESIDENT,,,SC,27.000000
2000,ALLAMAKEE,PRESIDENT,,,DEM,2883.000000
2000,ALLAMAKEE,PRESIDENT,,,GREEN,199.000000
2000,ALLAMAKEE,PRESIDENT,,,REP,3277.000000
2000,ALLAMAKEE,PRESIDENT,,,SC,84.000000
2000,APPANOOSE,PRESIDENT,,,DEM,2560.000000
2000,APPANOOSE,PRESIDENT,,,GREEN,105.000000
2000,APPANOOSE,PRESIDENT,,,REP,2992.000000
2000,APPANOOSE,PRESIDENT,,,SC,45.000000
2000,AUDUBON,PRESIDENT,,,DEM,1780.000000
2000,AUDUBON,PRESIDENT,,,GREEN,56.000000
2000,AUDUBON,PRESIDENT,,,REP,1909.000000
2000,AUDUBON,PRESIDENT,,,SC,34.000000
2000,BENTON,PRESIDENT,,,DEM,5915.000000
2000,BENTON,PRESIDENT,,,GREEN,231.000000
2000,BENTON,PRESIDENT,,,REP,5468.000000
2000,BENTON,PRESIDENT,,,SC,140.000000
2000,BLACK HAWK,PRESIDENT,,,DEM,24347.000000
2000,BLACK HAWK,PRESIDENT,,,GREEN,1132.000000
2000,BLACK HAWK,PRESIDENT,,,REP,19110.000000
2000,BLACK HAWK,PRESIDENT,,,SC,373.000000
2000,BOONE,PRESIDENT,,,DEM,4920.000000
2000,BOONE,PRESIDENT,,,GREEN,252.000000
2000,BOONE,PRESIDENT,,,REP,4499.000000
2000,BOONE,PRESIDENT,,,SC,16.000000
2000,BREMER,PRESIDENT,,,DEM,5169.000000
2000,BREMER,PRESIDENT,,,GREEN,260.000000
2000,BREMER,PRESIDENT,,,REP,5675.000000
2000,BREMER,PRESIDENT,,,SC,71.000000
2000,BUCHANAN,PRESIDENT,,,DEM,5045.000000
2000,BUCHANAN,PRESIDENT,,,GREEN,171.000000
2000,BUCHANAN,PRESIDENT,,,REP,4092.000000
2000,BUCHANAN,PRESIDENT,,,SC,18.000000
2000,BUENA VISTA,PRESIDENT,,,DEM,3297.000000
2000,BUENA VISTA,PRESIDENT,,,GREEN,227.000000
2000,BUENA VISTA,PRESIDENT,,,REP,4354.000000
2000,BUENA VISTA,PRESIDENT,,,SC,105.000000
2000,BUTLER,PRESIDENT,,,DEM,2735.000000
2000,BUTLER,PRESIDENT,,,GREEN,113.000000
2000,BUTLER,PRESIDENT,,,REP,3837.000000
2000,BUTLER,PRESIDENT,,,SC,39.000000
2000,CALHOUN,PRESIDENT,,,DEM,2132.000000
2000,CALHOUN,PRESIDENT,,,GREEN,93.000000
2000,CALHOUN,PRESIDENT,,,REP,2776.000000
2000,CALHOUN,PRESIDENT,,,SC,40.000000
2000,CARROLL,PRESIDENT,,,DEM,4463.000000
2000,CARROLL,PRESIDENT,,,GREEN,146.000000
2000,CARROLL,PRESIDENT,,,REP,4879.000000
2000,CARROLL,PRESIDENT,,,SC,80.000000
2000,CASS,PRESIDENT,,,DEM,2481.000000
2000,CASS,PRESIDENT,,,GREEN,147.000000
2000,CASS,PRESIDENT,,,REP,4206.000000
2000,CASS,PRESIDENT,,,SC,46.000000
2000,CEDAR,PRESIDENT,,,DEM,4033.000000
2000,CEDAR,PRESIDENT,,,GREEN,212.000000
2000,CEDAR,PRESIDENT,,,REP,4031.000000
