year,county,office,district,candidate,party,votes
1998,MONROE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,820.000000
1998,MONROE,U S SENATE,,MARGARET TROWE,,14.000000
1998,MONROE,U S SENATE,,SCATTERING,,0.000000
1998,MONROE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,24.000000
1998,MONTGOMERY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3251.000000
1998,MONTGOMERY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,726.000000
1998,MONTGOMERY,U S SENATE,,MARGARET TROWE,,12.000000
1998,MONTGOMERY,U S SENATE,,SCATTERING,,1.000000
1998,MONTGOMERY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,36.000000
1998,MUSCATINE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,7175.000000
1998,MUSCATINE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,3365.000000
1998,MUSCATINE,U S SENATE,,MARGARET TROWE,,39.000000
1998,MUSCATINE,U S SENATE,,SCATTERING,,3.000000
1998,MUSCATINE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,76.000000
1998,OBRIEN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3998.000000
1998,OBRIEN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,828.000000
1998,OBRIEN,U S SENATE,,MARGARET TROWE,,8.000000
1998,OBRIEN,U S SENATE,,SCATTERING,,1.000000
1998,OBRIEN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,18.000000
1998,OSCEOLA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1810.000000
1998,OSCEOLA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,359.000000
1998,OSCEOLA,U S SENATE,,MARGARET TROWE,,6.000000
1998,OSCEOLA,U S SENATE,,SCATTERING,,0.000000
1998,OSCEOLA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,18.000000
1998,PAGE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4417.000000
1998,PAGE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,917.000000
1998,PAGE,U S SENATE,,MARGARET TROWE,,19.000000
1998,PAGE,U S SENATE,,SCATTERING,,1.000000
1998,PAGE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,39.000000
1998,PALO ALTO,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2419.000000
1998,PALO ALTO,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1141.000000
1998,PALO ALTO,U S SENATE,,MARGARET TROWE,,5.000000
1998,PALO ALTO,U S SENATE,,SCATTERING,,0.000000
1998,PALO ALTO,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,11.000000
1998,PLYMOUTH,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,5461.000000
1998,PLYMOUTH,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1245.000000
1998,PLYMOUTH,U S SENATE,,MARGARET TROWE,,10.000000
1998,PLYMOUTH,U S SENATE,,SCATTERING,,0.000000
1998,PLYMOUTH,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,10.000000
1998,POCAHONTAS,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2225.000000
1998,POCAHONTAS,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,672.000000
1998,POCAHONTAS,U S SENATE,,MARGARET TROWE,,5.000000
1998,POCAHONTAS,U S SENATE,,SCATTERING,,6.000000
1998,POCAHONTAS,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,20.000000
1998,POLK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,81972.000000
1998,POLK,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,43498.000000
1998,POLK,U S SENATE,,MARGARET TROWE,,445.000000
1998,POLK,U S SENATE,,SCATTERING,,55.000000
1998,POLK,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,810.000000
1998,POTTAWATTAMIE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,14601.000000
1998,POTTAWATTAMIE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,6355.000000
1998,POTTAWATTAMIE,U S SENATE,,MARGARET TROWE,,106.000000
1998,POTTAWATTAMIE,U S SENATE,,SCATTERING,,17.000000
1998,POTTAWATTAMIE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,212.000000
1998,POWESHIEK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4324.000000
1998,POWESHIEK,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1983.000000
1998,POWESHIEK,U S SENATE,,MARGARET TROWE,,34.000000
1998,POWESHIEK,U S SENATE,,SCATTERING,,2.000000
1998,POWESHIEK,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,58.000000
1998,RINGGOLD,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1789.000000
1998,RINGGOLD,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,507.000000
1998,RINGGOLD,U S SENATE,,MARGARET TROWE,,10.000000
1998,RINGGOLD,U S SENATE,,SCATTERING,,1.000000
1998,RINGGOLD,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,13.000000
1998,SAC,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3454.000000
1998,SAC,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,859.000000
1998,SAC,U S SENATE,,MARGARET TROWE,,4.000000
1998,SAC,U S SENATE,,SCATTERING,,0.000000
1998,SAC,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,30.000000
1998,SCOTT,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,30855.000000
1998,SCOTT,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,15244.000000
1998,SCOTT,U S SENATE,,MARGARET TROWE,,103.000000
1998,SCOTT,U S SENATE,,SCATTERING,,16.000000
1998,SCOTT,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,356.000000
1998,SHELBY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3225.000000
1998,SHELBY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,994.000000
1998,SHELBY,U S SENATE,,MARGARET TROWE,,7.000000
1998,SHELBY,U S SENATE,,SCATTERING,,0.000000
1998,SHELBY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,13.000000
1998,SIOUX,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9017.000000
1998,SIOUX,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,880.000000
1998,SIOUX,U S SENATE,,MARGARET TROWE,,12.000000
1998,SIOUX,U S SENATE,,SCATTERING,,1.000000
1998,SIOUX,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,13.000000
1998,STORY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,16003.000000
1998,STORY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,8532.000000
1998,STORY,U S SENATE,,MARGARET TROWE,,100.000000
1998,STORY,U S SENATE,,SCATTERING,,15.000000
1998,STORY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,181.000000
1998,TAMA,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4697.000000
1998,TAMA,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1689.000000
1998,TAMA,U S SENATE,,MARGARET TROWE,,14.000000
1998,TAMA,U S SENATE,,SCATTERING,,1.000000
1998,TAMA,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,43.000000
1998,TAYLOR,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1847.000000
1998,TAYLOR,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,570.000000
1998,TAYLOR,U S SENATE,,MARGARET TROWE,,9.000000
1998,TAYLOR,U S SENATE,,SCATTERING,,1.000000
1998,TAYLOR,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,23.000000
1998,UNION,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3204.000000
1998,UNION,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1144.000000
1998,UNION,U S SENATE,,MARGARET TROWE,,12.000000
1998,UNION,U S SENATE,,SCATTERING,,0.000000
1998,UNION,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,20.000000
1998,VAN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2036.000000
1998,VAN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,762.000000
1998,VAN,U S SENATE,,MARGARET TROWE,,6.000000
1998,VAN,U S SENATE,,SCATTERING,,0.000000
1998,VAN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,33.000000
1998,WAPELLO,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,7046.000000
1998,WAPELLO,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,4492.000000
1998,WAPELLO,U S SENATE,,MARGARET TROWE,,34.000000
1998,WAPELLO,U S SENATE,,SCATTERING,,5.000000
1998,WAPELLO,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,142.000000
1998,WARREN,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,9414.000000
1998,WARREN,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,4577.000000
1998,WARREN,U S SENATE,,MARGARET TROWE,,42.000000
1998,WARREN,U S SENATE,,SCATTERING,,3.000000
1998,WARREN,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,82.000000
1998,WASHINGTON,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4946.000000
1998,WASHINGTON,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1754.000000
1998,WASHINGTON,U S SENATE,,MARGARET TROWE,,13.000000
1998,WASHINGTON,U S SENATE,,SCATTERING,,1.000000
1998,WASHINGTON,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,71.000000
1998,WAYNE,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,1697.000000
1998,WAYNE,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,697.000000
1998,WAYNE,U S SENATE,,MARGARET TROWE,,2.000000
1998,WAYNE,U S SENATE,,SCATTERING,,0.000000
1998,WAYNE,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,0.000000
1998,WEBSTER,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,8638.000000
1998,WEBSTER,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,3945.000000
1998,WEBSTER,U S SENATE,,MARGARET TROWE,,24.000000
1998,WEBSTER,U S SENATE,,SCATTERING,,3.000000
1998,WEBSTER,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,101.000000
1998,WINNEBAGO,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3103.000000
1998,WINNEBAGO,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1001.000000
1998,WINNEBAGO,U S SENATE,,MARGARET TROWE,,16.000000
1998,WINNEBAGO,U S SENATE,,SCATTERING,,0.000000
1998,WINNEBAGO,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,24.000000
1998,WINNESHIEK,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,4967.000000
1998,WINNESHIEK,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1730.000000
1998,WINNESHIEK,U S SENATE,,MARGARET TROWE,,23.000000
1998,WINNESHIEK,U S SENATE,,SCATTERING,,0.000000
1998,WINNESHIEK,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,35.000000
1998,WOODBURY,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,18148.000000
1998,WOODBURY,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,8079.000000
1998,WOODBURY,U S SENATE,,MARGARET TROWE,,111.000000
1998,WOODBURY,U S SENATE,,SCATTERING,,8.000000
1998,WOODBURY,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,153.000000
1998,WORTH,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,2341.000000
1998,WORTH,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,841.000000
1998,WORTH,U S SENATE,,MARGARET TROWE,,4.000000
1998,WORTH,U S SENATE,,SCATTERING,,1.000000
1998,WORTH,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,37.000000
1998,WRIGHT,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN PARTY,3316.000000
1998,WRIGHT,U S SENATE,,DAVID OSTERBERG,DEMOCRATIC PARY,1190.000000
1998,WRIGHT,U S SENATE,,MARGARET TROWE,,1.000000
1998,WRIGHT,U S SENATE,,SCATTERING,,1.000000
1998,WRIGHT,U S SENATE,,SUSAN MARCUS,NATURAL LAW PARTY,6.000000
