year,plan2_district,office,district,candidate,party,votes
2018,1,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,3642.382512
2018,1,ATTORNEY GENERAL,,TOM MILLER,DEM,12310.875467
2018,1,ATTORNEY GENERAL,,WRITE IN,,172.026802
2018,1,AUDITOR OF STATE,,FRED PERRYMAN,LIB,494.058323
2018,1,AUDITOR OF STATE,,MARY MOSIMAN,REP,7450.770959
2018,1,AUDITOR OF STATE,,ROB SAND,DEM,10317.738514
2018,1,AUDITOR OF STATE,,WRITE IN,,7.000001
2018,1,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,9028.436314
2018,1,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,80.026717
2018,1,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,341.106881
2018,1,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,9281.033605
2018,1,GOVERNOR,,WRITE IN,,8.000530
2018,1,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,8622.906768
2018,1,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,595.116601
2018,1,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,8987.497061
2018,1,SECRETARY OF AGRICULTURE,,WRITE IN,,11.999993
2018,1,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,8982.555365
2018,1,SECRETARY OF STATE,,JULES OFENBAKH,LIB,438.093628
2018,1,SECRETARY OF STATE,,PAUL D PATE,REP,8903.883856
2018,1,SECRETARY OF STATE,,WRITE IN,,11.000000
2018,1,TREASURER OF STATE,,JEREMY N DAVIS,REP,7738.802822
2018,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,9995.638263
2018,1,TREASURER OF STATE,,TIMOTHY HIRD,LIB,455.116729
2018,1,TREASURER OF STATE,,WRITE IN,,9.999992
2018,10,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,4557.992233
2018,10,ATTORNEY GENERAL,,TOM MILLER,DEM,12452.603535
2018,10,ATTORNEY GENERAL,,WRITE IN,,192.257147
2018,10,AUDITOR OF STATE,,FRED PERRYMAN,LIB,733.876851
2018,10,AUDITOR OF STATE,,MARY MOSIMAN,REP,9841.035346
2018,10,AUDITOR OF STATE,,ROB SAND,DEM,9012.941993
2018,10,AUDITOR OF STATE,,WRITE IN,,7.991743
2018,10,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,9506.781243
2018,10,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,129.007457
