year,plan2_district,office,district,candidate,party,votes
2016,1,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,52.898188
2016,1,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,38.819212
2016,1,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,4445.347923
2016,1,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,45.743476
2016,1,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,283.860355
2016,1,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,3.986803
2016,1,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,5173.709892
2016,1,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,86.701126
2016,1,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,27.000071
2016,1,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,3.986795
2016,1,PRESIDENT,,WRITE IN,OTH,171.136479
2016,1,U S SENATE,,CHARLES ALDRICH,LIB,252.179752
2016,1,U S SENATE,,CHARLES E GRASSLEY,REP,5052.851205
2016,1,U S SENATE,,JIM HENNAGER,OTH,239.397998
2016,1,U S SENATE,,MICHAEL LUICK THRAMS,OTH,26.000303
2016,1,U S SENATE,,PATTY JUDGE,DEM,4541.370652
2016,1,U S SENATE,,WRITE IN,OTH,12.013740
2016,10,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,30.103225
2016,10,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,50.910906
2016,10,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,12086.565598
2016,10,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,85.243583
2016,10,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,505.608028
2016,10,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,1.000000
2016,10,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,5241.800356
2016,10,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,85.536713
2016,10,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,26.242672
2016,10,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,6.033638
2016,10,PRESIDENT,,WRITE IN,OTH,131.743269
2016,10,U S SENATE,,CHARLES ALDRICH,LIB,354.087777
2016,10,U S SENATE,,CHARLES E GRASSLEY,REP,13176.644059
2016,10,U S SENATE,,JIM HENNAGER,OTH,202.823984
2016,10,U S SENATE,,MICHAEL LUICK THRAMS,OTH,48.003407
2016,10,U S SENATE,,PATTY JUDGE,DEM,4244.857302
2016,10,U S SENATE,,WRITE IN,OTH,11.276112
2016,100,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,72.453017
2016,100,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,73.820070
2016,100,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,8203.644714
2016,100,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,77.185621
2016,100,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,489.788280
2016,100,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,5.000000
2016,100,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,5899.685687
2016,100,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,140.154352
2016,100,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,36.513443
2016,100,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,8.000000
2016,100,PRESIDENT,,WRITE IN,OTH,175.347952
2016,100,U S SENATE,,CHARLES ALDRICH,LIB,486.928092
2016,100,U S SENATE,,CHARLES E GRASSLEY,REP,7859.450130
2016,100,U S SENATE,,JIM HENNAGER,OTH,442.821798
2016,100,U S SENATE,,MICHAEL LUICK THRAMS,OTH,24.756730
2016,100,U S SENATE,,PATTY JUDGE,DEM,6055.169308
2016,100,U S SENATE,,WRITE IN,OTH,18.163117
2016,11,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,21.717512
2016,11,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,68.693803
2016,11,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,10780.875784
2016,11,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,78.817909
2016,11,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,533.452769
2016,11,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,2.000000
2016,11,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,5165.791026
2016,11,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,99.022091
2016,11,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,25.475272
2016,11,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,3.467009
2016,11,PRESIDENT,,WRITE IN,OTH,147.295878
2016,11,U S SENATE,,CHARLES ALDRICH,LIB,387.620258
2016,11,U S SENATE,,CHARLES E GRASSLEY,REP,11668.431435
2016,11,U S SENATE,,JIM HENNAGER,OTH,173.678343
2016,11,U S SENATE,,MICHAEL LUICK THRAMS,OTH,33.718693
2016,11,U S SENATE,,PATTY JUDGE,DEM,4225.236367
2016,11,U S SENATE,,WRITE IN,OTH,4.003541
2016,12,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,13.282488
2016,12,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,46.306198
2016,12,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,10298.124441
2016,12,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,61.182091
2016,12,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,382.547240
2016,12,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,4.000000
