year,plan2_district,office,district,candidate,party,votes
2018,1,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,64974.999166
2018,1,ATTORNEY GENERAL,,TOM MILLER,DEM,219793.997231
2018,1,ATTORNEY GENERAL,,WRITE IN,,1962.999934
2018,1,AUDITOR OF STATE,,FRED PERRYMAN,LIB,8387.999944
2018,1,AUDITOR OF STATE,,MARY MOSIMAN,REP,139415.997047
2018,1,AUDITOR OF STATE,,ROB SAND,DEM,174667.998659
2018,1,AUDITOR OF STATE,,WRITE IN,,96.000000
2018,1,GOVERNOR,,FRED HUBBELL,DEM,0.000194
2018,1,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,168101.998613
2018,1,GOVERNOR,,GARY SIEGWARTH,CWP,0.000002
2018,1,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,1658.999991
2018,1,GOVERNOR,,JAKE PORTER,LIB,0.000009
2018,1,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,5029.999932
2018,1,GOVERNOR,,KIM REYNOLDS,REP,0.000229
2018,1,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,154767.996556
2018,1,GOVERNOR,,WRITE IN,,118.000000
2018,1,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,150734.996827
2018,1,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,9762.999881
2018,1,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,161645.998935
2018,1,SECRETARY OF AGRICULTURE,,WRITE IN,,140.000000
2018,1,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,156567.998943
2018,1,SECRETARY OF STATE,,JULES OFENBAKH,LIB,7554.999918
2018,1,SECRETARY OF STATE,,PAUL D PATE,REP,159551.996771
2018,1,SECRETARY OF STATE,,WRITE IN,,108.999998
2018,1,TREASURER OF STATE,,JEREMY N DAVIS,REP,133919.997337
2018,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,181216.998323
2018,1,TREASURER OF STATE,,TIMOTHY HIRD,LIB,7710.999950
2018,1,TREASURER OF STATE,,WRITE IN,,89.000000
2018,2,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,66617.000046
2018,2,ATTORNEY GENERAL,,TOM MILLER,DEM,236578.000073
2018,2,ATTORNEY GENERAL,,WRITE IN,,1848.000003
2018,2,AUDITOR OF STATE,,FRED PERRYMAN,LIB,9009.000001
2018,2,AUDITOR OF STATE,,MARY MOSIMAN,REP,146714.000125
2018,2,AUDITOR OF STATE,,ROB SAND,DEM,182491.000012
2018,2,AUDITOR OF STATE,,WRITE IN,,108.000000
2018,2,GOVERNOR,,FRED HUBBELL,DEM,56766.999806
2018,2,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,112052.000204
2018,2,GOVERNOR,,GARY SIEGWARTH,CWP,712.999998
2018,2,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,2293.000005
2018,2,GOVERNOR,,JAKE PORTER,LIB,2124.999991
2018,2,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,3802.000009
2018,2,GOVERNOR,,KIM REYNOLDS,REP,42448.999771
2018,2,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,125846.000358
2018,2,GOVERNOR,,WRITE IN,,126.000000
2018,2,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,161522.000127
2018,2,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,11252.000004
2018,2,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,165047.000009
2018,2,SECRETARY OF AGRICULTURE,,WRITE IN,,140.000000
2018,2,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,155184.000017
2018,2,SECRETARY OF STATE,,JULES OFENBAKH,LIB,8584.000003
2018,2,SECRETARY OF STATE,,PAUL D PATE,REP,176244.000119
2018,2,SECRETARY OF STATE,,WRITE IN,,125.000000
2018,2,TREASURER OF STATE,,JEREMY N DAVIS,REP,136409.000102
2018,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,192777.000039
2018,2,TREASURER OF STATE,,TIMOTHY HIRD,LIB,8870.999996
2018,2,TREASURER OF STATE,,WRITE IN,,116.000000
2018,3,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,65575.000833
2018,3,ATTORNEY GENERAL,,TOM MILLER,DEM,226142.002696
2018,3,ATTORNEY GENERAL,,WRITE IN,,2294.000066
2018,3,AUDITOR OF STATE,,FRED PERRYMAN,LIB,8355.000058
2018,3,AUDITOR OF STATE,,MARY MOSIMAN,REP,142664.002922
2018,3,AUDITOR OF STATE,,ROB SAND,DEM,172560.001293
2018,3,AUDITOR OF STATE,,WRITE IN,,161.000000
2018,3,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,169831.001160
2018,3,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,1145.000007
2018,3,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,5403.000062
2018,3,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,155213.003164
2018,3,GOVERNOR,,WRITE IN,,148.000000
2018,3,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,152058.003133
2018,3,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,9386.000124
2018,3,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,160808.001022
2018,3,SECRETARY OF AGRICULTURE,,WRITE IN,,186.000000
2018,3,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,157251.001023
2018,3,SECRETARY OF STATE,,JULES OFENBAKH,LIB,7790.000085
2018,3,SECRETARY OF STATE,,PAUL D PATE,REP,159947.003182
2018,3,SECRETARY OF STATE,,WRITE IN,,155.000002
2018,3,TREASURER OF STATE,,JEREMY N DAVIS,REP,124763.002627
2018,3,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,191715.001629
2018,3,TREASURER OF STATE,,TIMOTHY HIRD,LIB,7670.000057
2018,3,TREASURER OF STATE,,WRITE IN,,161.000000
2018,4,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,64039.999956
2018,4,ATTORNEY GENERAL,,TOM MILLER,DEM,195790.000000
2018,4,ATTORNEY GENERAL,,WRITE IN,,2110.999998
2018,4,AUDITOR OF STATE,,FRED PERRYMAN,LIB,7564.999997
2018,4,AUDITOR OF STATE,,MARY MOSIMAN,REP,170601.999905
2018,4,AUDITOR OF STATE,,ROB SAND,DEM,128792.000036
2018,4,AUDITOR OF STATE,,WRITE IN,,93.000000
2018,4,GOVERNOR,,FRED HUBBELL,DEM,1383.000000
2018,4,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,121680.000023
2018,4,GOVERNOR,,GARY SIEGWARTH,CWP,26.000000
2018,4,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,1605.999998
2018,4,GOVERNOR,,JAKE PORTER,LIB,62.000000
2018,4,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,4954.999997
2018,4,GOVERNOR,,KIM REYNOLDS,REP,2298.000000
2018,4,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,184144.999922
2018,4,GOVERNOR,,WRITE IN,,96.000000
2018,4,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,184933.999913
2018,4,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,8445.999992
2018,4,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,114143.000033
2018,4,SECRETARY OF AGRICULTURE,,WRITE IN,,130.000000
2018,4,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,113573.000017
2018,4,SECRETARY OF STATE,,JULES OFENBAKH,LIB,6866.999994
2018,4,SECRETARY OF STATE,,PAUL D PATE,REP,187649.999928
2018,4,SECRETARY OF STATE,,WRITE IN,,92.000000
2018,4,TREASURER OF STATE,,JEREMY N DAVIS,REP,156620.999935
2018,4,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,143112.000008
2018,4,TREASURER OF STATE,,TIMOTHY HIRD,LIB,6931.999997
2018,4,TREASURER OF STATE,,WRITE IN,,99.000000
