year,plan2_district,office,district,candidate,party,votes
2018,2,ATTORNEY GENERAL,,MARCO BATTAGLIA,LIB,33.000000
2018,2,ATTORNEY GENERAL,,TOM MILLER,DEM,134.000000
2018,2,ATTORNEY GENERAL,,WRITE IN,,2.000000
2018,2,AUDITOR OF STATE,,FRED PERRYMAN,LIB,4.000000
2018,2,AUDITOR OF STATE,,MARY MOSIMAN,REP,107.000000
2018,2,AUDITOR OF STATE,,ROB SAND,DEM,83.000000
2018,2,AUDITOR OF STATE,,WRITE IN,,0.000000
2018,2,GOVERNOR,,FRED HUBBELL RITA R HART,DEM,53.000000
2018,2,GOVERNOR,,GARY SIEGWARTH NATALIA BLASKOVICH,CWP,4.000000
2018,2,GOVERNOR,,JAKE PORTER LYNNE GENTRY,LIB,2.000000
2018,2,GOVERNOR,,KIM REYNOLDS ADAM GREGG,REP,141.000000
2018,2,GOVERNOR,,WRITE IN,,0.000000
2018,2,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,141.000000
2018,2,SECRETARY OF AGRICULTURE,,RICK STEWART,LIB,7.000000
2018,2,SECRETARY OF AGRICULTURE,,TIM GANNON,DEM,48.000000
2018,2,SECRETARY OF AGRICULTURE,,WRITE IN,,0.000000
2018,2,SECRETARY OF STATE,,DEIDRE DEJEAR,DEM,44.000000
2018,2,SECRETARY OF STATE,,JULES OFENBAKH,LIB,6.000000
2018,2,SECRETARY OF STATE,,PAUL D PATE,REP,147.000000
2018,2,SECRETARY OF STATE,,WRITE IN,,0.000000
2018,2,TREASURER OF STATE,,JEREMY N DAVIS,REP,98.000000
2018,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,91.000000
2018,2,TREASURER OF STATE,,TIMOTHY HIRD,LIB,4.000000
2018,2,TREASURER OF STATE,,WRITE IN,,0.000000
