year,plan2_district,office,district,candidate,party,votes
2020,1,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,0.000019
2020,1,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,1.999855
2020,1,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,617.964574
2020,1,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,0.000039
2020,1,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,1.999991
2020,1,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,168.990691
2020,1,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,0.000000
2020,1,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,0.000000
2020,1,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,0.000000
2020,1,PRESIDENT,,WRITE IN,,4.999656
2020,1,U S SENATE,,JONI ERNST,REP,591.966072
2020,1,U S SENATE,,RICK STEWART,LIB,12.999290
2020,1,U S SENATE,,SUZANNE HERZOG,,4.999852
2020,1,U S SENATE,,THERESA GREENFIELD,DEM,174.990431
2020,1,U S SENATE,,WRITE IN,,3.999709
2020,10,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,0.005015
2020,10,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,4.002400
2020,10,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,971.337710
2020,10,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,5.132141
2020,10,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,28.370105
2020,10,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,699.147420
2020,10,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,3.130805
2020,10,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,0.000445
2020,10,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,0.042574
2020,10,PRESIDENT,,WRITE IN,,0.135180
2020,10,U S SENATE,,JONI ERNST,REP,847.764703
2020,10,U S SENATE,,RICK STEWART,LIB,62.074650
2020,10,U S SENATE,,SUZANNE HERZOG,,26.322451
2020,10,U S SENATE,,THERESA GREENFIELD,DEM,719.618820
2020,10,U S SENATE,,WRITE IN,,3.000445
2020,11,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,4.000000
2020,11,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,30.042597
2020,11,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,17292.050568
2020,11,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,51.531926
2020,11,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,428.340575
2020,11,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,12149.066484
2020,11,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,43.999976
2020,11,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,7.999989
2020,11,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,26.021278
2020,11,PRESIDENT,,WRITE IN,,78.510605
2020,11,U S SENATE,,JONI ERNST,REP,16763.581646
2020,11,U S SENATE,,RICK STEWART,LIB,676.978964
2020,11,U S SENATE,,SUZANNE HERZOG,,231.170272
2020,11,U S SENATE,,THERESA GREENFIELD,DEM,12095.067032
2020,11,U S SENATE,,WRITE IN,,21.999990
2020,12,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,13.077843
2020,12,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,23.003759
2020,12,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,22056.442978
2020,12,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,37.506574
2020,12,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,300.346579
2020,12,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,9601.100572
2020,12,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,49.495805
2020,12,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,10.000232
2020,12,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,24.672075
2020,12,PRESIDENT,,WRITE IN,,55.245995
2020,12,U S SENATE,,JONI ERNST,REP,20933.662172
2020,12,U S SENATE,,RICK STEWART,LIB,711.435800
2020,12,U S SENATE,,SUZANNE HERZOG,,302.096466
2020,12,U S SENATE,,THERESA GREENFIELD,DEM,9813.107012
2020,12,U S SENATE,,WRITE IN,,19.578465
2020,13,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,3.500573
2020,13,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,9.000000
2020,13,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,7491.178019
2020,13,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,9.500572
2020,13,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,76.501945
2020,13,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,2743.562471
2020,13,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,16.000000
2020,13,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.000000
2020,13,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,3.000000
2020,13,PRESIDENT,,WRITE IN,,10.500574
2020,13,U S SENATE,,JONI ERNST,REP,6846.667257
2020,13,U S SENATE,,RICK STEWART,LIB,240.002821
2020,13,U S SENATE,,SUZANNE HERZOG,,87.501832
2020,13,U S SENATE,,THERESA GREENFIELD,DEM,3011.069080
2020,13,U S SENATE,,WRITE IN,,3.000000
2020,14,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,4.421267
2020,14,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,13.999863
2020,14,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,17439.241274
2020,14,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,37.975101
2020,14,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,512.955397
2020,14,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,18145.843938
2020,14,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,63.792541
2020,14,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.999682
2020,14,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,24.994822
2020,14,PRESIDENT,,WRITE IN,,108.223949
2020,14,U S SENATE,,JONI ERNST,REP,18147.960515
2020,14,U S SENATE,,RICK STEWART,LIB,621.115190
2020,14,U S SENATE,,SUZANNE HERZOG,,232.045660
2020,14,U S SENATE,,THERESA GREENFIELD,DEM,17032.203451
2020,14,U S SENATE,,WRITE IN,,22.421518
2020,15,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,11.992044
2020,15,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,19.994657
2020,15,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,10088.331634
2020,15,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,45.050365
2020,15,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,318.779186
2020,15,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,16113.861616
2020,15,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,76.041261
2020,15,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,8.001916
2020,15,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,37.925386
2020,15,PRESIDENT,,WRITE IN,,61.997252
2020,15,U S SENATE,,JONI ERNST,REP,9379.718186
2020,15,U S SENATE,,RICK STEWART,LIB,675.076519
2020,15,U S SENATE,,SUZANNE HERZOG,,290.784434
2020,15,U S SENATE,,THERESA GREENFIELD,DEM,16041.328998
2020,15,U S SENATE,,WRITE IN,,28.013582
2020,16,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,1.989610
2020,16,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,8.932934
2020,16,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,4309.052563
2020,16,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,3.993010
2020,16,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,115.555998
2020,16,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,6379.278892
2020,16,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,17.941477
