year,plan2_district,office,district,candidate,party,votes
2000,1,PRESIDENT,,,DEM,3627.299068
2000,1,PRESIDENT,,,GREEN,196.133732
2000,1,PRESIDENT,,,REP,3766.701730
2000,1,PRESIDENT,,,SC,76.922902
2000,10,PRESIDENT,,,DEM,3124.316551
2000,10,PRESIDENT,,,GREEN,174.973203
2000,10,PRESIDENT,,,REP,3290.076365
2000,10,PRESIDENT,,,SC,62.562880
2000,11,PRESIDENT,,,DEM,5153.996079
2000,11,PRESIDENT,,,GREEN,186.999946
2000,11,PRESIDENT,,,REP,5311.995712
2000,11,PRESIDENT,,,SC,75.999987
2000,12,PRESIDENT,,,DEM,3610.055079
2000,12,PRESIDENT,,,GREEN,134.024910
2000,12,PRESIDENT,,,REP,3962.139607
2000,12,PRESIDENT,,,SC,76.863960
2000,13,PRESIDENT,,,DEM,7312.039057
2000,13,PRESIDENT,,,GREEN,294.511390
2000,13,PRESIDENT,,,REP,6593.767506
2000,13,PRESIDENT,,,SC,131.000685
2000,14,PRESIDENT,,,DEM,372.134798
2000,14,PRESIDENT,,,GREEN,17.858611
2000,14,PRESIDENT,,,REP,549.313061
2000,14,PRESIDENT,,,SC,9.676531
2000,15,PRESIDENT,,,DEM,9665.720457
2000,15,PRESIDENT,,,GREEN,479.013405
2000,15,PRESIDENT,,,REP,6389.431386
2000,15,PRESIDENT,,,SC,145.928080
2000,16,PRESIDENT,,,DEM,2862.123536
2000,16,PRESIDENT,,,GREEN,111.676681
2000,16,PRESIDENT,,,REP,3644.315044
2000,16,PRESIDENT,,,SC,37.868520
2000,17,PRESIDENT,,,DEM,7766.606727
2000,17,PRESIDENT,,,GREEN,342.745700
2000,17,PRESIDENT,,,REP,4188.495797
2000,17,PRESIDENT,,,SC,85.611822
2000,18,PRESIDENT,,,DEM,7673.393302
2000,18,PRESIDENT,,,GREEN,344.986595
2000,18,PRESIDENT,,,REP,4159.621910
2000,18,PRESIDENT,,,SC,99.730186
2000,19,PRESIDENT,,,DEM,5795.978973
2000,19,PRESIDENT,,,GREEN,227.962430
2000,19,PRESIDENT,,,REP,7164.835142
2000,19,PRESIDENT,,,SC,97.827916
2000,2,PRESIDENT,,,DEM,1154.012781
2000,2,PRESIDENT,,,GREEN,59.000416
2000,2,PRESIDENT,,,REP,3569.038051
2000,2,PRESIDENT,,,SC,40.000571
2000,20,PRESIDENT,,,DEM,6298.476112
2000,20,PRESIDENT,,,GREEN,211.981313
