district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,59219,13012,46114,38368,2725,907,1227,516,460,1093,508,259,21,1438,1480,3849,42832,6698,36067,31111,1857,714,1069,236,107,479,258,196,24,972,1263,2365
2,61335,4909,56413,54650,686,102,194,66,95,206,190,228,4,296,431,896,44490,2110,42377,41351,433,89,131,4,17,78,135,137,5,229,268,516
3,59426,6591,52829,49064,818,118,1341,425,45,205,287,529,6,411,1870,1028,44133,3238,40890,38921,523,113,809,208,24,48,158,84,4,275,893,575
4,62041,2830,59211,55630,1413,66,196,12,121,1168,416,181,8,490,377,2589,48592,1631,46961,44453,1234,19,204,0,85,518,367,76,5,391,280,1757
5,62397,2385,60017,58165,457,51,267,12,140,271,410,228,9,470,495,738,49316,1314,48004,46762,374,37,211,13,30,102,393,72,9,439,283,485
6,61002,4770,56230,53870,286,24,464,17,144,781,532,105,5,561,569,1072,46309,2670,43638,42109,261,13,319,17,117,385,366,50,0,379,369,646
7,62052,3289,58870,54284,1723,538,588,6,73,557,492,549,80,1108,1134,2350,46758,1664,45167,42267,1143,356,528,20,66,213,291,239,56,727,769,1407
8,63405,1642,61782,59836,304,37,191,24,131,459,456,297,20,507,456,762,48393,1022,47383,46156,106,37,125,20,115,293,325,174,4,362,289,365
9,62295,1662,60634,58147,690,106,187,89,116,411,640,245,5,751,422,1106,48634,925,47708,46138,502,64,112,41,102,95,529,126,0,594,223,597
10,61440,6397,55026,51580,1491,157,417,73,152,502,371,243,69,603,692,2083,47528,3738,43779,41512,1091,133,277,59,96,142,312,125,61,510,412,1332
11,64728,1971,62762,60479,392,25,452,6,123,723,250,291,5,280,734,1124,49198,1177,48018,46614,348,24,333,0,81,240,195,159,4,223,509,592
12,63658,2522,61091,59066,353,20,248,13,112,223,657,396,9,684,654,594,47953,1421,46514,45174,239,16,205,15,87,86,498,174,9,522,394,344
13,60995,3944,57066,53670,893,24,648,379,76,592,476,289,14,515,937,1489,45848,2110,43741,41833,543,21,471,42,84,308,344,100,10,375,571,849
14,67023,3157,63871,57449,2223,29,2259,27,197,681,256,730,8,290,2987,2912,49320,2080,47255,43522,1189,34,1464,28,180,313,256,271,0,290,1730,1511
15,58162,9840,48318,38436,4191,56,3978,77,143,850,240,313,36,333,4302,5079,42978,4826,38162,31747,2571,72,2822,48,66,450,152,168,26,248,3002,3052
