district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
32,District 32,23030,85.25,3.64,5.64,0.03,2.59,0.0,0.1
33,District 33,20195,67.27,7.58,16.64,0.0,4.6,0.03,0.35
34,District 34,21410,62.46,18.27,8.79,0.13,5.74,0.0,1.23
35,District 35,23146,82.93,7.23,3.47,0.05,4.34,0.03,0.13
36,District 36,25501,80.29,8.77,5.29,0.05,2.87,0.0,0.44
37,District 37,24128,95.94,0.53,1.46,0.02,0.87,0.0,0.05
38,District 38,24631,94.16,1.98,2.16,0.08,0.09,0.26,0.02
39,District 39,23660,81.23,5.16,6.5,0.09,5.08,0.03,0.49
40,District 40,24777,86.94,4.89,4.85,0.13,1.78,0.0,0.19
41,District 41,25230,93.04,1.33,2.33,0.0,2.52,0.02,0.0
42,District 42,22929,91.79,2.8,2.8,0.01,2.16,0.0,0.0
43,District 43,22318,88.09,4.85,2.2,0.05,3.93,0.02,0.09
44,District 44,23493,84.85,5.05,4.52,0.02,3.84,0.0,0.25
45,District 45,24727,94.63,1.35,2.45,0.07,0.65,0.0,0.16
46,District 46,22115,90.54,2.21,3.82,0.02,2.12,0.02,0.0
47,District 47,23755,92.13,0.45,5.28,0.11,0.45,0.03,0.2
48,District 48,25289,94.59,1.06,2.58,0.0,0.53,0.06,0.0
49,District 49,27567,87.17,2.65,3.63,0.14,3.71,0.09,0.1
50,District 50,25184,81.1,3.57,5.22,0.06,6.5,0.19,0.4
51,District 51,23954,92.92,0.3,3.65,0.21,0.94,0.02,0.16
52,District 52,20572,76.46,0.86,18.11,0.29,2.39,0.02,0.33
53,District 53,23654,89.05,0.87,4.71,2.85,0.77,0.0,0.16
54,District 54,24638,95.93,0.63,1.74,0.32,0.37,0.0,0.0
55,District 55,22645,93.61,0.78,4.27,0.07,0.32,0.0,0.08
56,District 56,23145,93.41,0.34,4.44,0.1,0.54,0.19,0.18
57,District 57,24348,95.14,0.97,1.73,0.02,0.83,0.04,0.28
58,District 58,24426,95.35,0.7,1.7,0.2,0.86,0.03,0.0
59,District 59,24206,91.39,2.0,4.34,0.22,0.87,0.0,0.03
60,District 60,24912,95.38,0.57,2.66,0.12,0.43,0.04,0.0
61,District 61,23620,82.02,8.4,4.28,0.11,2.67,0.42,0.26
62,District 62,22268,68.93,21.04,4.97,0.13,1.9,0.09,0.64
63,District 63,24461,97.15,0.27,0.99,0.31,0.16,0.0,0.25
64,District 64,23917,96.39,0.86,1.71,0.02,0.24,0.0,0.06
65,District 65,23000,96.27,0.78,1.99,0.0,0.33,0.17,0.14
66,District 66,25300,95.27,2.14,1.34,0.1,0.49,0.02,0.0
67,District 67,24309,96.82,0.1,1.46,0.07,0.06,0.0,0.0
68,District 68,23709,95.97,0.59,1.49,0.32,0.6,0.03,0.0
69,District 69,24805,91.2,3.5,3.12,0.08,0.42,0.02,0.21
70,District 70,23071,95.98,0.91,1.44,0.03,0.47,0.07,0.12
71,District 71,24966,91.73,2.81,2.57,0.03,0.62,0.11,0.08
72,District 72,24387,91.59,4.15,0.85,0.03,0.92,0.17,0.0
73,District 73,23554,91.2,2.7,2.08,0.06,1.9,0.08,1.21
74,District 74,23714,89.58,2.78,1.97,0.05,2.69,0.02,0.44
75,District 75,25860,92.91,1.64,1.89,0.0,1.77,0.02,0.0
76,District 76,24068,94.37,1.37,1.89,0.03,0.93,0.04,0.32
77,District 77,24049,85.7,6.37,3.51,0.0,0.69,0.0,0.44
78,District 78,24561,82.22,8.87,4.54,0.17,0.92,0.07,0.23
79,District 79,24515,85.71,6.07,3.72,0.07,1.46,0.0,0.41
80,District 80,23980,85.41,3.32,4.07,0.03,4.17,0.0,0.28
81,District 81,23793,78.68,10.83,6.38,0.05,2.13,0.03,0.05
82,District 82,24368,91.65,0.32,6.51,0.05,0.39,0.0,0.27
83,District 83,23733,97.52,0.55,0.73,0.1,0.4,0.0,0.16
84,District 84,23983,96.34,0.49,1.4,0.05,0.43,0.0,0.11
85,District 85,23806,87.09,3.39,3.81,0.05,3.34,0.0,0.48
86,District 86,23522,77.32,8.24,4.79,0.22,6.19,0.09,0.49
87,District 87,23610,90.38,2.32,3.91,0.14,1.1,0.06,0.17
88,District 88,24284,95.09,0.96,1.79,0.02,0.49,0.03,0.2
89,District 89,24815,73.13,9.65,8.56,0.02,5.37,0.02,0.31
90,District 90,28058,85.3,3.56,4.93,0.0,3.24,0.01,0.04
91,District 91,24358,93.99,1.36,2.54,0.14,0.67,0.0,0.0
92,District 92,23580,91.36,1.4,4.58,0.08,1.09,0.0,0.02
93,District 93,22736,89.05,1.0,3.05,0.08,5.4,0.06,0.1
94,District 94,23695,87.9,3.55,5.03,0.02,1.07,0.02,0.99
95,District 95,23677,91.48,0.55,5.55,0.09,0.44,0.02,0.03
96,District 96,22554,82.89,2.43,12.48,0.07,0.37,0.0,0.06
97,District 97,23981,75.46,10.88,8.31,0.2,1.42,0.07,0.49
98,District 98,25330,79.69,7.53,7.21,0.27,1.29,0.08,0.48
99,District 99,24441,88.93,5.02,2.88,0.32,0.25,0.02,0.37
100,District 100,24120,92.24,2.69,2.42,0.07,0.68,0.03,0.4
