district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
1,District 1,20554,65.34,4.74,21.67,1.21,3.75,0.72,0.5
2,District 2,22278,79.36,3.96,10.07,2.09,1.34,0.39,0.02
3,District 3,22539,91.43,1.53,5.37,0.34,0.18,0.0,0.02
4,District 4,21951,94.5,0.4,4.1,0.05,0.41,0.02,0.06
5,District 5,23020,93.33,1.24,3.47,0.35,0.76,0.04,0.1
6,District 6,21113,82.59,1.12,11.55,0.15,3.0,0.94,0.0
7,District 7,24225,95.05,0.8,1.96,0.08,0.27,0.0,0.12
8,District 8,24367,87.93,4.26,4.74,0.0,0.57,0.0,0.23
9,District 9,24314,93.4,1.02,3.97,0.05,0.53,0.05,0.04
10,District 10,25002,96.2,0.51,1.39,0.1,0.33,0.0,0.08
11,District 11,23976,95.48,0.28,2.08,0.04,0.39,0.05,0.02
12,District 12,22333,86.05,0.87,9.72,0.02,1.01,0.02,0.5
13,District 13,24244,95.56,0.54,1.82,0.31,0.62,0.02,0.05
14,District 14,22514,84.83,4.49,5.43,1.25,1.67,0.07,0.24
15,District 15,23993,96.04,0.07,1.71,0.05,0.27,0.0,0.29
16,District 16,24400,94.73,0.36,2.51,0.1,0.25,0.08,0.19
17,District 17,24187,94.01,1.26,2.79,0.17,0.1,0.02,0.02
18,District 18,24447,95.72,0.81,1.02,0.09,0.36,0.15,0.4
19,District 19,24274,88.19,2.98,6.72,0.27,0.26,0.05,0.29
20,District 20,23254,86.46,1.58,9.07,0.29,0.92,0.21,0.11
21,District 21,24343,94.27,0.94,2.3,0.05,0.97,0.0,0.18
22,District 22,24855,95.22,0.47,2.49,0.04,0.39,0.0,0.14
23,District 23,24104,95.79,0.56,1.76,0.0,0.55,0.02,0.1
24,District 24,23849,92.6,0.44,4.18,0.07,0.31,0.04,0.27
25,District 25,22275,86.09,1.85,7.94,0.02,1.78,0.17,0.07
26,District 26,23573,96.11,0.55,1.45,0.07,0.31,0.02,0.29
27,District 27,24031,87.36,2.77,4.57,0.02,2.95,0.12,0.22
28,District 28,25289,89.09,2.07,3.88,0.12,2.99,0.0,0.51
29,District 29,20904,68.34,6.98,11.11,0.11,11.8,0.0,0.18
30,District 30,22074,79.1,5.03,11.34,0.23,1.61,0.22,0.13
31,District 31,24518,84.87,4.6,4.44,0.0,3.99,0.0,0.06
