block_id,population,vintage,source
190019601001000,10,2020,data/census/ia2020.pl.zip
190019601001001,0,2020,data/census/ia2020.pl.zip
190019601001002,0,2020,data/census/ia2020.pl.zip
190019601001003,4,2020,data/census/ia2020.pl.zip
190019601001004,4,2020,data/census/ia2020.pl.zip
190019601001005,0,2020,data/census/ia2020.pl.zip
190019601001006,0,2020,data/census/ia2020.pl.zip
190019601001007,6,2020,data/census/ia2020.pl.zip
190019601001008,7,2020,data/census/ia2020.pl.zip
190019601001009,6,2020,data/census/ia2020.pl.zip
190019601001010,9,2020,data/census/ia2020.pl.zip
190019601001011,0,2020,data/census/ia2020.pl.zip
190019601001012,16,2020,data/census/ia2020.pl.zip
190019601001013,9,2020,data/census/ia2020.pl.zip
190019601001014,15,2020,data/census/ia2020.pl.zip
190019601001015,14,2020,data/census/ia2020.pl.zip
190019601001016,19,2020,data/census/ia2020.pl.zip
190019601001017,3,2020,data/census/ia2020.pl.zip
190019601001018,4,2020,data/census/ia2020.pl.zip
190019601001019,3,2020,data/census/ia2020.pl.zip
190019601001020,0,2020,data/census/ia2020.pl.zip
190019601001021,21,2020,data/census/ia2020.pl.zip
190019601001022,4,2020,data/census/ia2020.pl.zip
190019601001023,9,2020,data/census/ia2020.pl.zip
190019601001024,12,2020,data/census/ia2020.pl.zip
190019601001025,6,2020,data/census/ia2020.pl.zip
190019601001026,10,2020,data/census/ia2020.pl.zip
190019601001027,11,2020,data/census/ia2020.pl.zip
190019601001028,15,2020,data/census/ia2020.pl.zip
190019601001029,94,2020,data/census/ia2020.pl.zip
190019601001030,33,2020,data/census/ia2020.pl.zip
190019601001031,45,2020,data/census/ia2020.pl.zip
190019601001032,2,2020,data/census/ia2020.pl.zip
190019601001033,2,2020,data/census/ia2020.pl.zip
190019601001034,0,2020,data/census/ia2020.pl.zip
190019601001035,1,2020,data/census/ia2020.pl.zip
190019601001036,1,2020,data/census/ia2020.pl.zip
190019601001037,10,2020,data/census/ia2020.pl.zip
190019601001038,17,2020,data/census/ia2020.pl.zip
190019601001039,9,2020,data/census/ia2020.pl.zip
190019601001040,2,2020,data/census/ia2020.pl.zip
190019601001041,9,2020,data/census/ia2020.pl.zip
190019601001042,2,2020,data/census/ia2020.pl.zip
190019601001043,5,2020,data/census/ia2020.pl.zip
190019601001044,15,2020,data/census/ia2020.pl.zip
190019601001045,0,2020,data/census/ia2020.pl.zip
190019601001046,9,2020,data/census/ia2020.pl.zip
190019601001047,15,2020,data/census/ia2020.pl.zip
190019601001048,12,2020,data/census/ia2020.pl.zip
