block_id,population,vintage,source
190019602001040,0,2010,data\census\ia2010.sf1.zip
190019602001041,0,2010,data\census\ia2010.sf1.zip
190019602001075,1,2010,data\census\ia2010.sf1.zip
190019602001076,6,2010,data\census\ia2010.sf1.zip
190019602001077,8,2010,data\census\ia2010.sf1.zip
190019602001078,0,2010,data\census\ia2010.sf1.zip
190019602001079,9,2010,data\census\ia2010.sf1.zip
190019602001080,0,2010,data\census\ia2010.sf1.zip
190019602001081,0,2010,data\census\ia2010.sf1.zip
190019602001082,5,2010,data\census\ia2010.sf1.zip
190019602001083,0,2010,data\census\ia2010.sf1.zip
190019602001084,0,2010,data\census\ia2010.sf1.zip
190019602001085,0,2010,data\census\ia2010.sf1.zip
190019602001086,1,2010,data\census\ia2010.sf1.zip
190019602001087,2,2010,data\census\ia2010.sf1.zip
190019602001088,0,2010,data\census\ia2010.sf1.zip
190019602001089,0,2010,data\census\ia2010.sf1.zip
190019602001090,0,2010,data\census\ia2010.sf1.zip
190019602001091,0,2010,data\census\ia2010.sf1.zip
190019602001092,0,2010,data\census\ia2010.sf1.zip
190019602001093,5,2010,data\census\ia2010.sf1.zip
190019602001094,0,2010,data\census\ia2010.sf1.zip
190019602001095,0,2010,data\census\ia2010.sf1.zip
190019602001096,3,2010,data\census\ia2010.sf1.zip
190019602001097,4,2010,data\census\ia2010.sf1.zip
190019602001105,0,2010,data\census\ia2010.sf1.zip
190019602001106,3,2010,data\census\ia2010.sf1.zip
190019602001107,0,2010,data\census\ia2010.sf1.zip
190019602001108,0,2010,data\census\ia2010.sf1.zip
190019602001109,2,2010,data\census\ia2010.sf1.zip
190019602001110,0,2010,data\census\ia2010.sf1.zip
190019602001111,5,2010,data\census\ia2010.sf1.zip
190019602001112,0,2010,data\census\ia2010.sf1.zip
190019602001113,0,2010,data\census\ia2010.sf1.zip
190019602001114,9,2010,data\census\ia2010.sf1.zip
190019602001115,6,2010,data\census\ia2010.sf1.zip
190019602001116,5,2010,data\census\ia2010.sf1.zip
190019602001117,10,2010,data\census\ia2010.sf1.zip
190019602001120,0,2010,data\census\ia2010.sf1.zip
190019602001121,0,2010,data\census\ia2010.sf1.zip
190019602001198,0,2010,data\census\ia2010.sf1.zip
190019602001199,0,2010,data\census\ia2010.sf1.zip
190019602001201,0,2010,data\census\ia2010.sf1.zip
190019602001202,0,2010,data\census\ia2010.sf1.zip
190019602001203,0,2010,data\census\ia2010.sf1.zip
190019603001001,33,2010,data\census\ia2010.sf1.zip
190019603001002,9,2010,data\census\ia2010.sf1.zip
190019603001003,0,2010,data\census\ia2010.sf1.zip
190019603001004,0,2010,data\census\ia2010.sf1.zip
190019603001005,0,2010,data\census\ia2010.sf1.zip
190019603001006,15,2010,data\census\ia2010.sf1.zip
190019603001007,0,2010,data\census\ia2010.sf1.zip
190019603001008,0,2010,data\census\ia2010.sf1.zip
190019603001009,7,2010,data\census\ia2010.sf1.zip
190019603001010,15,2010,data\census\ia2010.sf1.zip
190019603001011,15,2010,data\census\ia2010.sf1.zip
190019603001012,0,2010,data\census\ia2010.sf1.zip
190019603001013,20,2010,data\census\ia2010.sf1.zip
190019603001014,8,2010,data\census\ia2010.sf1.zip
190019603001015,4,2010,data\census\ia2010.sf1.zip
190019603001016,11,2010,data\census\ia2010.sf1.zip
190019603001017,21,2010,data\census\ia2010.sf1.zip
190019603001018,14,2010,data\census\ia2010.sf1.zip
190019603001019,4,2010,data\census\ia2010.sf1.zip
190019603001020,9,2010,data\census\ia2010.sf1.zip
190019603001021,17,2010,data\census\ia2010.sf1.zip
190019603001022,31,2010,data\census\ia2010.sf1.zip
190019603001023,53,2010,data\census\ia2010.sf1.zip
190019603001024,5,2010,data\census\ia2010.sf1.zip
190019603001025,10,2010,data\census\ia2010.sf1.zip
190019603001026,9,2010,data\census\ia2010.sf1.zip
190019603001027,8,2010,data\census\ia2010.sf1.zip
190019603001028,16,2010,data\census\ia2010.sf1.zip
190019603001029,8,2010,data\census\ia2010.sf1.zip
190019603001030,1,2010,data\census\ia2010.sf1.zip
190019603001031,20,2010,data\census\ia2010.sf1.zip
190019603001032,11,2010,data\census\ia2010.sf1.zip
190019603001033,0,2010,data\census\ia2010.sf1.zip
190019603001034,6,2010,data\census\ia2010.sf1.zip
190019603001035,1,2010,data\census\ia2010.sf1.zip
190019603001036,5,2010,data\census\ia2010.sf1.zip
190019603001037,4,2010,data\census\ia2010.sf1.zip
190019603001038,13,2010,data\census\ia2010.sf1.zip
190019603001039,13,2010,data\census\ia2010.sf1.zip
190019603001040,3,2010,data\census\ia2010.sf1.zip
190019603001041,13,2010,data\census\ia2010.sf1.zip
190019603001042,0,2010,data\census\ia2010.sf1.zip
190019603001043,0,2010,data\census\ia2010.sf1.zip
190019603001044,1,2010,data\census\ia2010.sf1.zip
190019603001045,0,2010,data\census\ia2010.sf1.zip
190019603001046,5,2010,data\census\ia2010.sf1.zip
190019603001047,21,2010,data\census\ia2010.sf1.zip
190019603001048,13,2010,data\census\ia2010.sf1.zip
190019603001049,11,2010,data\census\ia2010.sf1.zip
190019603001050,6,2010,data\census\ia2010.sf1.zip
190019603001051,11,2010,data\census\ia2010.sf1.zip
190019603001052,0,2010,data\census\ia2010.sf1.zip
190019603001053,0,2010,data\census\ia2010.sf1.zip
190019603001054,0,2010,data\census\ia2010.sf1.zip
190019603001055,13,2010,data\census\ia2010.sf1.zip
190019603001056,7,2010,data\census\ia2010.sf1.zip
190019603001057,5,2010,data\census\ia2010.sf1.zip
190019603001058,17,2010,data\census\ia2010.sf1.zip
190019603001059,4,2010,data\census\ia2010.sf1.zip
190019603001060,0,2010,data\census\ia2010.sf1.zip
190019603001061,2,2010,data\census\ia2010.sf1.zip
190019603001062,22,2010,data\census\ia2010.sf1.zip
190019603001063,7,2010,data\census\ia2010.sf1.zip
190019603001064,0,2010,data\census\ia2010.sf1.zip
190019603002011,18,2010,data\census\ia2010.sf1.zip
190019603002012,0,2010,data\census\ia2010.sf1.zip
190019603002013,5,2010,data\census\ia2010.sf1.zip
190019603002014,57,2010,data\census\ia2010.sf1.zip
190019603002015,0,2010,data\census\ia2010.sf1.zip
190019603002016,5,2010,data\census\ia2010.sf1.zip
190019603002017,7,2010,data\census\ia2010.sf1.zip
190019603002018,0,2010,data\census\ia2010.sf1.zip
190019603002019,0,2010,data\census\ia2010.sf1.zip
190019603002024,0,2010,data\census\ia2010.sf1.zip
190019603002025,5,2010,data\census\ia2010.sf1.zip
190019603002026,0,2010,data\census\ia2010.sf1.zip
190019603002027,8,2010,data\census\ia2010.sf1.zip
190019603002028,6,2010,data\census\ia2010.sf1.zip
190019603002029,12,2010,data\census\ia2010.sf1.zip
190019603002030,0,2010,data\census\ia2010.sf1.zip
190019603002031,0,2010,data\census\ia2010.sf1.zip
190019603002032,0,2010,data\census\ia2010.sf1.zip
190019603002033,9,2010,data\census\ia2010.sf1.zip
190019603002034,11,2010,data\census\ia2010.sf1.zip
190019603002035,9,2010,data\census\ia2010.sf1.zip
190019603002036,9,2010,data\census\ia2010.sf1.zip
190019603002037,1,2010,data\census\ia2010.sf1.zip
190019603002038,7,2010,data\census\ia2010.sf1.zip
190019603002039,2,2010,data\census\ia2010.sf1.zip
190019603002040,11,2010,data\census\ia2010.sf1.zip
190019603002041,0,2010,data\census\ia2010.sf1.zip
190019603002042,0,2010,data\census\ia2010.sf1.zip
190019603002043,0,2010,data\census\ia2010.sf1.zip
190019603002044,0,2010,data\census\ia2010.sf1.zip
190019603002045,0,2010,data\census\ia2010.sf1.zip
190019603002046,0,2010,data\census\ia2010.sf1.zip
190019603002047,5,2010,data\census\ia2010.sf1.zip
190019603002048,4,2010,data\census\ia2010.sf1.zip
190019603002049,16,2010,data\census\ia2010.sf1.zip
190019603002050,4,2010,data\census\ia2010.sf1.zip
190019603002051,8,2010,data\census\ia2010.sf1.zip
190019603002052,14,2010,data\census\ia2010.sf1.zip
190019603002053,16,2010,data\census\ia2010.sf1.zip
190019603002054,7,2010,data\census\ia2010.sf1.zip
190019603002055,45,2010,data\census\ia2010.sf1.zip
190019603002056,13,2010,data\census\ia2010.sf1.zip
190019603002057,10,2010,data\census\ia2010.sf1.zip
190019603002058,15,2010,data\census\ia2010.sf1.zip
190019603002059,0,2010,data\census\ia2010.sf1.zip
190019603002060,5,2010,data\census\ia2010.sf1.zip
190019603002061,9,2010,data\census\ia2010.sf1.zip
190019603002062,10,2010,data\census\ia2010.sf1.zip
190019603002063,45,2010,data\census\ia2010.sf1.zip
190019603002066,31,2010,data\census\ia2010.sf1.zip
190019603002067,9,2010,data\census\ia2010.sf1.zip
190019603002068,11,2010,data\census\ia2010.sf1.zip
190019603002069,7,2010,data\census\ia2010.sf1.zip
190019603002070,14,2010,data\census\ia2010.sf1.zip
190019603002071,9,2010,data\census\ia2010.sf1.zip
190019603002072,0,2010,data\census\ia2010.sf1.zip
190019603002073,22,2010,data\census\ia2010.sf1.zip
190019603002074,4,2010,data\census\ia2010.sf1.zip
190019603002075,4,2010,data\census\ia2010.sf1.zip
190019603002076,2,2010,data\census\ia2010.sf1.zip
190019603002077,12,2010,data\census\ia2010.sf1.zip
190019603002078,0,2010,data\census\ia2010.sf1.zip
190019603002079,5,2010,data\census\ia2010.sf1.zip
190019603002080,0,2010,data\census\ia2010.sf1.zip
190019603002081,15,2010,data\census\ia2010.sf1.zip
190019603002082,12,2010,data\census\ia2010.sf1.zip
190019603002083,8,2010,data\census\ia2010.sf1.zip
190019603002084,2,2010,data\census\ia2010.sf1.zip
190019603002085,8,2010,data\census\ia2010.sf1.zip
190019603002086,7,2010,data\census\ia2010.sf1.zip
190019603002087,11,2010,data\census\ia2010.sf1.zip
190019603002088,16,2010,data\census\ia2010.sf1.zip
190019603002089,11,2010,data\census\ia2010.sf1.zip
190019603002090,8,2010,data\census\ia2010.sf1.zip
190019603002091,13,2010,data\census\ia2010.sf1.zip
190019603002092,2,2010,data\census\ia2010.sf1.zip
190019603002093,0,2010,data\census\ia2010.sf1.zip
190019603002094,0,2010,data\census\ia2010.sf1.zip
190019603002095,1,2010,data\census\ia2010.sf1.zip
190019603002096,0,2010,data\census\ia2010.sf1.zip
190019603002097,0,2010,data\census\ia2010.sf1.zip
190019603003001,47,2010,data\census\ia2010.sf1.zip
190019603003002,0,2010,data\census\ia2010.sf1.zip
190019603003003,0,2010,data\census\ia2010.sf1.zip
190019603003004,0,2010,data\census\ia2010.sf1.zip
190019603003005,7,2010,data\census\ia2010.sf1.zip
190019603003006,6,2010,data\census\ia2010.sf1.zip
190019603003007,12,2010,data\census\ia2010.sf1.zip
190019603003008,0,2010,data\census\ia2010.sf1.zip
190019603003009,0,2010,data\census\ia2010.sf1.zip
190019603003010,5,2010,data\census\ia2010.sf1.zip
190019603003011,1,2010,data\census\ia2010.sf1.zip
190019603003012,6,2010,data\census\ia2010.sf1.zip
190019603003013,0,2010,data\census\ia2010.sf1.zip
190019603003014,8,2010,data\census\ia2010.sf1.zip
190019603003015,11,2010,data\census\ia2010.sf1.zip
190019603003016,25,2010,data\census\ia2010.sf1.zip
190019603003017,17,2010,data\census\ia2010.sf1.zip
190019603003018,14,2010,data\census\ia2010.sf1.zip
190019603003019,8,2010,data\census\ia2010.sf1.zip
190019603003020,0,2010,data\census\ia2010.sf1.zip
190019603003021,0,2010,data\census\ia2010.sf1.zip
190019603003022,82,2010,data\census\ia2010.sf1.zip
190019603003023,27,2010,data\census\ia2010.sf1.zip
190019603003024,31,2010,data\census\ia2010.sf1.zip
190019603003025,38,2010,data\census\ia2010.sf1.zip
190019603003026,0,2010,data\census\ia2010.sf1.zip
190019603003027,26,2010,data\census\ia2010.sf1.zip
190019603003028,10,2010,data\census\ia2010.sf1.zip
190019603003029,5,2010,data\census\ia2010.sf1.zip
190019603003030,0,2010,data\census\ia2010.sf1.zip
190019603003031,0,2010,data\census\ia2010.sf1.zip
190019603003032,9,2010,data\census\ia2010.sf1.zip
190019603003033,0,2010,data\census\ia2010.sf1.zip
190019603003034,29,2010,data\census\ia2010.sf1.zip
190019603003035,4,2010,data\census\ia2010.sf1.zip
190019603003036,9,2010,data\census\ia2010.sf1.zip
190019603003037,8,2010,data\census\ia2010.sf1.zip
190019603003038,10,2010,data\census\ia2010.sf1.zip
190019603003039,8,2010,data\census\ia2010.sf1.zip
190019603003040,12,2010,data\census\ia2010.sf1.zip
190019603003041,6,2010,data\census\ia2010.sf1.zip
190019603003042,26,2010,data\census\ia2010.sf1.zip
190019603003043,33,2010,data\census\ia2010.sf1.zip
190019603003044,40,2010,data\census\ia2010.sf1.zip
190019603003045,0,2010,data\census\ia2010.sf1.zip
190019603003046,99,2010,data\census\ia2010.sf1.zip
190019603003047,0,2010,data\census\ia2010.sf1.zip
190019603003048,12,2010,data\census\ia2010.sf1.zip
190019603003049,0,2010,data\census\ia2010.sf1.zip
190019603003050,24,2010,data\census\ia2010.sf1.zip
190019603003051,18,2010,data\census\ia2010.sf1.zip
190019603003052,4,2010,data\census\ia2010.sf1.zip
190019603003053,15,2010,data\census\ia2010.sf1.zip
190019603003055,1,2010,data\census\ia2010.sf1.zip
190019603003056,0,2010,data\census\ia2010.sf1.zip
190019603003058,0,2010,data\census\ia2010.sf1.zip
190019602001063,11,2010,data\census\ia2010.sf1.zip
190019603002008,5,2010,data\census\ia2010.sf1.zip
190019603002009,0,2010,data\census\ia2010.sf1.zip
190019603002010,0,2010,data\census\ia2010.sf1.zip
190019603002064,0,2010,data\census\ia2010.sf1.zip
190019603002065,9,2010,data\census\ia2010.sf1.zip
190019603003000,4,2010,data\census\ia2010.sf1.zip
190019603003054,2,2010,data\census\ia2010.sf1.zip
190019603004140,0,2010,data\census\ia2010.sf1.zip
190019603004141,17,2010,data\census\ia2010.sf1.zip
190019603004142,8,2010,data\census\ia2010.sf1.zip
190019603004143,21,2010,data\census\ia2010.sf1.zip
190019603004144,0,2010,data\census\ia2010.sf1.zip
190019603004145,0,2010,data\census\ia2010.sf1.zip
190019603004146,0,2010,data\census\ia2010.sf1.zip
190019603004147,0,2010,data\census\ia2010.sf1.zip
190019603004148,0,2010,data\census\ia2010.sf1.zip
190019603004149,0,2010,data\census\ia2010.sf1.zip
190019603004150,0,2010,data\census\ia2010.sf1.zip
190019603004151,0,2010,data\census\ia2010.sf1.zip
190019603004152,5,2010,data\census\ia2010.sf1.zip
190019603004153,5,2010,data\census\ia2010.sf1.zip
190019603004154,0,2010,data\census\ia2010.sf1.zip
190019603004155,3,2010,data\census\ia2010.sf1.zip
190019603004176,0,2010,data\census\ia2010.sf1.zip
190019603004177,0,2010,data\census\ia2010.sf1.zip
190019603004178,0,2010,data\census\ia2010.sf1.zip
190019601001190,5,2010,data\census\ia2010.sf1.zip
190019601001191,0,2010,data\census\ia2010.sf1.zip
190019601001192,2,2010,data\census\ia2010.sf1.zip
190019601001211,2,2010,data\census\ia2010.sf1.zip
190019601001212,4,2010,data\census\ia2010.sf1.zip
190019601001213,0,2010,data\census\ia2010.sf1.zip
190019601001214,0,2010,data\census\ia2010.sf1.zip
190019601001215,4,2010,data\census\ia2010.sf1.zip
190019601001216,2,2010,data\census\ia2010.sf1.zip
190019601001217,0,2010,data\census\ia2010.sf1.zip
190019601001218,4,2010,data\census\ia2010.sf1.zip
190019601001219,1,2010,data\census\ia2010.sf1.zip
190019601001221,0,2010,data\census\ia2010.sf1.zip
190019601001222,5,2010,data\census\ia2010.sf1.zip
190019601001223,6,2010,data\census\ia2010.sf1.zip
190019601001224,1,2010,data\census\ia2010.sf1.zip
190019601001225,2,2010,data\census\ia2010.sf1.zip
190019601001226,5,2010,data\census\ia2010.sf1.zip
190019601001227,4,2010,data\census\ia2010.sf1.zip
190019601001228,8,2010,data\census\ia2010.sf1.zip
190019601001229,0,2010,data\census\ia2010.sf1.zip
190019601001230,5,2010,data\census\ia2010.sf1.zip
190019601001231,0,2010,data\census\ia2010.sf1.zip
190019601001232,1,2010,data\census\ia2010.sf1.zip
190019601001271,2,2010,data\census\ia2010.sf1.zip
190019601001272,7,2010,data\census\ia2010.sf1.zip
190019601001273,5,2010,data\census\ia2010.sf1.zip
190019601001274,1,2010,data\census\ia2010.sf1.zip
190019601001275,5,2010,data\census\ia2010.sf1.zip
190019601001276,0,2010,data\census\ia2010.sf1.zip
190019601001277,15,2010,data\census\ia2010.sf1.zip
190019601001278,8,2010,data\census\ia2010.sf1.zip
190019601001279,3,2010,data\census\ia2010.sf1.zip
190019601001280,0,2010,data\census\ia2010.sf1.zip
190019601001281,0,2010,data\census\ia2010.sf1.zip
190019601001282,0,2010,data\census\ia2010.sf1.zip
190019601001283,0,2010,data\census\ia2010.sf1.zip
190019601001284,0,2010,data\census\ia2010.sf1.zip
190019601001285,0,2010,data\census\ia2010.sf1.zip
190019601001286,0,2010,data\census\ia2010.sf1.zip
190019601001287,0,2010,data\census\ia2010.sf1.zip
190019601001288,2,2010,data\census\ia2010.sf1.zip
190019601001289,1,2010,data\census\ia2010.sf1.zip
190019601001311,7,2010,data\census\ia2010.sf1.zip
190019601001312,0,2010,data\census\ia2010.sf1.zip
190019601001313,0,2010,data\census\ia2010.sf1.zip
190019601001314,3,2010,data\census\ia2010.sf1.zip
190019601001315,0,2010,data\census\ia2010.sf1.zip
190019601001316,3,2010,data\census\ia2010.sf1.zip
190019601001322,2,2010,data\census\ia2010.sf1.zip
190019601001323,2,2010,data\census\ia2010.sf1.zip
190019601001324,0,2010,data\census\ia2010.sf1.zip
190019601001325,3,2010,data\census\ia2010.sf1.zip
190019601001326,6,2010,data\census\ia2010.sf1.zip
190019601001327,0,2010,data\census\ia2010.sf1.zip
190019601001328,3,2010,data\census\ia2010.sf1.zip
190019601001329,6,2010,data\census\ia2010.sf1.zip
190019601001330,0,2010,data\census\ia2010.sf1.zip
190019601001331,6,2010,data\census\ia2010.sf1.zip
190019601001332,0,2010,data\census\ia2010.sf1.zip
190019601001334,0,2010,data\census\ia2010.sf1.zip
190019601001346,0,2010,data\census\ia2010.sf1.zip
190019601001347,0,2010,data\census\ia2010.sf1.zip
190019601001348,1,2010,data\census\ia2010.sf1.zip
190019602001011,1,2010,data\census\ia2010.sf1.zip
190019602001012,0,2010,data\census\ia2010.sf1.zip
190019602001013,2,2010,data\census\ia2010.sf1.zip
190019602001014,1,2010,data\census\ia2010.sf1.zip
190019602001015,2,2010,data\census\ia2010.sf1.zip
190019602001016,0,2010,data\census\ia2010.sf1.zip
190019603002000,4,2010,data\census\ia2010.sf1.zip
190019603002001,1,2010,data\census\ia2010.sf1.zip
190019603002002,6,2010,data\census\ia2010.sf1.zip
190019601001189,6,2010,data\census\ia2010.sf1.zip
190019601001233,0,2010,data\census\ia2010.sf1.zip
190019601001234,0,2010,data\census\ia2010.sf1.zip
190019601001235,1,2010,data\census\ia2010.sf1.zip
190019601001236,4,2010,data\census\ia2010.sf1.zip
190019601001237,2,2010,data\census\ia2010.sf1.zip
190019601001238,10,2010,data\census\ia2010.sf1.zip
190019601001239,2,2010,data\census\ia2010.sf1.zip
190019601001240,0,2010,data\census\ia2010.sf1.zip
190019601001243,9,2010,data\census\ia2010.sf1.zip
190019601001244,2,2010,data\census\ia2010.sf1.zip
190019601001245,5,2010,data\census\ia2010.sf1.zip
190019601001246,0,2010,data\census\ia2010.sf1.zip
190019601001247,1,2010,data\census\ia2010.sf1.zip
190019601001248,7,2010,data\census\ia2010.sf1.zip
190019601001249,8,2010,data\census\ia2010.sf1.zip
190019601001250,0,2010,data\census\ia2010.sf1.zip
190019601001251,10,2010,data\census\ia2010.sf1.zip
190019601001252,8,2010,data\census\ia2010.sf1.zip
190019601001253,6,2010,data\census\ia2010.sf1.zip
190019601001254,0,2010,data\census\ia2010.sf1.zip
190019601001255,2,2010,data\census\ia2010.sf1.zip
190019601001256,0,2010,data\census\ia2010.sf1.zip
190019601001257,0,2010,data\census\ia2010.sf1.zip
190019601001258,0,2010,data\census\ia2010.sf1.zip
190019601001259,0,2010,data\census\ia2010.sf1.zip
190019601001260,2,2010,data\census\ia2010.sf1.zip
190019601001261,3,2010,data\census\ia2010.sf1.zip
190019601001262,0,2010,data\census\ia2010.sf1.zip
190019601001263,5,2010,data\census\ia2010.sf1.zip
190019601001264,2,2010,data\census\ia2010.sf1.zip
190019601001265,2,2010,data\census\ia2010.sf1.zip
190019601001266,3,2010,data\census\ia2010.sf1.zip
190019601001267,2,2010,data\census\ia2010.sf1.zip
190019601001268,0,2010,data\census\ia2010.sf1.zip
190019601001269,3,2010,data\census\ia2010.sf1.zip
190019601001270,0,2010,data\census\ia2010.sf1.zip
190019601001333,0,2010,data\census\ia2010.sf1.zip
190019601001335,3,2010,data\census\ia2010.sf1.zip
190019601001336,0,2010,data\census\ia2010.sf1.zip
190019601001337,0,2010,data\census\ia2010.sf1.zip
190019601001349,4,2010,data\census\ia2010.sf1.zip
190019601001350,7,2010,data\census\ia2010.sf1.zip
190019601001351,8,2010,data\census\ia2010.sf1.zip
190019601001352,4,2010,data\census\ia2010.sf1.zip
190019601001353,3,2010,data\census\ia2010.sf1.zip
190019601001354,4,2010,data\census\ia2010.sf1.zip
190019601001355,4,2010,data\census\ia2010.sf1.zip
190019601001356,0,2010,data\census\ia2010.sf1.zip
190019602001000,8,2010,data\census\ia2010.sf1.zip
190019602001001,0,2010,data\census\ia2010.sf1.zip
190019602001002,0,2010,data\census\ia2010.sf1.zip
190019602001003,7,2010,data\census\ia2010.sf1.zip
190019602001004,3,2010,data\census\ia2010.sf1.zip
190019602001005,0,2010,data\census\ia2010.sf1.zip
190019602001006,2,2010,data\census\ia2010.sf1.zip
190019602001007,10,2010,data\census\ia2010.sf1.zip
190019602001008,6,2010,data\census\ia2010.sf1.zip
190019602001009,0,2010,data\census\ia2010.sf1.zip
190019602001010,0,2010,data\census\ia2010.sf1.zip
190019602002076,3,2010,data\census\ia2010.sf1.zip
190019602002080,2,2010,data\census\ia2010.sf1.zip
190019602002081,0,2010,data\census\ia2010.sf1.zip
190019602002085,12,2010,data\census\ia2010.sf1.zip
190019602002086,48,2010,data\census\ia2010.sf1.zip
190019602002087,5,2010,data\census\ia2010.sf1.zip
190019602002088,3,2010,data\census\ia2010.sf1.zip
190019602002089,0,2010,data\census\ia2010.sf1.zip
190019602002090,12,2010,data\census\ia2010.sf1.zip
190019602002091,2,2010,data\census\ia2010.sf1.zip
190019602002092,11,2010,data\census\ia2010.sf1.zip
190019602002093,18,2010,data\census\ia2010.sf1.zip
190019602002094,24,2010,data\census\ia2010.sf1.zip
190019602002095,3,2010,data\census\ia2010.sf1.zip
190019602002096,4,2010,data\census\ia2010.sf1.zip
190019602002097,2,2010,data\census\ia2010.sf1.zip
190019602002098,8,2010,data\census\ia2010.sf1.zip
190019602002101,7,2010,data\census\ia2010.sf1.zip
190019602002102,0,2010,data\census\ia2010.sf1.zip
190019602002103,0,2010,data\census\ia2010.sf1.zip
190019602002104,0,2010,data\census\ia2010.sf1.zip
190019602002105,0,2010,data\census\ia2010.sf1.zip
190019602002106,6,2010,data\census\ia2010.sf1.zip
190019602002107,9,2010,data\census\ia2010.sf1.zip
190019602002108,3,2010,data\census\ia2010.sf1.zip
190019601002246,0,2010,data\census\ia2010.sf1.zip
190019601002247,0,2010,data\census\ia2010.sf1.zip
190019601002248,4,2010,data\census\ia2010.sf1.zip
190019601002249,0,2010,data\census\ia2010.sf1.zip
190019601002250,0,2010,data\census\ia2010.sf1.zip
190019602002016,3,2010,data\census\ia2010.sf1.zip
190019602002017,2,2010,data\census\ia2010.sf1.zip
190019602002018,0,2010,data\census\ia2010.sf1.zip
190019602002019,2,2010,data\census\ia2010.sf1.zip
