year,plan2_district,office,district,candidate,party,votes
2022,1,ATTORNEY GENERAL,,BRENNA BIRD,REP,2563.000000000000
2022,1,ATTORNEY GENERAL,,TOM MILLER,DEM,2962.000000000000
2022,1,ATTORNEY GENERAL,,WRITE IN,,7.000000000000
2022,1,AUDITOR OF STATE,,ROB SAND,DEM,2996.000000000000
2022,1,AUDITOR OF STATE,,TODD HALBUR,REP,2534.000000000000
2022,1,AUDITOR OF STATE,,WRITE IN,,3.000000000000
2022,1,GOVERNOR,,DEIDRE DEJEAR AND ERIC VAN LANCKER,DEM,2444.000000000000
2022,1,GOVERNOR,,KIM REYNOLDS AND ADAM GREGG,REP,3003.000000000000
2022,1,GOVERNOR,,RICK STEWART AND MARCO BATTAGLIA,LIB,155.000000000000
2022,1,GOVERNOR,,WRITE IN,,1.000000000000
2022,1,SECRETARY OF AGRICULTURE,,JOHN NORWOOD,DEM,2590.000000000000
2022,1,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,2919.000000000000
2022,1,SECRETARY OF AGRICULTURE,,WRITE IN,,3.000000000000
2022,1,SECRETARY OF STATE,,JOEL MILLER,DEM,2651.000000000000
2022,1,SECRETARY OF STATE,,PAUL D PATE,REP,2902.000000000000
2022,1,SECRETARY OF STATE,,WRITE IN,,2.000000000000
2022,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,2871.000000000000
2022,1,TREASURER OF STATE,,ROBY SMITH,REP,2651.000000000000
2022,1,TREASURER OF STATE,,WRITE IN,,3.000000000000
2022,1,U S SENATE,,CHUCK GRASSLEY,REP,2882.000000000000
2022,1,U S SENATE,,MICHAEL FRANKEN,DEM,2712.000000000000
2022,1,U S SENATE,,WRITE IN,,11.000000000000
2022,2,ATTORNEY GENERAL,,BRENNA BIRD,REP,4643.000000000000
2022,2,ATTORNEY GENERAL,,TOM MILLER,DEM,3736.000000000000
2022,2,ATTORNEY GENERAL,,WRITE IN,,3.000000000000
2022,2,AUDITOR OF STATE,,ROB SAND,DEM,3795.000000000000
2022,2,AUDITOR OF STATE,,TODD HALBUR,REP,4573.000000000000
2022,2,AUDITOR OF STATE,,WRITE IN,,9.000000000000
2022,2,GOVERNOR,,DEIDRE DEJEAR AND ERIC VAN LANCKER,DEM,2844.000000000000
2022,2,GOVERNOR,,KIM REYNOLDS AND ADAM GREGG,REP,5462.000000000000
2022,2,GOVERNOR,,RICK STEWART AND MARCO BATTAGLIA,LIB,199.000000000000
2022,2,GOVERNOR,,WRITE IN,,11.000000000000
2022,2,SECRETARY OF AGRICULTURE,,JOHN NORWOOD,DEM,2932.000000000000
2022,2,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,5398.000000000000
2022,2,SECRETARY OF AGRICULTURE,,WRITE IN,,8.000000000000
2022,2,SECRETARY OF STATE,,JOEL MILLER,DEM,3069.000000000000
2022,2,SECRETARY OF STATE,,PAUL D PATE,REP,5324.000000000000
2022,2,SECRETARY OF STATE,,WRITE IN,,8.000000000000
2022,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,3581.000000000000
2022,2,TREASURER OF STATE,,ROBY SMITH,REP,4787.000000000000
2022,2,TREASURER OF STATE,,WRITE IN,,5.000000000000
2022,2,U S SENATE,,CHUCK GRASSLEY,REP,5209.000000000000
