year,plan2_district,office,district,candidate,party,votes
2016,1,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,578.999562
2016,1,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,1264.006096
2016,1,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,157463.636225
2016,1,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,2527.022488
2016,1,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,12663.129072
2016,1,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,83.999950
2016,1,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,153792.311954
2016,1,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,2953.026105
2016,1,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,462.004810
2016,1,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,96.999959
2016,1,PRESIDENT,,WRITE IN,OTH,4113.023516
2016,1,U S SENATE,,CHARLES ALDRICH,LIB,9175.068071
2016,1,U S SENATE,,CHARLES E GRASSLEY,REP,184261.911898
2016,1,U S SENATE,,JIM HENNAGER,OTH,3698.005207
2016,1,U S SENATE,,MICHAEL LUICK THRAMS,OTH,1000.996481
2016,1,U S SENATE,,PATTY JUDGE,DEM,131257.158393
2016,1,U S SENATE,,WRITE IN,OTH,488.001587
2016,2,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,416.000249
2016,2,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,973.993452
2016,2,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,152901.320168
2016,2,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,2152.977255
2016,2,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,12519.869279
2016,2,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,60.000012
2016,2,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,131010.663163
2016,2,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,2240.973570
2016,2,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,444.994910
2016,2,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,86.000001
2016,2,PRESIDENT,,WRITE IN,OTH,3649.975207
2016,2,U S SENATE,,CHARLES ALDRICH,LIB,8445.930589
2016,2,U S SENATE,,CHARLES E GRASSLEY,REP,182597.041781
2016,2,U S SENATE,,JIM HENNAGER,OTH,3309.993646
2016,2,U S SENATE,,MICHAEL LUICK THRAMS,OTH,835.003393
2016,2,U S SENATE,,PATTY JUDGE,DEM,107640.818361
2016,2,U S SENATE,,WRITE IN,OTH,250.998321
2016,3,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,278.997378
2016,3,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,975.983507
2016,3,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,135575.666940
2016,3,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,2716.992120
2016,3,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,11838.865032
2016,3,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,55.999984
2016,3,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,130687.906312
2016,3,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,1947.977676
2016,3,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,291.994447
2016,3,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,92.999947
2016,3,PRESIDENT,,WRITE IN,OTH,3342.959712
2016,3,U S SENATE,,CHARLES ALDRICH,LIB,8050.876335
2016,3,U S SENATE,,CHARLES E GRASSLEY,REP,162488.480430
2016,3,U S SENATE,,JIM HENNAGER,OTH,2819.971085
2016,3,U S SENATE,,MICHAEL LUICK THRAMS,OTH,899.988738
2016,3,U S SENATE,,PATTY JUDGE,DEM,109214.062084
2016,3,U S SENATE,,WRITE IN,OTH,385.997208
2016,4,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,260.002812
2016,4,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,839.016946
2016,4,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,145616.376668
