source_vtd,target_vtd,source_county_fips,target_county_fips,source_name,target_name,share,source_vintage,target_vintage,method
19001001025,19001001002,001,001,SUMMIT TWP W/O ADAIR Voting District,SUMMIT TWP W/O ADAIR Voting District,0.999999963574,00,10,equal_area_intersection
19001001025,19001001001,001,001,SUMMIT TWP W/O ADAIR Voting District,ADAIR IN ADAIR COUNTY Voting District,0.000000023512,00,10,equal_area_intersection
19001001025,19029029004,001,029,SUMMIT TWP W/O ADAIR Voting District,GRANT TWP Voting District,0.000000010921,00,10,equal_area_intersection
19001001001,19001001001,001,001,ADAIR IN ADAIR COUNTY Voting District,ADAIR IN ADAIR COUNTY Voting District,1.000000000000,00,10,equal_area_intersection
19001001027,19001001003,001,001,WALNUT TWP W/O CASEY Voting District,WALNUT TWP W/O CASEY Voting District,1.000000000000,00,10,equal_area_intersection
19001001004,19001001011,001,001,EUREKA TWP Voting District,EUREKA TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001011,19001001009,001,001,HARRISON TWP Voting District,GROVE TWP Voting District,0.000180065524,00,10,equal_area_intersection
19001001011,19001001008,001,001,HARRISON TWP Voting District,HARRISON TWP Voting District,0.999819933275,00,10,equal_area_intersection
19001001007,19001001016,001,001,GREENFIELD PCT 10,GREENFIELD TWP W/O GREENFIELD Voting District,0.000000126759,00,10,equal_area_intersection
19001001007,19001001017,001,001,GREENFIELD PCT 10,GREENFIELD Voting District,0.999999873241,00,10,equal_area_intersection
19001001010,19001001009,001,001,GROVE TWP Voting District,GROVE TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001020,19001001010,001,001,PRUSSIA TWP Voting District,PRUSSIA TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001005,19001001018,001,001,GRAND RIVER TWP Voting District,GRAND RIVER TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001026,19001001019,001,001,UNION TWP Voting District,UNION TWP Voting District,0.999999992383,00,10,equal_area_intersection
19001001014,19001001005,001,001,JEFFERSON TWP PCT 4,JEFFERSON TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001013,19001001005,001,001,JEFFERSON TWP PCT 2,JEFFERSON TWP Voting District,1.000000000000,00,10,equal_area_intersection
19001001006,19001001016,001,001,GREENFIELD PCT 9,GREENFIELD TWP W/O GREENFIELD Voting District,0.005189036788,00,10,equal_area_intersection
19001001006,19001001017,001,001,GREENFIELD PCT 9,GREENFIELD Voting District,0.994810963212,00,10,equal_area_intersection
