source_vtd,target_vtd,source_county_fips,target_county_fips,source_name,target_name,share,source_vintage,target_vintage,method
19001001025,19001001001,001,001,SUMMIT TWP W/O ADAIR Voting District,ADAIR IN ADAIR COUNTY Voting District,0.000346202575,00,20,matrix_chain_00_10_20
19001001025,19001001002,001,001,SUMMIT TWP W/O ADAIR Voting District,SUMMIT TWP W/O ADAIR Voting District,0.999653616735,00,20,matrix_chain_00_10_20
19001001025,19001001011,001,001,SUMMIT TWP W/O ADAIR Voting District,EUREKA TWP Voting District,0.000000095442,00,20,matrix_chain_00_10_20
19001001025,19029029004,001,029,SUMMIT TWP W/O ADAIR Voting District,GRANT TWP Voting District,0.000000085248,00,20,matrix_chain_00_10_20
19001001001,19001001001,001,001,ADAIR IN ADAIR COUNTY Voting District,ADAIR IN ADAIR COUNTY Voting District,0.999978088557,00,20,matrix_chain_00_10_20
19001001001,19001001002,001,001,ADAIR IN ADAIR COUNTY Voting District,SUMMIT TWP W/O ADAIR Voting District,0.000021911443,00,20,matrix_chain_00_10_20
19001001027,19001001003,001,001,WALNUT TWP W/O CASEY Voting District,WALNUT TWP W/O CASEY Voting District,0.999942609956,00,20,matrix_chain_00_10_20
19001001027,19001001004,001,001,WALNUT TWP W/O CASEY Voting District,CASEY IN ADAIR COUNTY Voting District,0.000057390044,00,20,matrix_chain_00_10_20
19001001004,19001001002,001,001,EUREKA TWP Voting District,SUMMIT TWP W/O ADAIR Voting District,0.000000259338,00,20,matrix_chain_00_10_20
19001001004,19001001011,001,001,EUREKA TWP Voting District,EUREKA TWP Voting District,0.999999728643,00,20,matrix_chain_00_10_20
19001001004,19029029005,001,029,EUREKA TWP Voting District,LINCOLN TWP Voting District,0.000000012019,00,20,matrix_chain_00_10_20
19001001011,19001001008,001,001,HARRISON TWP Voting District,HARRISON TWP Voting District,0.999819934476,00,20,matrix_chain_00_10_20
19001001011,19001001009,001,001,HARRISON TWP Voting District,GROVE TWP Voting District,0.000180065524,00,20,matrix_chain_00_10_20
19001001007,19001001014,001,001,GREENFIELD PCT 10,SUMMERSET TWP Voting District,0.000000524720,00,20,matrix_chain_00_10_20
19001001007,19001001015,001,001,GREENFIELD PCT 10,LEE TWP W/O GREENFIELD Voting District,0.000965925473,00,20,matrix_chain_00_10_20
19001001007,19001001016,001,001,GREENFIELD PCT 10,GREENFIELD TWP W/O GREENFIELD Voting District,0.020426992747,00,20,matrix_chain_00_10_20
19001001007,19001001017,001,001,GREENFIELD PCT 10,GREENFIELD Voting District,0.978606557059,00,20,matrix_chain_00_10_20
19001001010,19001001009,001,001,GROVE TWP Voting District,GROVE TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001020,19001001010,001,001,PRUSSIA TWP Voting District,PRUSSIA TWP Voting District,0.999999928839,00,20,matrix_chain_00_10_20
19001001020,19001001011,001,001,PRUSSIA TWP Voting District,EUREKA TWP Voting District,0.000000071161,00,20,matrix_chain_00_10_20
19001001005,19001001018,001,001,GRAND RIVER TWP Voting District,GRAND RIVER TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001026,19001001019,001,001,UNION TWP Voting District,UNION TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001014,19001001005,001,001,JEFFERSON TWP PCT 4,JEFFERSON TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001013,19001001005,001,001,JEFFERSON TWP PCT 2,JEFFERSON TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001006,19001001014,001,001,GREENFIELD PCT 9,SUMMERSET TWP Voting District,0.000000521998,00,20,matrix_chain_00_10_20
19001001006,19001001015,001,001,GREENFIELD PCT 9,LEE TWP W/O GREENFIELD Voting District,0.000960913372,00,20,matrix_chain_00_10_20
19001001006,19001001016,001,001,GREENFIELD PCT 9,GREENFIELD TWP W/O GREENFIELD Voting District,0.025509909594,00,20,matrix_chain_00_10_20
19001001006,19001001017,001,001,GREENFIELD PCT 9,GREENFIELD Voting District,0.973528655037,00,20,matrix_chain_00_10_20
19001001018,19001001005,001,001,LINCOLN TWP W/O STUART Voting District,JEFFERSON TWP Voting District,0.000137527835,00,20,matrix_chain_00_10_20
19001001018,19001001006,001,001,LINCOLN TWP W/O STUART Voting District,LINCOLN TWP W/O STUART Voting District,0.986121138036,00,20,matrix_chain_00_10_20
19001001018,19001001007,001,001,LINCOLN TWP W/O STUART Voting District,STUART IN ADAIR COUNTY Voting District,0.013741236241,00,20,matrix_chain_00_10_20
19001001018,19077077017,001,077,LINCOLN TWP W/O STUART Voting District,STUART TWP W/O STUART Voting District,0.000000041205,00,20,matrix_chain_00_10_20
19001001018,19077077018,001,077,LINCOLN TWP W/O STUART Voting District,STUART IN GUTHRIE COUNTY Voting District,0.000000056684,00,20,matrix_chain_00_10_20
19001001023,19001001006,001,001,STUART IN ADAIR COUNTY Voting District,LINCOLN TWP W/O STUART Voting District,0.008922101452,00,20,matrix_chain_00_10_20
19001001023,19001001007,001,001,STUART IN ADAIR COUNTY Voting District,STUART IN ADAIR COUNTY Voting District,0.991077849746,00,20,matrix_chain_00_10_20
19001001023,19077077017,001,077,STUART IN ADAIR COUNTY Voting District,STUART TWP W/O STUART Voting District,0.000000048649,00,20,matrix_chain_00_10_20
19001001023,19077077018,001,077,STUART IN ADAIR COUNTY Voting District,STUART IN GUTHRIE COUNTY Voting District,0.000000000153,00,20,matrix_chain_00_10_20
19001001012,19001001012,001,001,JACKSON TWP W/O BRIDGEWATER Voting District,JACKSON TWP W/O BRIDGEWATER Voting District,0.999965931941,00,20,matrix_chain_00_10_20
19001001012,19001001013,001,001,JACKSON TWP W/O BRIDGEWATER Voting District,BRIDGEWATER Voting District,0.000034039744,00,20,matrix_chain_00_10_20
19001001012,19001001022,001,001,JACKSON TWP W/O BRIDGEWATER Voting District,WASHINGTON TWP Voting District,0.000000028315,00,20,matrix_chain_00_10_20
19001001028,19001001022,001,001,WASHINGTON TWP Voting District,WASHINGTON TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001002,19001001012,001,001,BRIDGEWATER Voting District,JACKSON TWP W/O BRIDGEWATER Voting District,0.004376763346,00,20,matrix_chain_00_10_20
19001001002,19001001013,001,001,BRIDGEWATER Voting District,BRIDGEWATER Voting District,0.995623236654,00,20,matrix_chain_00_10_20
19001001024,19001001014,001,001,SUMMERSET TWP Voting District,SUMMERSET TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001017,19001001015,001,001,LEE TWP PCT 10 W/O GREENFIELD,LEE TWP W/O GREENFIELD Voting District,0.999641907299,00,20,matrix_chain_00_10_20
19001001017,19001001016,001,001,LEE TWP PCT 10 W/O GREENFIELD,GREENFIELD TWP W/O GREENFIELD Voting District,0.000026327309,00,20,matrix_chain_00_10_20
19001001017,19001001017,001,001,LEE TWP PCT 10 W/O GREENFIELD,GREENFIELD Voting District,0.000331765391,00,20,matrix_chain_00_10_20
19001001015,19001001015,001,001,LEE TWP PCT 5,LEE TWP W/O GREENFIELD Voting District,0.999641907299,00,20,matrix_chain_00_10_20
19001001015,19001001016,001,001,LEE TWP PCT 5,GREENFIELD TWP W/O GREENFIELD Voting District,0.000026327309,00,20,matrix_chain_00_10_20
19001001015,19001001017,001,001,LEE TWP PCT 5,GREENFIELD Voting District,0.000331765391,00,20,matrix_chain_00_10_20
19001001009,19001001014,001,001,GREENFIELD TWP PCT 10 W/O GREENFIELD,SUMMERSET TWP Voting District,0.000000003867,00,20,matrix_chain_00_10_20
19001001009,19001001015,001,001,GREENFIELD TWP PCT 10 W/O GREENFIELD,LEE TWP W/O GREENFIELD Voting District,0.000007118800,00,20,matrix_chain_00_10_20
19001001009,19001001016,001,001,GREENFIELD TWP PCT 10 W/O GREENFIELD,GREENFIELD TWP W/O GREENFIELD Voting District,0.992780618970,00,20,matrix_chain_00_10_20
19001001009,19001001017,001,001,GREENFIELD TWP PCT 10 W/O GREENFIELD,GREENFIELD Voting District,0.007212258363,00,20,matrix_chain_00_10_20
19001001008,19001001016,001,001,GREENFIELD TWP PCT 9 W/O GREENFIELD,GREENFIELD TWP W/O GREENFIELD Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001016,19001001015,001,001,LEE TWP PCT 9,LEE TWP W/O GREENFIELD Voting District,0.999641907299,00,20,matrix_chain_00_10_20
19001001016,19001001016,001,001,LEE TWP PCT 9,GREENFIELD TWP W/O GREENFIELD Voting District,0.000026327309,00,20,matrix_chain_00_10_20
19001001016,19001001017,001,001,LEE TWP PCT 9,GREENFIELD Voting District,0.000331765391,00,20,matrix_chain_00_10_20
19001001022,19001001021,001,001,RICHLAND TWP PCT 8,RICHLAND TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001021,19001001021,001,001,RICHLAND TWP PCT 6,RICHLAND TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001019,19001001020,001,001,ORIENT TWP Voting District,ORIENT TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19001001003,19001001003,001,001,CASEY IN ADAIR COUNTY Voting District,WALNUT TWP W/O CASEY Voting District,0.007874452759,00,20,matrix_chain_00_10_20
19001001003,19001001004,001,001,CASEY IN ADAIR COUNTY Voting District,CASEY IN ADAIR COUNTY Voting District,0.992125547241,00,20,matrix_chain_00_10_20
19003003014,19003003001,003,003,LINCOLN TWP Voting District,LINCOLN TWP Voting District,0.999999334398,00,20,matrix_chain_00_10_20
19003003014,19003003009,003,003,LINCOLN TWP Voting District,DOUGLAS TWP W/O CARBON Voting District,0.000000121757,00,20,matrix_chain_00_10_20
19003003014,19029029016,003,029,LINCOLN TWP Voting District,EDNA TWP Voting District,0.000000010904,00,20,matrix_chain_00_10_20
19003003014,19137137005,003,137,LINCOLN TWP Voting District,DOUGLAS TWP Voting District,0.000000532941,00,20,matrix_chain_00_10_20
19003003020,19003003002,003,003,WASHINGTON TWP Voting District,WASHINGTON TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19003003002,19001001022,003,001,CARL TWP EAST PCT,WASHINGTON TWP Voting District,0.000000058612,00,20,matrix_chain_00_10_20
19003003002,19003003003,003,003,CARL TWP EAST PCT,CARL TWP Voting District,0.999999941388,00,20,matrix_chain_00_10_20
19003003003,19001001022,003,001,CARL TWP WEST PCT,WASHINGTON TWP Voting District,0.000000058612,00,20,matrix_chain_00_10_20
19003003003,19003003003,003,003,CARL TWP WEST PCT,CARL TWP Voting District,0.999999941388,00,20,matrix_chain_00_10_20
19003003004,19003003004,003,003,COLONY TWP Voting District,COLONY TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19003003009,19003003001,003,003,DOUGLAS TWP W/O CARBON Voting District,LINCOLN TWP Voting District,0.000000012667,00,20,matrix_chain_00_10_20
19003003009,19003003009,003,003,DOUGLAS TWP W/O CARBON Voting District,DOUGLAS TWP W/O CARBON Voting District,0.998503845919,00,20,matrix_chain_00_10_20
19003003009,19003003010,003,003,DOUGLAS TWP W/O CARBON Voting District,CARBON Voting District,0.001495821635,00,20,matrix_chain_00_10_20
19003003009,19137137006,003,137,DOUGLAS TWP W/O CARBON Voting District,WASHINGTON TWP Voting District,0.000000319780,00,20,matrix_chain_00_10_20
19003003018,19003003007,003,003,QUINCY TWP (PT.) W/O CORNING Voting District,QUINCY TWP PART W/O CORNING Voting District,0.997777004398,00,20,matrix_chain_00_10_20
19003003018,19003003008,003,003,QUINCY TWP (PT.) W/O CORNING Voting District,CORNING W/QUINCY TWP PART Voting District,0.002183887789,00,20,matrix_chain_00_10_20
19003003018,19003003010,003,003,QUINCY TWP (PT.) W/O CORNING Voting District,CARBON Voting District,0.000026712138,00,20,matrix_chain_00_10_20
19003003018,19003003012,003,003,QUINCY TWP (PT.) W/O CORNING Voting District,JASPER TWP W/O CORNING Voting District,0.000012395675,00,20,matrix_chain_00_10_20
19003003001,19003003009,003,003,CARBON Voting District,DOUGLAS TWP W/O CARBON Voting District,0.011036662169,00,20,matrix_chain_00_10_20
19003003001,19003003010,003,003,CARBON Voting District,CARBON Voting District,0.988963337831,00,20,matrix_chain_00_10_20
19003003017,19003003003,003,003,PRESCOTT TWP Voting District,CARL TWP Voting District,0.000000216041,00,20,matrix_chain_00_10_20
19003003017,19003003006,003,003,PRESCOTT TWP Voting District,PRESCOTT TWP Voting District,0.999999783959,00,20,matrix_chain_00_10_20
19003003005,19003003007,003,003,CORNING WARD 1 W/QUINCY TWP (PT),QUINCY TWP PART W/O CORNING Voting District,0.058181107462,00,20,matrix_chain_00_10_20
19003003005,19003003008,003,003,CORNING WARD 1 W/QUINCY TWP (PT),CORNING W/QUINCY TWP PART Voting District,0.936299865207,00,20,matrix_chain_00_10_20
19003003005,19003003012,003,003,CORNING WARD 1 W/QUINCY TWP (PT),JASPER TWP W/O CORNING Voting District,0.005519027331,00,20,matrix_chain_00_10_20
19003003007,19003003007,003,003,CORNING WARD 3 PCT 3A,QUINCY TWP PART W/O CORNING Voting District,0.058181107462,00,20,matrix_chain_00_10_20
19003003007,19003003008,003,003,CORNING WARD 3 PCT 3A,CORNING W/QUINCY TWP PART Voting District,0.936299865207,00,20,matrix_chain_00_10_20
19003003007,19003003012,003,003,CORNING WARD 3 PCT 3A,JASPER TWP W/O CORNING Voting District,0.005519027331,00,20,matrix_chain_00_10_20
19003003008,19003003007,003,003,CORNING WARD 3 PCT 3B,QUINCY TWP PART W/O CORNING Voting District,0.058181107462,00,20,matrix_chain_00_10_20
19003003008,19003003008,003,003,CORNING WARD 3 PCT 3B,CORNING W/QUINCY TWP PART Voting District,0.936299865207,00,20,matrix_chain_00_10_20
19003003008,19003003012,003,003,CORNING WARD 3 PCT 3B,JASPER TWP W/O CORNING Voting District,0.005519027331,00,20,matrix_chain_00_10_20
19003003019,19003003005,003,003,UNION TWP Voting District,UNION TWP Voting District,0.999999969702,00,20,matrix_chain_00_10_20
19003003019,19003003006,003,003,UNION TWP Voting District,PRESCOTT TWP Voting District,0.000000010022,00,20,matrix_chain_00_10_20
19003003019,19175175009,003,175,UNION TWP Voting District,DOUGLAS TWP Voting District,0.000000020276,00,20,matrix_chain_00_10_20
19003003016,19003003011,003,003,NODAWAY TWP Voting District,NODAWAY TWP Voting District,1.000000000000,00,20,matrix_chain_00_10_20
19003003006,19003003007,003,003,CORNING WARD 2,QUINCY TWP PART W/O CORNING Voting District,0.058181107462,00,20,matrix_chain_00_10_20
19003003006,19003003008,003,003,CORNING WARD 2,CORNING W/QUINCY TWP PART Voting District,0.936299865207,00,20,matrix_chain_00_10_20
19003003006,19003003012,003,003,CORNING WARD 2,JASPER TWP W/O CORNING Voting District,0.005519027331,00,20,matrix_chain_00_10_20
19003003012,19003003007,003,003,JASPER TWP BROOKS PCT W/O CORNING,QUINCY TWP PART W/O CORNING Voting District,0.000042933650,00,20,matrix_chain_00_10_20
19003003012,19003003008,003,003,JASPER TWP BROOKS PCT W/O CORNING,CORNING W/QUINCY TWP PART Voting District,0.000654592432,00,20,matrix_chain_00_10_20
19003003012,19003003012,003,003,JASPER TWP BROOKS PCT W/O CORNING,JASPER TWP W/O CORNING Voting District,0.999302473918,00,20,matrix_chain_00_10_20
19003003011,19003003007,003,003,JASPER TWP NODAWAY PCT,QUINCY TWP PART W/O CORNING Voting District,0.000019640157,00,20,matrix_chain_00_10_20
19003003011,19003003008,003,003,JASPER TWP NODAWAY PCT,CORNING W/QUINCY TWP PART Voting District,0.000279719176,00,20,matrix_chain_00_10_20
19003003011,19003003012,003,003,JASPER TWP NODAWAY PCT,JASPER TWP W/O CORNING Voting District,0.999700640667,00,20,matrix_chain_00_10_20
