source_id,target_plan2_district,share,chamber,chain
190019601001000,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001001,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001002,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001003,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001004,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001005,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001006,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001007,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001008,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001009,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001010,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001011,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001012,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001013,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001014,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001015,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001016,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001017,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001018,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001019,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001020,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001021,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001022,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001023,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001024,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001025,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001026,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001027,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001028,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001029,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001030,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001031,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001032,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001033,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001034,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001035,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001036,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001037,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001038,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001039,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001040,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001041,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001042,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001043,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001044,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001045,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001046,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001047,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001048,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001049,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001050,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001051,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001052,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001053,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001054,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001055,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001056,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
190019601001057,12,1.000000000000,senate,block00_to_block10_to_block20_to_plan2
