source_vtd,target_plan2_district,share,chamber,chain
19001001001,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001002,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001003,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001004,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001005,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001006,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001007,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001008,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001009,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001010,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001011,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001012,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001013,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001014,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001015,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001016,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001017,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001018,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001019,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001020,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001021,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19001001022,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003001,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003002,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003003,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003004,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003005,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003006,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003007,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003008,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003009,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003010,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003011,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003012,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003013,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003014,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19003003015,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005001,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005002,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005003,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005004,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005005,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005006,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005007,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005008,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005009,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005010,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005011,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005012,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005013,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005014,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005015,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005016,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005017,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005018,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005019,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19005005020,2,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007001,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007002,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007003,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007004,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007005,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007006,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007007,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007008,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007009,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007010,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007011,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007012,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007013,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007014,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007015,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007016,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007017,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007018,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007019,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007020,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19007007021,3,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009001,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009002,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009003,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009004,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009005,3,0.000000000000,congressional,vtd20_to_block20_to_plan2
19009009005,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009006,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009007,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009008,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009009,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009010,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009011,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009012,3,0.000000000000,congressional,vtd20_to_block20_to_plan2
19009009012,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
19009009013,4,1.000000000000,congressional,vtd20_to_block20_to_plan2
