source_precinct_id,source_county,source_precinct,source_precinct_aliases,source_population,target_vtd,share,method
CALHOUN - CALHOUN9,Calhoun,CALHOUN9,Calhoun County Precinct 9|SHERMAN|Sherman|TWIN LAKES CHRISTIAN CENTER,455.999863,19025025003,0.962718737448,population_weighted_block_intersection
CALHOUN - CALHOUN9,Calhoun,CALHOUN9,Calhoun County Precinct 9|SHERMAN|Sherman|TWIN LAKES CHRISTIAN CENTER,455.999863,19025025004,0.037277220227,population_weighted_block_intersection
CALHOUN - CALHOUN9,Calhoun,CALHOUN9,Calhoun County Precinct 9|SHERMAN|Sherman|TWIN LAKES CHRISTIAN CENTER,455.999863,19025025009,0.000001375634,population_weighted_block_intersection
CALHOUN - CALHOUN10,Calhoun,CALHOUN10,Calhoun County Precinct 10|UNION|Union|LOHRVILLE JJ HANDS LIBRARY,467.995561,19025025020,1.000000000000,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091009,0.014585352366,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091011,0.049856263916,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091012,0.000003680151,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091013,0.186898502734,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091014,0.748656122423,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT1,Humboldt,HUMBOLDT1,Humboldt County Precinct 1|H1-C-SW|H1-Corinth-South Weaver|OUR SAVIOUR'S LUTHERAN CHURCH,1784.999997,19091091016,0.000000078411,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT3,Humboldt,HUMBOLDT3,Humboldt County Precinct 3|H3-SR|H3-South Rutland|HUMBOLDT COUNTY FAIRGROUNDS,1984.000000,19091091009,0.222636920744,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT3,Humboldt,HUMBOLDT3,Humboldt County Precinct 3|H3-SR|H3-South Rutland|HUMBOLDT COUNTY FAIRGROUNDS,1984.000000,19091091010,0.000000011001,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT3,Humboldt,HUMBOLDT3,Humboldt County Precinct 3|H3-SR|H3-South Rutland|HUMBOLDT COUNTY FAIRGROUNDS,1984.000000,19091091013,0.006760394590,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT3,Humboldt,HUMBOLDT3,Humboldt County Precinct 3|H3-SR|H3-South Rutland|HUMBOLDT COUNTY FAIRGROUNDS,1984.000000,19091091014,0.770602592953,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT3,Humboldt,HUMBOLDT3,Humboldt County Precinct 3|H3-SR|H3-South Rutland|HUMBOLDT COUNTY FAIRGROUNDS,1984.000000,19091091016,0.000000080713,population_weighted_block_intersection
HUMBOLDT - AVERYNWEAVER,Humboldt,AVERYNWEAVER,Humboldt County Avery/North Weaver Precinct|A-NW|Avery-North Weaver|FAITH UNITED METHODIST CHURCH,605.999828,19091091010,0.406886645561,population_weighted_block_intersection
HUMBOLDT - AVERYNWEAVER,Humboldt,AVERYNWEAVER,Humboldt County Avery/North Weaver Precinct|A-NW|Avery-North Weaver|FAITH UNITED METHODIST CHURCH,605.999828,19091091011,0.130353451278,population_weighted_block_intersection
HUMBOLDT - AVERYNWEAVER,Humboldt,AVERYNWEAVER,Humboldt County Avery/North Weaver Precinct|A-NW|Avery-North Weaver|FAITH UNITED METHODIST CHURCH,605.999828,19091091012,0.462759903161,population_weighted_block_intersection
HUMBOLDT - WDR,Humboldt,WDR,Humboldt County Wacousta/ Delana/ N Rutland|D-W-NR|Delana-Wacousta-North Rutland|BODE CITY HALL,685.999885,19091091001,0.278425662256,population_weighted_block_intersection
HUMBOLDT - WDR,Humboldt,WDR,Humboldt County Wacousta/ Delana/ N Rutland|D-W-NR|Delana-Wacousta-North Rutland|BODE CITY HALL,685.999885,19091091002,0.682215730550,population_weighted_block_intersection
HUMBOLDT - WDR,Humboldt,WDR,Humboldt County Wacousta/ Delana/ N Rutland|D-W-NR|Delana-Wacousta-North Rutland|BODE CITY HALL,685.999885,19091091009,0.039351447110,population_weighted_block_intersection
HUMBOLDT - WDR,Humboldt,WDR,Humboldt County Wacousta/ Delana/ N Rutland|D-W-NR|Delana-Wacousta-North Rutland|BODE CITY HALL,685.999885,19091091010,0.000000002085,population_weighted_block_intersection
HUMBOLDT - WDR,Humboldt,WDR,Humboldt County Wacousta/ Delana/ N Rutland|D-W-NR|Delana-Wacousta-North Rutland|BODE CITY HALL,685.999885,19091091014,0.000007157998,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19091091002,0.000000058878,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19091091003,0.807594196464,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19091091004,0.142345791833,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19091091005,0.050059831857,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19091091008,0.000000120964,population_weighted_block_intersection
HUMBOLDT - HUMBWVERN,Humboldt,HUMBWVERN,Humboldt County Humboldt West Vernon Precin|H-WV|Humboldt-West Vernon|LIVERMORE CITY HALL,655.999954,19109109035,0.000000000004,population_weighted_block_intersection
HUMBOLDT - NLAKEEVERNON,Humboldt,NLAKEEVERNON,"Humboldt County North Lake East Vernon Pct|NL-EV|North Lake-East Vernon|UNITED METHODIST CHURCH, RENWICK",416.999960,19091091004,0.110311761280,population_weighted_block_intersection
HUMBOLDT - NLAKEEVERNON,Humboldt,NLAKEEVERNON,"Humboldt County North Lake East Vernon Pct|NL-EV|North Lake-East Vernon|UNITED METHODIST CHURCH, RENWICK",416.999960,19091091006,0.579504824448,population_weighted_block_intersection
HUMBOLDT - NLAKEEVERNON,Humboldt,NLAKEEVERNON,"Humboldt County North Lake East Vernon Pct|NL-EV|North Lake-East Vernon|UNITED METHODIST CHURCH, RENWICK",416.999960,19091091007,0.310183414260,population_weighted_block_intersection
HUMBOLDT - NLAKEEVERNON,Humboldt,NLAKEEVERNON,"Humboldt County North Lake East Vernon Pct|NL-EV|North Lake-East Vernon|UNITED METHODIST CHURCH, RENWICK",416.999960,19197197001,0.000000000011,population_weighted_block_intersection
HUMBOLDT - SLAKENNORWAY,Humboldt,SLAKENNORWAY,Humboldt County S Lake/ N Norway Pct|SL-NN|South Lake-North Norway|ULLENSVANG LUTHERAN CHURCH,376.000011,19091091007,0.263297951739,population_weighted_block_intersection
HUMBOLDT - SLAKENNORWAY,Humboldt,SLAKENNORWAY,Humboldt County S Lake/ N Norway Pct|SL-NN|South Lake-North Norway|ULLENSVANG LUTHERAN CHURCH,376.000011,19091091017,0.736702016713,population_weighted_block_intersection
HUMBOLDT - SLAKENNORWAY,Humboldt,SLAKENNORWAY,Humboldt County S Lake/ N Norway Pct|SL-NN|South Lake-North Norway|ULLENSVANG LUTHERAN CHURCH,376.000011,19197197009,0.000000031540,population_weighted_block_intersection
HUMBOLDT - SLAKENNORWAY,Humboldt,SLAKENNORWAY,Humboldt County S Lake/ N Norway Pct|SL-NN|South Lake-North Norway|ULLENSVANG LUTHERAN CHURCH,376.000011,19197197011,0.000000000008,population_weighted_block_intersection
HUMBOLDT - DAKCITYGROVE,Humboldt,DAKCITYGROVE,Humboldt County Dakota City/ Grove Pct|DC-GR|Dakota City-Grove|DAKOTA CITY HALL,1145.999500,19091091003,0.000000074821,population_weighted_block_intersection
HUMBOLDT - DAKCITYGROVE,Humboldt,DAKCITYGROVE,Humboldt County Dakota City/ Grove Pct|DC-GR|Dakota City-Grove|DAKOTA CITY HALL,1145.999500,19091091008,0.259162341937,population_weighted_block_intersection
HUMBOLDT - DAKCITYGROVE,Humboldt,DAKCITYGROVE,Humboldt County Dakota City/ Grove Pct|DC-GR|Dakota City-Grove|DAKOTA CITY HALL,1145.999500,19091091014,0.000000381225,population_weighted_block_intersection
HUMBOLDT - DAKCITYGROVE,Humboldt,DAKCITYGROVE,Humboldt County Dakota City/ Grove Pct|DC-GR|Dakota City-Grove|DAKOTA CITY HALL,1145.999500,19091091015,0.002834695697,population_weighted_block_intersection
HUMBOLDT - DAKCITYGROVE,Humboldt,DAKCITYGROVE,Humboldt County Dakota City/ Grove Pct|DC-GR|Dakota City-Grove|DAKOTA CITY HALL,1145.999500,19091091016,0.738002506318,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091007,0.000000005769,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091009,0.014980753202,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091013,0.014311229816,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091014,0.768891387909,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091015,0.154389467573,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091016,0.000000331889,population_weighted_block_intersection
HUMBOLDT - HUMBOLDT2,Humboldt,HUMBOLDT2,Humboldt County Precinct 2|H2-B-SN|H2-Beaver-South Norway|CITY COUNCIL CHAMBERS,1982.000500,19091091017,0.047426823843,population_weighted_block_intersection
POCAHONTAS - P1,Pocahontas,P1,Pocahontas County Precinct 1|SW|Swan Lake- N Marshall|LAURENS MUNICIPAL BUILDING,1474.999977,19151151001,0.981694914964,population_weighted_block_intersection
POCAHONTAS - P1,Pocahontas,P1,Pocahontas County Precinct 1|SW|Swan Lake- N Marshall|LAURENS MUNICIPAL BUILDING,1474.999977,19151151010,0.018305083304,population_weighted_block_intersection
POCAHONTAS - P1,Pocahontas,P1,Pocahontas County Precinct 1|SW|Swan Lake- N Marshall|LAURENS MUNICIPAL BUILDING,1474.999977,19151151011,0.000000001732,population_weighted_block_intersection
POCAHONTAS - P4,Pocahontas,P4,Pocahontas Precinct 4|PH2|PH#2-Center-S Roosevelt-N Lincoln-N Lake-S Garfield|POCAHONTAS PUBLIC LIBRARY,1453.000000,19151151007,0.000000045063,population_weighted_block_intersection
POCAHONTAS - P4,Pocahontas,P4,Pocahontas Precinct 4|PH2|PH#2-Center-S Roosevelt-N Lincoln-N Lake-S Garfield|POCAHONTAS PUBLIC LIBRARY,1453.000000,19151151008,0.999582295592,population_weighted_block_intersection
POCAHONTAS - P4,Pocahontas,P4,Pocahontas Precinct 4|PH2|PH#2-Center-S Roosevelt-N Lincoln-N Lake-S Garfield|POCAHONTAS PUBLIC LIBRARY,1453.000000,19151151009,0.000417659345,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19091091012,0.000000000002,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151005,0.038264426549,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151006,0.000002997730,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151007,0.070748321099,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151008,0.490951304570,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151009,0.000205136087,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151013,0.080272108877,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151014,0.028292607859,population_weighted_block_intersection
POCAHONTAS - P5,Pocahontas,P5,Pocahontas County Precinct 5|PH1|Pocahontas #1|POCAHONTAS COUNTY COURT HOUSE,735.000000,19151151015,0.291263097228,population_weighted_block_intersection
POCAHONTAS - P6,Pocahontas,P6,Pocahontas County Precinct 6|CD|Cedar-Colfax-Dover|FONDA COMMUNITY CENTER,1100.000118,19025025001,0.000000123926,population_weighted_block_intersection
POCAHONTAS - P6,Pocahontas,P6,Pocahontas County Precinct 6|CD|Cedar-Colfax-Dover|FONDA COMMUNITY CENTER,1100.000118,19151151011,0.170909070058,population_weighted_block_intersection
POCAHONTAS - P6,Pocahontas,P6,Pocahontas County Precinct 6|CD|Cedar-Colfax-Dover|FONDA COMMUNITY CENTER,1100.000118,19151151012,0.000000002912,population_weighted_block_intersection
POCAHONTAS - P6,Pocahontas,P6,Pocahontas County Precinct 6|CD|Cedar-Colfax-Dover|FONDA COMMUNITY CENTER,1100.000118,19151151018,0.142727240627,population_weighted_block_intersection
POCAHONTAS - P6,Pocahontas,P6,Pocahontas County Precinct 6|CD|Cedar-Colfax-Dover|FONDA COMMUNITY CENTER,1100.000118,19151151019,0.686363562477,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19025025003,0.000000052525,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19151151013,0.089189184526,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19151151014,0.178360350611,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19151151015,0.000018018440,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19151151016,0.263513499499,population_weighted_block_intersection
POCAHONTAS - P7,Pocahontas,P7,Pocahontas County Precinct 7|BV|Bellvile-Lizard-S Lincoln-S Lake|PALMER COMMUNITY CENTER,740.000039,19151151017,0.468918894398,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151002,0.180756009551,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151003,0.131271445406,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151004,0.116151226360,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151005,0.103082462872,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151006,0.401384899536,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151007,0.030927836546,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151008,0.000001952035,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151009,0.036424166530,population_weighted_block_intersection
POCAHONTAS - P2,Pocahontas,P2,Pocahontas County Precinct 2|DM|Des Moines-Cummins-Powhatan-N Garfield-N Sherman-N Roosevelt|ROLFE COMMUNITY CENTER,1454.999922,19151151015,0.000000001165,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151008,0.000013586920,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151009,0.252827358431,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151010,0.329545423895,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151011,0.000000063167,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151012,0.417613514249,population_weighted_block_intersection
POCAHONTAS - P3,Pocahontas,P3,Pocahontas Precinct 3|GT|Grant-S Marshall-S Sherman|POCAHONTAS FIRE STATION,351.999999,19151151018,0.000000053338,population_weighted_block_intersection
BUENA VISTA - ACFC,Buena Vista,ACFC,Albert City-Fairfield-Coon|Albert City Fairfield Coon|ALBERT CITY CITY HALL,1063.000001,19021021006,0.000000118622,population_weighted_block_intersection
BUENA VISTA - ACFC,Buena Vista,ACFC,Albert City-Fairfield-Coon|Albert City Fairfield Coon|ALBERT CITY CITY HALL,1063.000001,19021021007,0.838193671370,population_weighted_block_intersection
BUENA VISTA - ACFC,Buena Vista,ACFC,Albert City-Fairfield-Coon|Albert City Fairfield Coon|ALBERT CITY CITY HALL,1063.000001,19021021013,0.000000009531,population_weighted_block_intersection
BUENA VISTA - ACFC,Buena Vista,ACFC,Albert City-Fairfield-Coon|Albert City Fairfield Coon|ALBERT CITY CITY HALL,1063.000001,19021021014,0.161806199087,population_weighted_block_intersection
BUENA VISTA - ACFC,Buena Vista,ACFC,Albert City-Fairfield-Coon|Albert City Fairfield Coon|ALBERT CITY CITY HALL,1063.000001,19151151011,0.000000001390,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021001,0.054517087369,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021002,0.156519056703,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021003,0.078087570612,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021004,0.286409524043,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021005,0.094638082060,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021006,0.172118389337,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021008,0.061915891187,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19021021009,0.095794394752,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19035035004,0.000000000669,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19041041018,0.000000002382,population_weighted_block_intersection
BUENA VISTA - SMLR,Buena Vista,SMLR,Sioux Rapids-Marathon-Linn Grove-Rembrandt|S-M-L-R|SRL;LGB;RELS;MAP|AMERICAN LEGION BLDG,2567.999862,19151151001,0.000000000886,population_weighted_block_intersection
BUENA VISTA - ALNE,Buena Vista,ALNE,Alta-Nokomis-Elk|Alta Nokomis Elk|ALTA COMMUNITY CENTER,2402.998411,19021021001,0.000006331082,population_weighted_block_intersection
BUENA VISTA - ALNE,Buena Vista,ALNE,Alta-Nokomis-Elk|Alta Nokomis Elk|ALTA COMMUNITY CENTER,2402.998411,19021021010,0.080725478993,population_weighted_block_intersection
BUENA VISTA - ALNE,Buena Vista,ALNE,Alta-Nokomis-Elk|Alta Nokomis Elk|ALTA COMMUNITY CENTER,2402.998411,19021021011,0.919268189924,population_weighted_block_intersection
BUENA VISTA - NENP,Buena Vista,NENP,Newell-Newell-Providence|Newell Newell Providence|DONS FARM SUPPLY MTG ROOM,1378.999992,19021021015,0.815808561395,population_weighted_block_intersection
BUENA VISTA - NENP,Buena Vista,NENP,Newell-Newell-Providence|Newell Newell Providence|DONS FARM SUPPLY MTG ROOM,1378.999992,19021021016,0.184191425179,population_weighted_block_intersection
BUENA VISTA - NENP,Buena Vista,NENP,Newell-Newell-Providence|Newell Newell Providence|DONS FARM SUPPLY MTG ROOM,1378.999992,19021021017,0.000000004655,population_weighted_block_intersection
BUENA VISTA - NENP,Buena Vista,NENP,Newell-Newell-Providence|Newell Newell Providence|DONS FARM SUPPLY MTG ROOM,1378.999992,19021021019,0.000000008604,population_weighted_block_intersection
BUENA VISTA - NENP,Buena Vista,NENP,Newell-Newell-Providence|Newell Newell Providence|DONS FARM SUPPLY MTG ROOM,1378.999992,19151151019,0.000000000167,population_weighted_block_intersection
BUENA VISTA - LKHM,Buena Vista,LKHM,Lakeside-Hayes-Maple Valley|Lakeside Hayes Maple Valley|STORM LAKE AIRPORT,1232.004878,19021021012,0.000000009621,population_weighted_block_intersection
BUENA VISTA - LKHM,Buena Vista,LKHM,Lakeside-Hayes-Maple Valley|Lakeside Hayes Maple Valley|STORM LAKE AIRPORT,1232.004878,19021021017,0.334127934726,population_weighted_block_intersection
BUENA VISTA - LKHM,Buena Vista,LKHM,Lakeside-Hayes-Maple Valley|Lakeside Hayes Maple Valley|STORM LAKE AIRPORT,1232.004878,19021021018,0.443076470075,population_weighted_block_intersection
BUENA VISTA - LKHM,Buena Vista,LKHM,Lakeside-Hayes-Maple Valley|Lakeside Hayes Maple Valley|STORM LAKE AIRPORT,1232.004878,19021021019,0.039354698725,population_weighted_block_intersection
BUENA VISTA - LKHM,Buena Vista,LKHM,Lakeside-Hayes-Maple Valley|Lakeside Hayes Maple Valley|STORM LAKE AIRPORT,1232.004878,19021021020,0.183440886853,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021012,0.611545838380,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021013,0.380716194025,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021016,0.000000008170,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021017,0.000000019545,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021018,0.000000000084,population_weighted_block_intersection
BUENA VISTA - TRWG,Buena Vista,TRWG,Truesdale-Washington-Grant|Truesdale Washington Grant|HOPE EVANGELICAL FREE CHURCH,809.001558,19021021019,0.007737939795,population_weighted_block_intersection
