source_precinct_id,source_county,source_precinct,source_precinct_aliases,target_vtd,share,method
CLAY - LAKE/FREEMAN,Clay,Lake/Freeman,LAFR,19059059012,0.000000000811,population_weighted_block_intersection
CLAY - LAKE/FREEMAN,Clay,Lake/Freeman,LAFR,19147147001,0.000000000475,population_weighted_block_intersection
CLAY - LAKE/FREEMAN,Clay,Lake/Freeman,LAFR,19147147009,0.000000001487,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041001,0.000000000106,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041002,0.348968394381,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041003,0.217642522061,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041004,0.000000025804,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041005,0.000000000037,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041006,0.000000000035,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041007,0.236943071717,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041008,0.189069045666,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041009,0.007376939385,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041010,0.000000000115,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041013,0.000000000131,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19041041014,0.000000000232,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19059059019,0.000000000099,population_weighted_block_intersection
CLAY - SUMMIT/RIVERTON/SIOUX/MEADOW,Clay,Summit/Riverton/Sioux/Meadow,SRSM,19059059020,0.000000000228,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041001,0.201612887630,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041002,0.000000000050,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041008,0.000000000251,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041010,0.212167889245,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041011,0.586219192771,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19041041012,0.000000000574,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19059059018,0.000000028538,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19141141005,0.000000000298,population_weighted_block_intersection
CLAY - WATERFORD/LONE TREE,Clay,Waterford/Lone Tree,WFLT,19141141007,0.000000000642,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041005,0.000000032236,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041007,0.000000155330,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041009,0.000000000001,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041013,0.000000181217,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041014,0.614190752996,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041015,0.291299862350,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041016,0.094509014982,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041017,0.000000000259,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19041041018,0.000000000170,population_weighted_block_intersection
CLAY - LOGAN/GILLETT GROVE,Clay,Logan/Gillett Grove,LGGG,19147147010,0.000000000459,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041008,0.000000000339,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041010,0.000000000050,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041012,0.700696054862,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041013,0.299303943957,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041014,0.000000000125,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041019,0.000000000176,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19041041020,0.000000000166,population_weighted_block_intersection
CLAY - LINCOLN/CLAY,Clay,Lincoln/Clay,LNCL,19141141017,0.000000000324,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19021021001,0.000000005621,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19021021002,0.000000000338,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19041041012,0.000000000313,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19041041013,0.000000000234,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19041041018,0.000000000383,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19041041019,0.258859767379,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19041041020,0.741140225683,population_weighted_block_intersection
CLAY - DOUGLAS/PETERSON,Clay,Douglas/Peterson,DGPE,19141141018,0.000000000048,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19021021005,0.000000001489,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19021021006,0.000000000271,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19041041014,0.000000000518,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19041041015,0.000000000020,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19041041017,0.622911740322,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19041041018,0.377088251366,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19041041019,0.000000005807,population_weighted_block_intersection
CLAY - GARFIELD/HERDLAND,Clay,Garfield/Herdland,GFHD,19147147019,0.000000000206,population_weighted_block_intersection
CLAY - SPENCER 1,Clay,Spencer 1,SPENCER1,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER 1,Clay,Spencer 1,SPENCER1,19041041007,0.008104885664,population_weighted_block_intersection
CLAY - SPENCER 1,Clay,Spencer 1,SPENCER1,19041041008,0.008207353074,population_weighted_block_intersection
CLAY - SPENCER 1,Clay,Spencer 1,SPENCER1,19041041009,0.982921562663,population_weighted_block_intersection
CLAY - SPENCER 2,Clay,Spencer 2,SPENCER2,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER 2,Clay,Spencer 2,SPENCER2,19041041007,0.008104885506,population_weighted_block_intersection
CLAY - SPENCER 2,Clay,Spencer 2,SPENCER2,19041041008,0.008207353061,population_weighted_block_intersection
CLAY - SPENCER 2,Clay,Spencer 2,SPENCER2,19041041009,0.982921562833,population_weighted_block_intersection
CLAY - SPENCER 5,Clay,Spencer 5,SPENCER5,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER 5,Clay,Spencer 5,SPENCER5,19041041007,0.008104885554,population_weighted_block_intersection
CLAY - SPENCER 5,Clay,Spencer 5,SPENCER5,19041041008,0.008207353141,population_weighted_block_intersection
CLAY - SPENCER 5,Clay,Spencer 5,SPENCER5,19041041009,0.982921562706,population_weighted_block_intersection
CLAY - SPENCER 4,Clay,Spencer 4,SPENCER4,19041041002,0.000000000007,population_weighted_block_intersection
CLAY - SPENCER 4,Clay,Spencer 4,SPENCER4,19041041003,0.000766198599,population_weighted_block_intersection
CLAY - SPENCER 4,Clay,Spencer 4,SPENCER4,19041041007,0.008104885442,population_weighted_block_intersection
CLAY - SPENCER 4,Clay,Spencer 4,SPENCER4,19041041008,0.008207353401,population_weighted_block_intersection
CLAY - SPENCER 4,Clay,Spencer 4,SPENCER4,19041041009,0.982921562552,population_weighted_block_intersection
CLAY - SPENCER 3,Clay,Spencer 3,SPENCER3,19041041002,0.000000000029,population_weighted_block_intersection
CLAY - SPENCER 3,Clay,Spencer 3,SPENCER3,19041041003,0.000766198600,population_weighted_block_intersection
CLAY - SPENCER 3,Clay,Spencer 3,SPENCER3,19041041007,0.008104885686,population_weighted_block_intersection
CLAY - SPENCER 3,Clay,Spencer 3,SPENCER3,19041041008,0.008207353060,population_weighted_block_intersection
CLAY - SPENCER 3,Clay,Spencer 3,SPENCER3,19041041009,0.982921562625,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 2,Palo Alto,Emmetsburg 2,EMMETSBURG2,19147147006,0.005951637358,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 2,Palo Alto,Emmetsburg 2,EMMETSBURG2,19147147007,0.002341469973,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 2,Palo Alto,Emmetsburg 2,EMMETSBURG2,19147147008,0.991706892669,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 1,Palo Alto,Emmetsburg 1,EMMETSBURG1,19147147006,0.005951637555,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 1,Palo Alto,Emmetsburg 1,EMMETSBURG1,19147147007,0.002341469850,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 1,Palo Alto,Emmetsburg 1,EMMETSBURG1,19147147008,0.991706892595,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19041041004,0.000000000061,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19041041005,0.000000000032,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19063063009,0.000000000158,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19063063010,0.000000000217,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19147147001,0.119915483473,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19147147002,0.458003171868,population_weighted_block_intersection
PALO ALTO - PALO ALTO 6,Palo Alto,Palo Alto 6,PALOALTO6,19147147009,0.422081344192,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19041041017,0.000000000041,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19109109030,0.000000000081,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19109109031,0.000000000206,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147006,0.000000000107,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147007,0.000002173974,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147010,0.000000016522,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147011,0.075278201949,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147012,0.057127639174,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147013,0.000000000086,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147014,0.095574746224,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147015,0.403090087045,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147016,0.073420176915,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147017,0.107840368553,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147018,0.139615313396,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19147147019,0.048051275501,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19151151001,0.000000000032,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19151151002,0.000000000128,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19151151003,0.000000000020,population_weighted_block_intersection
PALO ALTO - PALO ALTO 5,Palo Alto,Palo Alto 5,PALOALTO5,19151151004,0.000000000046,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19041041005,0.000000000234,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19041041015,0.000000000053,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19063063010,0.000000000063,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147001,0.000000004614,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147002,0.108395325835,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147003,0.000000000028,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147006,0.003209836348,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147007,0.086231555195,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147008,0.534854922500,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147009,0.105738607867,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147010,0.161530264928,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147011,0.000039482290,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 3,Palo Alto,Emmetsburg 3,EMMETSBURG3,19147147019,0.000000000044,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19063063012,0.000000000017,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19063063013,0.000000000832,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19109109018,0.000000000597,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19109109020,0.000000001406,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19109109029,0.000000001446,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147002,0.000000000085,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147003,0.051458894544,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147004,0.068435011513,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147005,0.125198930865,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147006,0.096517857589,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147007,0.021402543000,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147008,0.531407103167,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147009,0.000000002042,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147011,0.000009362100,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147012,0.000000000059,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147013,0.105570290668,population_weighted_block_intersection
PALO ALTO - EMMETSBURG 4,Palo Alto,Emmetsburg 4,EMMETSBURG4,19147147014,0.000000000069,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059001,0.108173134980,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059002,0.775049333795,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059003,0.000000000083,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059010,0.000000000076,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059017,0.116777530779,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19059059018,0.000000000068,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19143143004,0.000000000098,population_weighted_block_intersection
DICKINSON - DICKINSON 1,Dickinson,Dickinson 1,DICKINSON1,19143143005,0.000000000122,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059001,0.000000000105,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059003,0.313432694118,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059004,0.000000022204,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059005,0.000000000019,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059009,0.000000002080,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059010,0.685804554307,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059011,0.000004071716,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059013,0.000508159321,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059014,0.000000000068,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059015,0.000250439398,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059016,0.000000045413,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059017,0.000000010329,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059019,0.000000000763,population_weighted_block_intersection
DICKINSON - DICKINSON 2,Dickinson,Dickinson 2,DICKINSON2,19059059021,0.000000000158,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059003,0.000000000074,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059004,0.371248142739,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059005,0.439538492313,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059006,0.000000003990,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059009,0.000349321002,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059010,0.000002417656,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059011,0.188838897331,population_weighted_block_intersection
DICKINSON - DICKINSON 3,Dickinson,Dickinson 3,DICKINSON3,19059059013,0.000022724895,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059004,0.000000000164,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059006,0.308526284833,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059007,0.416377166092,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059008,0.275096531284,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059009,0.000000000848,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059011,0.000000000002,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059012,0.000000000227,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19059059014,0.000000000001,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19063063001,0.000000013595,population_weighted_block_intersection
DICKINSON - DICKINSON 4,Dickinson,Dickinson 4,DICKINSON4,19063063008,0.000000002952,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059009,0.000074661887,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059010,0.012720477729,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059014,0.003079737473,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059015,0.530366754205,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059016,0.444839021782,population_weighted_block_intersection
DICKINSON - DICKINSON 10,Dickinson,Dickinson 10,DICKINSON10,19059059019,0.000000000384,population_weighted_block_intersection
