source_vtd,target_plan2_district,share,chamber,chain
19001001001,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001002,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001003,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001004,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001005,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001006,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001007,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001008,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001009,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001010,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001011,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001012,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001013,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001014,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001015,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001016,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001017,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001018,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001019,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001020,17,0.000000000000,house,vtd20_to_block20_to_plan2
19001001020,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001021,23,1.000000000000,house,vtd20_to_block20_to_plan2
19001001022,17,0.000000000000,house,vtd20_to_block20_to_plan2
19001001022,23,1.000000000000,house,vtd20_to_block20_to_plan2
19003003001,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003002,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003003,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003004,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003005,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003006,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003007,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003008,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003009,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003010,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003011,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003012,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003013,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003014,17,1.000000000000,house,vtd20_to_block20_to_plan2
19003003015,17,1.000000000000,house,vtd20_to_block20_to_plan2
19005005001,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005002,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005003,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005004,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005005,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005006,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005007,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005008,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005009,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005010,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005011,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005012,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005013,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005014,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005015,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005016,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005017,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005018,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005019,64,1.000000000000,house,vtd20_to_block20_to_plan2
19005005020,64,1.000000000000,house,vtd20_to_block20_to_plan2
19007007001,24,1.000000000000,house,vtd20_to_block20_to_plan2
19007007001,26,0.000000000000,house,vtd20_to_block20_to_plan2
19007007002,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007003,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007004,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007005,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007006,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007007,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007008,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007009,24,1.000000000000,house,vtd20_to_block20_to_plan2
19007007009,26,0.000000000000,house,vtd20_to_block20_to_plan2
19007007010,24,1.000000000000,house,vtd20_to_block20_to_plan2
19007007010,26,0.000000000000,house,vtd20_to_block20_to_plan2
19007007011,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007012,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007013,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007014,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007015,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007016,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007017,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007018,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007019,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007020,26,1.000000000000,house,vtd20_to_block20_to_plan2
19007007021,26,1.000000000000,house,vtd20_to_block20_to_plan2
19009009001,11,1.000000000000,house,vtd20_to_block20_to_plan2
19009009002,11,1.000000000000,house,vtd20_to_block20_to_plan2
