county,precinct,office,district,candidate,party,votes,absentee,election_day
Clarke,MIDDLE PRECINCT,Clarke County Hospital Trustee,,Amy Lampe,,338,133,205
Clarke,MURRAY PRECINCT,Clarke County Hospital Trustee,,Amy Lampe,,484,106,378
Clarke,NORTH PRECINCT,Clarke County Hospital Trustee,,Amy Lampe,,497,219,278
Clarke,OSCEOLA 1ST WARD,Clarke County Hospital Trustee,,Amy Lampe,,407,196,211
Clarke,OSCEOLA 2ND WARD,Clarke County Hospital Trustee,,Amy Lampe,,435,170,265
Clarke,OSCEOLA 3RD WARD,Clarke County Hospital Trustee,,Amy Lampe,,444,186,258
Clarke,WOODBURN PRECINCT,Clarke County Hospital Trustee,,Amy Lampe,,349,130,219
Clarke,MIDDLE PRECINCT,Clarke County Hospital Trustee,,Kevin Klemesrud,,274,107,167
Clarke,MURRAY PRECINCT,Clarke County Hospital Trustee,,Kevin Klemesrud,,407,93,314
Clarke,NORTH PRECINCT,Clarke County Hospital Trustee,,Kevin Klemesrud,,388,165,223
Clarke,OSCEOLA 1ST WARD,Clarke County Hospital Trustee,,Kevin Klemesrud,,314,150,164
Clarke,OSCEOLA 2ND WARD,Clarke County Hospital Trustee,,Kevin Klemesrud,,320,126,194
Clarke,OSCEOLA 3RD WARD,Clarke County Hospital Trustee,,Kevin Klemesrud,,348,159,189
Clarke,WOODBURN PRECINCT,Clarke County Hospital Trustee,,Kevin Klemesrud,,297,114,183
Clarke,MIDDLE PRECINCT,Clarke County Hospital Trustee,,Terry Jacobsen,,300,123,177
Clarke,MURRAY PRECINCT,Clarke County Hospital Trustee,,Terry Jacobsen,,436,103,333
Clarke,NORTH PRECINCT,Clarke County Hospital Trustee,,Terry Jacobsen,,415,173,242
Clarke,OSCEOLA 1ST WARD,Clarke County Hospital Trustee,,Terry Jacobsen,,358,200,158
Clarke,OSCEOLA 2ND WARD,Clarke County Hospital Trustee,,Terry Jacobsen,,351,144,207
Clarke,OSCEOLA 3RD WARD,Clarke County Hospital Trustee,,Terry Jacobsen,,384,172,212
Clarke,WOODBURN PRECINCT,Clarke County Hospital Trustee,,Terry Jacobsen,,310,125,185
Clarke,MIDDLE PRECINCT,Clarke County Hospital Trustee,,Write-In,,6,1,5
Clarke,MURRAY PRECINCT,Clarke County Hospital Trustee,,Write-In,,6,2,4
Clarke,NORTH PRECINCT,Clarke County Hospital Trustee,,Write-In,,11,5,6
Clarke,OSCEOLA 1ST WARD,Clarke County Hospital Trustee,,Write-In,,5,3,2
Clarke,OSCEOLA 2ND WARD,Clarke County Hospital Trustee,,Write-In,,25,11,14
Clarke,OSCEOLA 3RD WARD,Clarke County Hospital Trustee,,Write-In,,7,6,1
Clarke,WOODBURN PRECINCT,Clarke County Hospital Trustee,,Write-In,,10,3,7
Clarke,MIDDLE PRECINCT,Constitutional Amendment 1,,No,,94,39,55
Clarke,MURRAY PRECINCT,Constitutional Amendment 1,,No,,122,34,88
Clarke,NORTH PRECINCT,Constitutional Amendment 1,,No,,176,64,112
Clarke,OSCEOLA 1ST WARD,Constitutional Amendment 1,,No,,118,54,64
Clarke,OSCEOLA 2ND WARD,Constitutional Amendment 1,,No,,112,42,70
Clarke,OSCEOLA 3RD WARD,Constitutional Amendment 1,,No,,143,65,78
Clarke,WOODBURN PRECINCT,Constitutional Amendment 1,,No,,123,49,74
Clarke,MIDDLE PRECINCT,Constitutional Amendment 1,,Yes,,379,155,224
Clarke,MURRAY PRECINCT,Constitutional Amendment 1,,Yes,,529,121,408
Clarke,NORTH PRECINCT,Constitutional Amendment 1,,Yes,,553,244,309
Clarke,OSCEOLA 1ST WARD,Constitutional Amendment 1,,Yes,,481,251,230
Clarke,OSCEOLA 2ND WARD,Constitutional Amendment 1,,Yes,,444,168,276
Clarke,OSCEOLA 3RD WARD,Constitutional Amendment 1,,Yes,,463,198,265
Clarke,WOODBURN PRECINCT,Constitutional Amendment 1,,Yes,,396,150,246
Clarke,MIDDLE PRECINCT,Constitutional Amendment 2,,No,,72,31,41
Clarke,MURRAY PRECINCT,Constitutional Amendment 2,,No,,81,29,52
Clarke,NORTH PRECINCT,Constitutional Amendment 2,,No,,113,45,68
Clarke,OSCEOLA 1ST WARD,Constitutional Amendment 2,,No,,121,67,54
Clarke,OSCEOLA 2ND WARD,Constitutional Amendment 2,,No,,80,37,43
Clarke,OSCEOLA 3RD WARD,Constitutional Amendment 2,,No,,123,60,63
Clarke,WOODBURN PRECINCT,Constitutional Amendment 2,,No,,101,41,60
Clarke,MIDDLE PRECINCT,Constitutional Amendment 2,,Yes,,394,159,235
Clarke,MURRAY PRECINCT,Constitutional Amendment 2,,Yes,,565,126,439
Clarke,NORTH PRECINCT,Constitutional Amendment 2,,Yes,,615,264,351
Clarke,OSCEOLA 1ST WARD,Constitutional Amendment 2,,Yes,,477,240,237
Clarke,OSCEOLA 2ND WARD,Constitutional Amendment 2,,Yes,,480,178,302
Clarke,OSCEOLA 3RD WARD,Constitutional Amendment 2,,Yes,,480,205,275
Clarke,WOODBURN PRECINCT,Constitutional Amendment 2,,Yes,,418,157,261
Clarke,MIDDLE PRECINCT,County Agricultural Extension Council Member,,Amy Ewing,,191,76,115
Clarke,MURRAY PRECINCT,County Agricultural Extension Council Member,,Amy Ewing,,342,73,269
Clarke,NORTH PRECINCT,County Agricultural Extension Council Member,,Amy Ewing,,275,117,158
Clarke,OSCEOLA 1ST WARD,County Agricultural Extension Council Member,,Amy Ewing,,230,115,115
Clarke,OSCEOLA 2ND WARD,County Agricultural Extension Council Member,,Amy Ewing,,226,82,144
Clarke,OSCEOLA 3RD WARD,County Agricultural Extension Council Member,,Amy Ewing,,221,95,126
Clarke,WOODBURN PRECINCT,County Agricultural Extension Council Member,,Amy Ewing,,190,66,124
Clarke,MIDDLE PRECINCT,County Agricultural Extension Council Member,,Jolleen Thacker,,195,74,121
Clarke,MURRAY PRECINCT,County Agricultural Extension Council Member,,Jolleen Thacker,,364,81,283
Clarke,NORTH PRECINCT,County Agricultural Extension Council Member,,Jolleen Thacker,,258,111,147
Clarke,OSCEOLA 1ST WARD,County Agricultural Extension Council Member,,Jolleen Thacker,,209,110,99
Clarke,OSCEOLA 2ND WARD,County Agricultural Extension Council Member,,Jolleen Thacker,,218,82,136
Clarke,OSCEOLA 3RD WARD,County Agricultural Extension Council Member,,Jolleen Thacker,,225,98,127
Clarke,WOODBURN PRECINCT,County Agricultural Extension Council Member,,Jolleen Thacker,,196,85,111
Clarke,MIDDLE PRECINCT,County Agricultural Extension Council Member,,Joshua Manternach,,241,91,150
