county,precinct,office,district,candidate,party,votes,absentee,election_day
Dallas,WAUKEE 10,City of Waukee - Public Measure FQ,,No,,745,325,420
Dallas,WAUKEE 3 WK 3,City of Waukee - Public Measure FQ,,No,,599,252,347
Dallas,WAUKEE 4 WK 4,City of Waukee - Public Measure FQ,,No,,421,178,243
Dallas,WAUKEE 5 WK 5,City of Waukee - Public Measure FQ,,No,,612,268,344
Dallas,WAUKEE 6 WK 6,City of Waukee - Public Measure FQ,,No,,513,248,265
Dallas,WAUKEE 7,City of Waukee - Public Measure FQ,,No,,614,297,317
Dallas,WAUKEE 8,City of Waukee - Public Measure FQ,,No,,696,267,429
Dallas,WAUKEE 9 WK 9,City of Waukee - Public Measure FQ,,No,,555,246,309
Dallas,Waukee 1,City of Waukee - Public Measure FQ,,No,,1034,433,601
Dallas,Waukee 2,City of Waukee - Public Measure FQ,,No,,998,413,585
Dallas,WAUKEE 10,City of Waukee - Public Measure FQ,,Yes,,1017,389,628
Dallas,WAUKEE 3 WK 3,City of Waukee - Public Measure FQ,,Yes,,977,447,530
Dallas,WAUKEE 4 WK 4,City of Waukee - Public Measure FQ,,Yes,,517,202,315
Dallas,WAUKEE 5 WK 5,City of Waukee - Public Measure FQ,,Yes,,588,242,346
Dallas,WAUKEE 6 WK 6,City of Waukee - Public Measure FQ,,Yes,,618,312,306
Dallas,WAUKEE 7,City of Waukee - Public Measure FQ,,Yes,,647,292,355
Dallas,WAUKEE 8,City of Waukee - Public Measure FQ,,Yes,,773,310,463
Dallas,WAUKEE 9 WK 9,City of Waukee - Public Measure FQ,,Yes,,667,258,409
Dallas,Waukee 1,City of Waukee - Public Measure FQ,,Yes,,1080,448,632
Dallas,Waukee 2,City of Waukee - Public Measure FQ,,Yes,,1395,562,833
Dallas,Beaver/Des Moines,City of Woodward - Public Measure FT,,No,,329,65,264
Dallas,Beaver/Des Moines,City of Woodward - Public Measure FT,,Yes,,261,34,227
Dallas,ADEL 1 A1,Constitutional Amendment 1,,No,,182,93,89
Dallas,ADEL 2 A2,Constitutional Amendment 1,,No,,246,105,141
