county,precinct,office,district,candidate,party,votes,absentee,election_day
Jefferson,Blackhawk-Polk-Packwood,Blackhawk Township Trustee,,Mike Ledger,,143,0,143
Jefferson,Blackhawk-Polk-Packwood,Blackhawk Township Trustee,,Tim Parsons,,143,0,143
Jefferson,Blackhawk-Polk-Packwood,Blackhawk Township Trustee,,Write-In,,2,0,2
Jefferson,Buchanan,Buchanan Township Trustee,,Harold Luzadder,,227,0,227
Jefferson,Buchanan,Buchanan Township Trustee,,Jon Huff,,242,0,242
Jefferson,Buchanan,Buchanan Township Trustee,,Write-In,,3,0,3
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Cedar Township Trustee,,Stephen M. Baker,,234,0,234
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Cedar Township Trustee,,Wesley Davis,,7,0,7
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Cedar Township Trustee,,Write-In,,12,0,12
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Cedar Township Trustee To Fill a Vacancy,,Wesley Davis,,3,0,3
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Cedar Township Trustee To Fill a Vacancy,,Write-In,,17,0,17
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Center Township Trustee,,Ben Huff,,367,0,367
Jefferson,Fairfield 2nd Ward,Center Township Trustee,,Ben Huff,,2,0,2
Jefferson,Fairfield 3rd Ward,Center Township Trustee,,Ben Huff,,0,0,0
Jefferson,Fairfield 5th Ward,Center Township Trustee,,Ben Huff,,0,0,0
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Center Township Trustee,,Roger Lovelady,,319,0,319
Jefferson,Fairfield 2nd Ward,Center Township Trustee,,Roger Lovelady,,3,0,3
Jefferson,Fairfield 3rd Ward,Center Township Trustee,,Roger Lovelady,,1,0,1
Jefferson,Fairfield 5th Ward,Center Township Trustee,,Roger Lovelady,,0,0,0
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Center Township Trustee,,Write-In,,4,0,4
Jefferson,Fairfield 2nd Ward,Center Township Trustee,,Write-In,,0,0,0
Jefferson,Fairfield 3rd Ward,Center Township Trustee,,Write-In,,0,0,0
Jefferson,Fairfield 5th Ward,Center Township Trustee,,Write-In,,0,0,0
Jefferson,Blackhawk-Polk-Packwood,Constitutional Amendment 1,,No,,87,0,87
Jefferson,Buchanan,Constitutional Amendment 1,,No,,101,0,101
Jefferson,Center-Cedar-Round Prairie-Maharishi Vedic City,Constitutional Amendment 1,,No,,417,0,417
Jefferson,Des Moines-Liberty-Libertyville,Constitutional Amendment 1,,No,,125,0,125
Jefferson,Fairfield 1st Ward,Constitutional Amendment 1,,No,,355,0,355
Jefferson,Fairfield 2nd Ward,Constitutional Amendment 1,,No,,418,0,418
