county,precinct,office,district,candidate,party,votes,absentee,election_day
O'Brien,Carroll-Floyd,Constitutional Amendment 1,,No,,55,17,38
O'Brien,Franklin,Constitutional Amendment 1,,No,,110,24,86
O'Brien,Hartley-Lincoln-Omega,Constitutional Amendment 1,,No,,159,31,128
O'Brien,Sheldon 1st Ward,Constitutional Amendment 1,,No,,145,38,107
O'Brien,Sheldon 2nd Ward,Constitutional Amendment 1,,No,,102,18,84
O'Brien,Sheldon 3rd Ward,Constitutional Amendment 1,,No,,107,21,86
O'Brien,Summit-Center-Dale-Highland,Constitutional Amendment 1,,No,,140,51,89
O'Brien,Union-Baker-Caledonia,Constitutional Amendment 1,,No,,125,30,95
O'Brien,Waterman-Grant-Liberty,Constitutional Amendment 1,,No,,98,22,76
O'Brien,Carroll-Floyd,Constitutional Amendment 1,,Yes,,307,99,208
O'Brien,Franklin,Constitutional Amendment 1,,Yes,,639,167,472
O'Brien,Hartley-Lincoln-Omega,Constitutional Amendment 1,,Yes,,863,177,686
O'Brien,Sheldon 1st Ward,Constitutional Amendment 1,,Yes,,868,265,603
O'Brien,Sheldon 2nd Ward,Constitutional Amendment 1,,Yes,,567,175,392
O'Brien,Sheldon 3rd Ward,Constitutional Amendment 1,,Yes,,503,112,391
O'Brien,Summit-Center-Dale-Highland,Constitutional Amendment 1,,Yes,,686,223,463
O'Brien,Union-Baker-Caledonia,Constitutional Amendment 1,,Yes,,729,166,563
O'Brien,Waterman-Grant-Liberty,Constitutional Amendment 1,,Yes,,511,97,414
O'Brien,Carroll-Floyd,Constitutional Amendment 2,,No,,35,12,23
O'Brien,Franklin,Constitutional Amendment 2,,No,,58,15,43
O'Brien,Hartley-Lincoln-Omega,Constitutional Amendment 2,,No,,121,30,91
O'Brien,Sheldon 1st Ward,Constitutional Amendment 2,,No,,79,26,53
O'Brien,Sheldon 2nd Ward,Constitutional Amendment 2,,No,,58,10,48
O'Brien,Sheldon 3rd Ward,Constitutional Amendment 2,,No,,56,7,49
O'Brien,Summit-Center-Dale-Highland,Constitutional Amendment 2,,No,,105,39,66
O'Brien,Union-Baker-Caledonia,Constitutional Amendment 2,,No,,67,16,51
O'Brien,Waterman-Grant-Liberty,Constitutional Amendment 2,,No,,69,21,48
O'Brien,Carroll-Floyd,Constitutional Amendment 2,,Yes,,320,105,215
O'Brien,Franklin,Constitutional Amendment 2,,Yes,,689,175,514
O'Brien,Hartley-Lincoln-Omega,Constitutional Amendment 2,,Yes,,891,176,715
O'Brien,Sheldon 1st Ward,Constitutional Amendment 2,,Yes,,926,277,649
O'Brien,Sheldon 2nd Ward,Constitutional Amendment 2,,Yes,,605,182,423
O'Brien,Sheldon 3rd Ward,Constitutional Amendment 2,,Yes,,536,119,417
O'Brien,Summit-Center-Dale-Highland,Constitutional Amendment 2,,Yes,,716,233,483
O'Brien,Union-Baker-Caledonia,Constitutional Amendment 2,,Yes,,781,178,603
O'Brien,Waterman-Grant-Liberty,Constitutional Amendment 2,,Yes,,535,98,437
O'Brien,Carroll-Floyd,County Agricultural Extension Council Member,,Austin Wise,,181,70,111
O'Brien,Franklin,County Agricultural Extension Council Member,,Austin Wise,,416,113,303
O'Brien,Hartley-Lincoln-Omega,County Agricultural Extension Council Member,,Austin Wise,,575,109,466
O'Brien,Sheldon 1st Ward,County Agricultural Extension Council Member,,Austin Wise,,562,182,380
O'Brien,Sheldon 2nd Ward,County Agricultural Extension Council Member,,Austin Wise,,322,90,232
O'Brien,Sheldon 3rd Ward,County Agricultural Extension Council Member,,Austin Wise,,310,67,243
O'Brien,Summit-Center-Dale-Highland,County Agricultural Extension Council Member,,Austin Wise,,584,182,402
O'Brien,Union-Baker-Caledonia,County Agricultural Extension Council Member,,Austin Wise,,606,123,483
O'Brien,Waterman-Grant-Liberty,County Agricultural Extension Council Member,,Austin Wise,,411,72,339
O'Brien,Carroll-Floyd,County Agricultural Extension Council Member,,Brent Keene,,185,68,117
O'Brien,Franklin,County Agricultural Extension Council Member,,Brent Keene,,446,122,324
O'Brien,Hartley-Lincoln-Omega,County Agricultural Extension Council Member,,Brent Keene,,692,126,566
O'Brien,Sheldon 1st Ward,County Agricultural Extension Council Member,,Brent Keene,,539,174,365
O'Brien,Sheldon 2nd Ward,County Agricultural Extension Council Member,,Brent Keene,,321,89,232
O'Brien,Sheldon 3rd Ward,County Agricultural Extension Council Member,,Brent Keene,,301,71,230
O'Brien,Summit-Center-Dale-Highland,County Agricultural Extension Council Member,,Brent Keene,,490,160,330
O'Brien,Union-Baker-Caledonia,County Agricultural Extension Council Member,,Brent Keene,,487,111,376
O'Brien,Waterman-Grant-Liberty,County Agricultural Extension Council Member,,Brent Keene,,348,64,284
O'Brien,Carroll-Floyd,County Agricultural Extension Council Member,,Emily McDowell,,227,83,144
O'Brien,Franklin,County Agricultural Extension Council Member,,Emily McDowell,,467,123,344
O'Brien,Hartley-Lincoln-Omega,County Agricultural Extension Council Member,,Emily McDowell,,646,123,523
O'Brien,Sheldon 1st Ward,County Agricultural Extension Council Member,,Emily McDowell,,652,211,441
O'Brien,Sheldon 2nd Ward,County Agricultural Extension Council Member,,Emily McDowell,,386,110,276
O'Brien,Sheldon 3rd Ward,County Agricultural Extension Council Member,,Emily McDowell,,354,76,278
O'Brien,Summit-Center-Dale-Highland,County Agricultural Extension Council Member,,Emily McDowell,,589,194,395
