county,precinct,office,district,candidate,party,votes,absentee,election_day
Pocahontas,Palmer,Bellville Township Trustee,,Allan Fischer,,63,16,47
Pocahontas,Palmer,Bellville Township Trustee,,Matthew Condon,,60,12,48
Pocahontas,Palmer,Bellville Township Trustee,,Write-In,,1,0,1
Pocahontas,Palmer,Bellville Township Trustee To Fill a Vacancy,,Jennifer Bullington,,1,0,1
Pocahontas,Palmer,Bellville Township Trustee To Fill a Vacancy,,Write-In,,3,0,3
Pocahontas,Fonda,Cedar Township Trustee,,Brent Wells,,1,1,0
Pocahontas,Fonda,Cedar Township Trustee,,Heather Schachtner Kramer,,3,2,1
Pocahontas,Fonda,Cedar Township Trustee,,Write-In,,6,4,2
Pocahontas,Courthouse,Center Township Trustee,,Kendra L. Winegarden,,0,0,0
Pocahontas,Havelock,Center Township Trustee,,Kendra L. Winegarden,,4,2,2
Pocahontas,Hinde Center,Center Township Trustee,,Kendra L. Winegarden,,3,0,3
Pocahontas,Rolfe,Center Township Trustee,,Kendra L. Winegarden,,16,12,4
Pocahontas,Courthouse,Center Township Trustee,,Matthew Kopriva,,0,0,0
Pocahontas,Havelock,Center Township Trustee,,Matthew Kopriva,,3,1,2
Pocahontas,Hinde Center,Center Township Trustee,,Matthew Kopriva,,3,1,2
Pocahontas,Rolfe,Center Township Trustee,,Matthew Kopriva,,16,12,4
Pocahontas,Courthouse,Center Township Trustee,,Write-In,,0,0,0
Pocahontas,Havelock,Center Township Trustee,,Write-In,,0,0,0
Pocahontas,Hinde Center,Center Township Trustee,,Write-In,,0,0,0
Pocahontas,Rolfe,Center Township Trustee,,Write-In,,0,0,0
Pocahontas,Fonda,Colfax Township Trustee,,Brian Aden,,61,17,44
Pocahontas,Fonda,Colfax Township Trustee,,Bruce Passow,,61,21,40
Pocahontas,Fonda,Colfax Township Trustee,,Write-In,,0,0,0
Pocahontas,Courthouse,Constitutional Amendment 1,,No,,100,44,56
Pocahontas,Fonda,Constitutional Amendment 1,,No,,88,39,49
Pocahontas,Havelock,Constitutional Amendment 1,,No,,52,20,32
Pocahontas,Hinde Center,Constitutional Amendment 1,,No,,65,20,45
Pocahontas,Laurens,Constitutional Amendment 1,,No,,100,26,74
Pocahontas,Palmer,Constitutional Amendment 1,,No,,64,18,46
Pocahontas,Rolfe,Constitutional Amendment 1,,No,,57,19,38
Pocahontas,Courthouse,Constitutional Amendment 1,,Yes,,560,277,283
Pocahontas,Fonda,Constitutional Amendment 1,,Yes,,524,218,306
Pocahontas,Havelock,Constitutional Amendment 1,,Yes,,212,77,135
Pocahontas,Hinde Center,Constitutional Amendment 1,,Yes,,263,106,157
Pocahontas,Laurens,Constitutional Amendment 1,,Yes,,462,118,344
Pocahontas,Palmer,Constitutional Amendment 1,,Yes,,310,87,223
Pocahontas,Rolfe,Constitutional Amendment 1,,Yes,,310,96,214
Pocahontas,Courthouse,Constitutional Amendment 2,,No,,69,32,37
Pocahontas,Fonda,Constitutional Amendment 2,,No,,74,32,42
Pocahontas,Havelock,Constitutional Amendment 2,,No,,40,20,20
Pocahontas,Hinde Center,Constitutional Amendment 2,,No,,38,10,28
Pocahontas,Laurens,Constitutional Amendment 2,,No,,66,15,51
Pocahontas,Palmer,Constitutional Amendment 2,,No,,33,7,26
Pocahontas,Rolfe,Constitutional Amendment 2,,No,,40,13,27
Pocahontas,Courthouse,Constitutional Amendment 2,,Yes,,588,287,301
Pocahontas,Fonda,Constitutional Amendment 2,,Yes,,538,223,315
Pocahontas,Havelock,Constitutional Amendment 2,,Yes,,227,80,147
Pocahontas,Hinde Center,Constitutional Amendment 2,,Yes,,287,114,173
Pocahontas,Laurens,Constitutional Amendment 2,,Yes,,479,127,352
Pocahontas,Palmer,Constitutional Amendment 2,,Yes,,338,97,241
Pocahontas,Rolfe,Constitutional Amendment 2,,Yes,,325,102,223
Pocahontas,Courthouse,County Agricultural Extension Council Member,,Grant Theesfeld,,1,1,0
Pocahontas,Fonda,County Agricultural Extension Council Member,,Grant Theesfeld,,7,1,6
Pocahontas,Havelock,County Agricultural Extension Council Member,,Grant Theesfeld,,1,0,1
Pocahontas,Hinde Center,County Agricultural Extension Council Member,,Grant Theesfeld,,0,0,0
Pocahontas,Laurens,County Agricultural Extension Council Member,,Grant Theesfeld,,0,0,0
Pocahontas,Palmer,County Agricultural Extension Council Member,,Grant Theesfeld,,4,0,4
Pocahontas,Rolfe,County Agricultural Extension Council Member,,Grant Theesfeld,,1,0,1
Pocahontas,Courthouse,County Agricultural Extension Council Member,,Mary Roberts,,355,184,171
Pocahontas,Fonda,County Agricultural Extension Council Member,,Mary Roberts,,413,163,250
Pocahontas,Havelock,County Agricultural Extension Council Member,,Mary Roberts,,156,59,97
Pocahontas,Hinde Center,County Agricultural Extension Council Member,,Mary Roberts,,171,64,107
Pocahontas,Laurens,County Agricultural Extension Council Member,,Mary Roberts,,293,88,205
Pocahontas,Palmer,County Agricultural Extension Council Member,,Mary Roberts,,224,60,164
Pocahontas,Rolfe,County Agricultural Extension Council Member,,Mary Roberts,,207,70,137
Pocahontas,Courthouse,County Agricultural Extension Council Member,,Matt Aden,,492,233,259
Pocahontas,Fonda,County Agricultural Extension Council Member,,Matt Aden,,467,184,283
Pocahontas,Havelock,County Agricultural Extension Council Member,,Matt Aden,,218,85,133
Pocahontas,Hinde Center,County Agricultural Extension Council Member,,Matt Aden,,245,86,159
Pocahontas,Laurens,County Agricultural Extension Council Member,,Matt Aden,,340,98,242
Pocahontas,Palmer,County Agricultural Extension Council Member,,Matt Aden,,311,85,226
Pocahontas,Rolfe,County Agricultural Extension Council Member,,Matt Aden,,273,87,186
Pocahontas,Courthouse,County Agricultural Extension Council Member,,Tiffany Clark,,397,207,190
Pocahontas,Fonda,County Agricultural Extension Council Member,,Tiffany Clark,,387,161,226
Pocahontas,Havelock,County Agricultural Extension Council Member,,Tiffany Clark,,170,66,104
Pocahontas,Hinde Center,County Agricultural Extension Council Member,,Tiffany Clark,,187,63,124
Pocahontas,Laurens,County Agricultural Extension Council Member,,Tiffany Clark,,293,90,203
Pocahontas,Palmer,County Agricultural Extension Council Member,,Tiffany Clark,,250,65,185
Pocahontas,Rolfe,County Agricultural Extension Council Member,,Tiffany Clark,,226,81,145
Pocahontas,Courthouse,County Agricultural Extension Council Member,,Write-In,,7,3,4
Pocahontas,Fonda,County Agricultural Extension Council Member,,Write-In,,10,4,6
Pocahontas,Havelock,County Agricultural Extension Council Member,,Write-In,,2,1,1
Pocahontas,Hinde Center,County Agricultural Extension Council Member,,Write-In,,4,0,4
Pocahontas,Laurens,County Agricultural Extension Council Member,,Write-In,,7,2,5
Pocahontas,Palmer,County Agricultural Extension Council Member,,Write-In,,7,3,4
Pocahontas,Rolfe,County Agricultural Extension Council Member,,Write-In,,4,0,4
Pocahontas,Courthouse,County Auditor,,Wanita Nita Hinrickson,REP,634,310,324
Pocahontas,Fonda,County Auditor,,Wanita Nita Hinrickson,REP,615,244,371
Pocahontas,Havelock,County Auditor,,Wanita Nita Hinrickson,REP,262,95,167
Pocahontas,Hinde Center,County Auditor,,Wanita Nita Hinrickson,REP,317,119,198
Pocahontas,Laurens,County Auditor,,Wanita Nita Hinrickson,REP,498,129,369
Pocahontas,Palmer,County Auditor,,Wanita Nita Hinrickson,REP,344,95,249
Pocahontas,Rolfe,County Auditor,,Wanita Nita Hinrickson,REP,354,118,236
Pocahontas,Courthouse,County Auditor,,Write-In,,4,2,2
Pocahontas,Fonda,County Auditor,,Write-In,,1,0,1
Pocahontas,Havelock,County Auditor,,Write-In,,2,1,1
Pocahontas,Hinde Center,County Auditor,,Write-In,,1,0,1
Pocahontas,Laurens,County Auditor,,Write-In,,1,0,1
Pocahontas,Palmer,County Auditor,,Write-In,,1,0,1
Pocahontas,Rolfe,County Auditor,,Write-In,,2,0,2
Pocahontas,Courthouse,County Sheriff,,Steven E Nelson,REP,612,299,313
Pocahontas,Fonda,County Sheriff,,Steven E Nelson,REP,615,241,374
Pocahontas,Havelock,County Sheriff,,Steven E Nelson,REP,263,94,169
Pocahontas,Hinde Center,County Sheriff,,Steven E Nelson,REP,319,119,200
Pocahontas,Laurens,County Sheriff,,Steven E Nelson,REP,514,126,388
Pocahontas,Palmer,County Sheriff,,Steven E Nelson,REP,352,97,255
Pocahontas,Rolfe,County Sheriff,,Steven E Nelson,REP,361,109,252
