county,precinct,office,district,candidate,party,votes,absentee,election_day
Sioux,Alton/Nassau,Constitutional Amendment 1,,No,,125,34,91
Sioux,Capel/Grant/Lynn/Sheridan,Constitutional Amendment 1,,No,,161,38,123
Sioux,East Orange/Floyd/Holland North 1/2,Constitutional Amendment 1,,No,,129,34,95
Sioux,HW/BC/EW/GF/LG/WW,Constitutional Amendment 1,,No,,231,30,201
Sioux,Hull/Lincoln,Constitutional Amendment 1,,No,,157,47,110
Sioux,Ireton/Center/Eagle East/Reading/WE,Constitutional Amendment 1,,No,,88,29,59
Sioux,Maurice/Sherman,Constitutional Amendment 1,,No,,34,5,29
Sioux,Orange City #1/Holland SW,Constitutional Amendment 1,,No,,250,107,143
Sioux,Orange City #2/Holland SE,Constitutional Amendment 1,,No,,239,102,137
Sioux,Plato/Rock/Settlers/Sioux,Constitutional Amendment 1,,No,,56,17,39
Sioux,Rock Valley #1,Constitutional Amendment 1,,No,,87,14,73
Sioux,Rock Valley #2,Constitutional Amendment 1,,No,,92,11,81
Sioux,Sioux Center #1/Welcome,Constitutional Amendment 1,,No,,77,18,59
Sioux,Sioux Center #2,Constitutional Amendment 1,,No,,130,30,100
Sioux,Sioux Center #3,Constitutional Amendment 1,,No,,152,30,122
Sioux,Sioux Center #4,Constitutional Amendment 1,,No,,200,46,154
Sioux,West Branch,Constitutional Amendment 1,,No,,46,10,36
Sioux,Alton/Nassau,Constitutional Amendment 1,,Yes,,682,196,486
Sioux,Capel/Grant/Lynn/Sheridan,Constitutional Amendment 1,,Yes,,1080,288,792
Sioux,East Orange/Floyd/Holland North 1/2,Constitutional Amendment 1,,Yes,,751,219,532
Sioux,HW/BC/EW/GF/LG/WW,Constitutional Amendment 1,,Yes,,1027,159,868
Sioux,Hull/Lincoln,Constitutional Amendment 1,,Yes,,1320,336,984
Sioux,Ireton/Center/Eagle East/Reading/WE,Constitutional Amendment 1,,Yes,,620,142,478
Sioux,Maurice/Sherman,Constitutional Amendment 1,,Yes,,270,71,199
Sioux,Orange City #1/Holland SW,Constitutional Amendment 1,,Yes,,1288,532,756
Sioux,Orange City #2/Holland SE,Constitutional Amendment 1,,Yes,,1258,511,747
Sioux,Plato/Rock/Settlers/Sioux,Constitutional Amendment 1,,Yes,,719,171,548
Sioux,Rock Valley #1,Constitutional Amendment 1,,Yes,,736,141,595
Sioux,Rock Valley #2,Constitutional Amendment 1,,Yes,,844,205,639
Sioux,Sioux Center #1/Welcome,Constitutional Amendment 1,,Yes,,629,168,461
Sioux,Sioux Center #2,Constitutional Amendment 1,,Yes,,551,135,416
Sioux,Sioux Center #3,Constitutional Amendment 1,,Yes,,769,175,594
Sioux,Sioux Center #4,Constitutional Amendment 1,,Yes,,1447,543,904
Sioux,West Branch,Constitutional Amendment 1,,Yes,,311,113,198
Sioux,Alton/Nassau,Constitutional Amendment 2,,No,,71,16,55
Sioux,Capel/Grant/Lynn/Sheridan,Constitutional Amendment 2,,No,,90,23,67
Sioux,East Orange/Floyd/Holland North 1/2,Constitutional Amendment 2,,No,,52,19,33
Sioux,HW/BC/EW/GF/LG/WW,Constitutional Amendment 2,,No,,127,19,108
Sioux,Hull/Lincoln,Constitutional Amendment 2,,No,,80,20,60
Sioux,Ireton/Center/Eagle East/Reading/WE,Constitutional Amendment 2,,No,,42,13,29
Sioux,Maurice/Sherman,Constitutional Amendment 2,,No,,19,4,15
Sioux,Orange City #1/Holland SW,Constitutional Amendment 2,,No,,121,50,71
Sioux,Orange City #2/Holland SE,Constitutional Amendment 2,,No,,138,66,72
Sioux,Plato/Rock/Settlers/Sioux,Constitutional Amendment 2,,No,,31,11,20
Sioux,Rock Valley #1,Constitutional Amendment 2,,No,,49,9,40
Sioux,Rock Valley #2,Constitutional Amendment 2,,No,,68,20,48
Sioux,Sioux Center #1/Welcome,Constitutional Amendment 2,,No,,32,10,22
Sioux,Sioux Center #2,Constitutional Amendment 2,,No,,60,14,46
Sioux,Sioux Center #3,Constitutional Amendment 2,,No,,46,12,34
Sioux,Sioux Center #4,Constitutional Amendment 2,,No,,94,23,71
Sioux,West Branch,Constitutional Amendment 2,,No,,23,4,19
