county,precinct,office,district,candidate,party,votes,absentee,election_day
Pottawattamie,OAKLAND,Belknap Township Trustee,,Gary Nilan,,76,23,53
Pottawattamie,OAKLAND,Belknap Township Trustee,,Phillip R McMartin,,69,22,47
Pottawattamie,OAKLAND,Belknap Township Trustee,,Write-In,,3,2,1
Pottawattamie,BOOMER,Boomer Township Trustee,,Andrew Oberdorfer,,229,90,139
Pottawattamie,BOOMER,Boomer Township Trustee,,Duane Witt,,359,141,218
Pottawattamie,BOOMER,Boomer Township Trustee,,Write-In,,3,2,1
Pottawattamie,CARSON,Carson Township Trustee,,Randall Hotze,,70,20,50
Pottawattamie,CARSON,Carson Township Trustee,,Steven Brumley,,72,18,54
Pottawattamie,CARSON,Carson Township Trustee,,Write-In,,1,1,0
Pottawattamie,CARSON,Center Township Trustee,,Write-In,,16,4,12
Pottawattamie,AVOCA,Constitutional Amendment 1,,No,,185,39,146
Pottawattamie,BOOMER,Constitutional Amendment 1,,No,,122,48,74
Pottawattamie,CARSON,Constitutional Amendment 1,,No,,129,25,104
Pottawattamie,CARTER LAKE 1,Constitutional Amendment 1,,No,,119,32,87
Pottawattamie,CARTER LAKE 2,Constitutional Amendment 1,,No,,109,29,80
Pottawattamie,CB 01,Constitutional Amendment 1,,No,,158,48,110
Pottawattamie,CB 02,Constitutional Amendment 1,,No,,171,53,118
Pottawattamie,CB 03,Constitutional Amendment 1,,No,,144,61,83
Pottawattamie,CB 04,Constitutional Amendment 1,,No,,130,60,70
Pottawattamie,CB 05,Constitutional Amendment 1,,No,,154,75,79
Pottawattamie,CB 06,Constitutional Amendment 1,,No,,256,92,164
Pottawattamie,CB 07,Constitutional Amendment 1,,No,,298,136,162
Pottawattamie,CB 08,Constitutional Amendment 1,,No,,324,149,175
Pottawattamie,CB 09,Constitutional Amendment 1,,No,,240,117,123
Pottawattamie,CB 10,Constitutional Amendment 1,,No,,300,146,154
Pottawattamie,CB 11,Constitutional Amendment 1,,No,,282,113,169
Pottawattamie,CB 12,Constitutional Amendment 1,,No,,265,97,168
Pottawattamie,CB 13,Constitutional Amendment 1,,No,,129,60,69
Pottawattamie,CB 14,Constitutional Amendment 1,,No,,129,42,87
Pottawattamie,CB 15,Constitutional Amendment 1,,No,,123,65,58
Pottawattamie,CB 16,Constitutional Amendment 1,,No,,144,39,105
Pottawattamie,CB 17,Constitutional Amendment 1,,No,,205,66,139
Pottawattamie,CB 18,Constitutional Amendment 1,,No,,172,62,110
Pottawattamie,CB 19,Constitutional Amendment 1,,No,,142,67,75
Pottawattamie,CB 20,Constitutional Amendment 1,,No,,158,64,94
Pottawattamie,CB 21,Constitutional Amendment 1,,No,,115,37,78
Pottawattamie,CB 22,Constitutional Amendment 1,,No,,342,160,182
Pottawattamie,CRESCENT,Constitutional Amendment 1,,No,,298,137,161
Pottawattamie,GARNER,Constitutional Amendment 1,,No,,323,123,200
Pottawattamie,HANCOCK,Constitutional Amendment 1,,No,,29,5,24
Pottawattamie,LEWIS 1,Constitutional Amendment 1,,No,,200,61,139
Pottawattamie,LEWIS 2,Constitutional Amendment 1,,No,,259,115,144
Pottawattamie,MACEDONIA,Constitutional Amendment 1,,No,,46,12,34
Pottawattamie,MCCLELLAND,Constitutional Amendment 1,,No,,19,5,14
Pottawattamie,MINDEN,Constitutional Amendment 1,,No,,106,16,90
Pottawattamie,NEOLA,Constitutional Amendment 1,,No,,92,15,77
Pottawattamie,OAKLAND,Constitutional Amendment 1,,No,,177,42,135
Pottawattamie,TREYNOR,Constitutional Amendment 1,,No,,276,76,200
Pottawattamie,UNDERWOOD,Constitutional Amendment 1,,No,,287,98,189
Pottawattamie,WALNUT,Constitutional Amendment 1,,No,,81,12,69
Pottawattamie,AVOCA,Constitutional Amendment 1,,Yes,,841,131,710
Pottawattamie,BOOMER,Constitutional Amendment 1,,Yes,,490,170,320
Pottawattamie,CARSON,Constitutional Amendment 1,,Yes,,660,144,516
Pottawattamie,CARTER LAKE 1,Constitutional Amendment 1,,Yes,,595,126,469
Pottawattamie,CARTER LAKE 2,Constitutional Amendment 1,,Yes,,560,125,435
Pottawattamie,CB 01,Constitutional Amendment 1,,Yes,,573,181,392
Pottawattamie,CB 02,Constitutional Amendment 1,,Yes,,845,301,544
Pottawattamie,CB 03,Constitutional Amendment 1,,Yes,,717,231,486
Pottawattamie,CB 04,Constitutional Amendment 1,,Yes,,663,258,405
Pottawattamie,CB 05,Constitutional Amendment 1,,Yes,,690,306,384
Pottawattamie,CB 06,Constitutional Amendment 1,,Yes,,1082,477,605
Pottawattamie,CB 07,Constitutional Amendment 1,,Yes,,1015,387,628
Pottawattamie,CB 08,Constitutional Amendment 1,,Yes,,1229,514,715
Pottawattamie,CB 09,Constitutional Amendment 1,,Yes,,1071,546,525
Pottawattamie,CB 10,Constitutional Amendment 1,,Yes,,1369,599,770
Pottawattamie,CB 11,Constitutional Amendment 1,,Yes,,978,315,663
Pottawattamie,CB 12,Constitutional Amendment 1,,Yes,,1023,384,639
Pottawattamie,CB 13,Constitutional Amendment 1,,Yes,,529,213,316
Pottawattamie,CB 14,Constitutional Amendment 1,,Yes,,592,185,407
Pottawattamie,CB 15,Constitutional Amendment 1,,Yes,,620,236,384
Pottawattamie,CB 16,Constitutional Amendment 1,,Yes,,763,251,512
Pottawattamie,CB 17,Constitutional Amendment 1,,Yes,,877,274,603
Pottawattamie,CB 18,Constitutional Amendment 1,,Yes,,823,240,583
Pottawattamie,CB 19,Constitutional Amendment 1,,Yes,,689,325,364
Pottawattamie,CB 20,Constitutional Amendment 1,,Yes,,687,238,449
Pottawattamie,CB 21,Constitutional Amendment 1,,Yes,,656,237,419
Pottawattamie,CB 22,Constitutional Amendment 1,,Yes,,1634,692,942
Pottawattamie,CRESCENT,Constitutional Amendment 1,,Yes,,1223,551,672
Pottawattamie,GARNER,Constitutional Amendment 1,,Yes,,1530,632,898
Pottawattamie,HANCOCK,Constitutional Amendment 1,,Yes,,162,21,141
Pottawattamie,LEWIS 1,Constitutional Amendment 1,,Yes,,1002,367,635
Pottawattamie,LEWIS 2,Constitutional Amendment 1,,Yes,,1143,463,680
Pottawattamie,MACEDONIA,Constitutional Amendment 1,,Yes,,264,54,210
Pottawattamie,MCCLELLAND,Constitutional Amendment 1,,Yes,,67,5,62
Pottawattamie,MINDEN,Constitutional Amendment 1,,Yes,,554,111,443
Pottawattamie,NEOLA,Constitutional Amendment 1,,Yes,,361,57,304
Pottawattamie,OAKLAND,Constitutional Amendment 1,,Yes,,869,204,665
Pottawattamie,TREYNOR,Constitutional Amendment 1,,Yes,,1320,365,955
Pottawattamie,UNDERWOOD,Constitutional Amendment 1,,Yes,,1335,359,976
Pottawattamie,WALNUT,Constitutional Amendment 1,,Yes,,435,43,392
Pottawattamie,AVOCA,Constitutional Amendment 2,,No,,144,31,113
Pottawattamie,BOOMER,Constitutional Amendment 2,,No,,79,37,42
Pottawattamie,CARSON,Constitutional Amendment 2,,No,,103,18,85
Pottawattamie,CARTER LAKE 1,Constitutional Amendment 2,,No,,102,29,73
Pottawattamie,CARTER LAKE 2,Constitutional Amendment 2,,No,,96,25,71
Pottawattamie,CB 01,Constitutional Amendment 2,,No,,131,44,87
Pottawattamie,CB 02,Constitutional Amendment 2,,No,,143,54,89
Pottawattamie,CB 03,Constitutional Amendment 2,,No,,128,52,76
Pottawattamie,CB 04,Constitutional Amendment 2,,No,,129,54,75
Pottawattamie,CB 05,Constitutional Amendment 2,,No,,127,60,67
Pottawattamie,CB 06,Constitutional Amendment 2,,No,,226,92,134
Pottawattamie,CB 07,Constitutional Amendment 2,,No,,230,103,127
Pottawattamie,CB 08,Constitutional Amendment 2,,No,,285,136,149
Pottawattamie,CB 09,Constitutional Amendment 2,,No,,171,93,78
Pottawattamie,CB 10,Constitutional Amendment 2,,No,,239,120,119
Pottawattamie,CB 11,Constitutional Amendment 2,,No,,247,103,144
Pottawattamie,CB 12,Constitutional Amendment 2,,No,,214,88,126
Pottawattamie,CB 13,Constitutional Amendment 2,,No,,106,46,60
Pottawattamie,CB 14,Constitutional Amendment 2,,No,,130,41,89
Pottawattamie,CB 15,Constitutional Amendment 2,,No,,107,48,59
Pottawattamie,CB 16,Constitutional Amendment 2,,No,,137,44,93
Pottawattamie,CB 17,Constitutional Amendment 2,,No,,157,51,106
Pottawattamie,CB 18,Constitutional Amendment 2,,No,,143,45,98
Pottawattamie,CB 19,Constitutional Amendment 2,,No,,102,55,47
Pottawattamie,CB 20,Constitutional Amendment 2,,No,,116,51,65
Pottawattamie,CB 21,Constitutional Amendment 2,,No,,134,39,95
Pottawattamie,CB 22,Constitutional Amendment 2,,No,,280,124,156
Pottawattamie,CRESCENT,Constitutional Amendment 2,,No,,220,104,116
Pottawattamie,GARNER,Constitutional Amendment 2,,No,,244,106,138
Pottawattamie,HANCOCK,Constitutional Amendment 2,,No,,17,3,14
Pottawattamie,LEWIS 1,Constitutional Amendment 2,,No,,166,60,106
Pottawattamie,LEWIS 2,Constitutional Amendment 2,,No,,191,92,99
Pottawattamie,MACEDONIA,Constitutional Amendment 2,,No,,30,10,20
Pottawattamie,MCCLELLAND,Constitutional Amendment 2,,No,,9,0,9
Pottawattamie,MINDEN,Constitutional Amendment 2,,No,,66,7,59
Pottawattamie,NEOLA,Constitutional Amendment 2,,No,,58,9,49
Pottawattamie,OAKLAND,Constitutional Amendment 2,,No,,126,32,94
Pottawattamie,TREYNOR,Constitutional Amendment 2,,No,,199,62,137
Pottawattamie,UNDERWOOD,Constitutional Amendment 2,,No,,212,80,132
Pottawattamie,WALNUT,Constitutional Amendment 2,,No,,72,9,63
Pottawattamie,AVOCA,Constitutional Amendment 2,,Yes,,866,137,729
Pottawattamie,BOOMER,Constitutional Amendment 2,,Yes,,518,171,347
Pottawattamie,CARSON,Constitutional Amendment 2,,Yes,,689,153,536
Pottawattamie,CARTER LAKE 1,Constitutional Amendment 2,,Yes,,597,124,473
Pottawattamie,CARTER LAKE 2,Constitutional Amendment 2,,Yes,,561,128,433
Pottawattamie,CB 01,Constitutional Amendment 2,,Yes,,589,184,405
Pottawattamie,CB 02,Constitutional Amendment 2,,Yes,,862,296,566
Pottawattamie,CB 03,Constitutional Amendment 2,,Yes,,720,237,483
Pottawattamie,CB 04,Constitutional Amendment 2,,Yes,,654,258,396
Pottawattamie,CB 05,Constitutional Amendment 2,,Yes,,708,317,391
Pottawattamie,CB 06,Constitutional Amendment 2,,Yes,,1090,465,625
Pottawattamie,CB 07,Constitutional Amendment 2,,Yes,,1057,410,647
Pottawattamie,CB 08,Constitutional Amendment 2,,Yes,,1245,525,720
Pottawattamie,CB 09,Constitutional Amendment 2,,Yes,,1133,566,567
Pottawattamie,CB 10,Constitutional Amendment 2,,Yes,,1404,613,791
Pottawattamie,CB 11,Constitutional Amendment 2,,Yes,,996,323,673
Pottawattamie,CB 12,Constitutional Amendment 2,,Yes,,1065,388,677
Pottawattamie,CB 13,Constitutional Amendment 2,,Yes,,532,221,311
Pottawattamie,CB 14,Constitutional Amendment 2,,Yes,,589,185,404
Pottawattamie,CB 15,Constitutional Amendment 2,,Yes,,627,254,373
Pottawattamie,CB 16,Constitutional Amendment 2,,Yes,,758,246,512
Pottawattamie,CB 17,Constitutional Amendment 2,,Yes,,915,284,631
Pottawattamie,CB 18,Constitutional Amendment 2,,Yes,,841,253,588
Pottawattamie,CB 19,Constitutional Amendment 2,,Yes,,723,342,381
Pottawattamie,CB 20,Constitutional Amendment 2,,Yes,,719,252,467
Pottawattamie,CB 21,Constitutional Amendment 2,,Yes,,635,232,403
Pottawattamie,CB 22,Constitutional Amendment 2,,Yes,,1676,714,962
Pottawattamie,CRESCENT,Constitutional Amendment 2,,Yes,,1285,579,706
Pottawattamie,GARNER,Constitutional Amendment 2,,Yes,,1569,634,935
Pottawattamie,HANCOCK,Constitutional Amendment 2,,Yes,,172,24,148
Pottawattamie,LEWIS 1,Constitutional Amendment 2,,Yes,,1027,369,658
Pottawattamie,LEWIS 2,Constitutional Amendment 2,,Yes,,1199,490,709
Pottawattamie,MACEDONIA,Constitutional Amendment 2,,Yes,,278,56,222
Pottawattamie,MCCLELLAND,Constitutional Amendment 2,,Yes,,79,10,69
Pottawattamie,MINDEN,Constitutional Amendment 2,,Yes,,589,122,467
Pottawattamie,NEOLA,Constitutional Amendment 2,,Yes,,387,62,325
Pottawattamie,OAKLAND,Constitutional Amendment 2,,Yes,,907,213,694
Pottawattamie,TREYNOR,Constitutional Amendment 2,,Yes,,1366,369,997
Pottawattamie,UNDERWOOD,Constitutional Amendment 2,,Yes,,1393,372,1021
