county,precinct,office,district,candidate,party,votes,absentee,election_day
Plymouth,#1-Le Mars Convention Center,Constitutional Amendment 1,,No,,261,129,132
Plymouth,#10-Kingsley Community Center,Constitutional Amendment 1,,No,,182,44,138
Plymouth,#11-Wesley United Methodist Church,Constitutional Amendment 1,,No,,255,46,209
Plymouth,#2-Le Mars Convention Center,Constitutional Amendment 1,,No,,347,179,168
Plymouth,#3-Le Mars Convention Center,Constitutional Amendment 1,,No,,261,108,153
Plymouth,#4-Courthouse Annex,Constitutional Amendment 1,,No,,173,81,92
Plymouth,#5-Remsen Public Library,Constitutional Amendment 1,,No,,185,63,122
Plymouth,#6-Brunsville Legion Club,Constitutional Amendment 1,,No,,161,45,116
Plymouth,#7-Kissinger Community Center,Constitutional Amendment 1,,No,,182,50,132
Plymouth,#8-Perry Township Hall,Constitutional Amendment 1,,No,,159,64,95
Plymouth,#9-Hinton Community Center,Constitutional Amendment 1,,No,,258,75,183
Plymouth,#1-Le Mars Convention Center,Constitutional Amendment 1,,Yes,,1103,555,548
Plymouth,#10-Kingsley Community Center,Constitutional Amendment 1,,Yes,,956,256,700
Plymouth,#11-Wesley United Methodist Church,Constitutional Amendment 1,,Yes,,927,198,729
Plymouth,#2-Le Mars Convention Center,Constitutional Amendment 1,,Yes,,1503,831,672
Plymouth,#3-Le Mars Convention Center,Constitutional Amendment 1,,Yes,,995,445,550
Plymouth,#4-Courthouse Annex,Constitutional Amendment 1,,Yes,,830,465,365
Plymouth,#5-Remsen Public Library,Constitutional Amendment 1,,Yes,,976,389,587
Plymouth,#6-Brunsville Legion Club,Constitutional Amendment 1,,Yes,,622,201,421
Plymouth,#7-Kissinger Community Center,Constitutional Amendment 1,,Yes,,743,233,510
Plymouth,#8-Perry Township Hall,Constitutional Amendment 1,,Yes,,736,297,439
Plymouth,#9-Hinton Community Center,Constitutional Amendment 1,,Yes,,929,284,645
Plymouth,#1-Le Mars Convention Center,Constitutional Amendment 2,,No,,138,72,66
Plymouth,#10-Kingsley Community Center,Constitutional Amendment 2,,No,,124,37,87
Plymouth,#11-Wesley United Methodist Church,Constitutional Amendment 2,,No,,133,32,101
Plymouth,#2-Le Mars Convention Center,Constitutional Amendment 2,,No,,193,89,104
Plymouth,#3-Le Mars Convention Center,Constitutional Amendment 2,,No,,166,69,97
Plymouth,#4-Courthouse Annex,Constitutional Amendment 2,,No,,89,38,51
Plymouth,#5-Remsen Public Library,Constitutional Amendment 2,,No,,110,39,71
Plymouth,#6-Brunsville Legion Club,Constitutional Amendment 2,,No,,84,33,51
Plymouth,#7-Kissinger Community Center,Constitutional Amendment 2,,No,,102,29,73
Plymouth,#8-Perry Township Hall,Constitutional Amendment 2,,No,,104,47,57
Plymouth,#9-Hinton Community Center,Constitutional Amendment 2,,No,,131,32,99
Plymouth,#1-Le Mars Convention Center,Constitutional Amendment 2,,Yes,,1190,590,600
Plymouth,#10-Kingsley Community Center,Constitutional Amendment 2,,Yes,,1002,255,747
Plymouth,#11-Wesley United Methodist Church,Constitutional Amendment 2,,Yes,,1022,212,810
Plymouth,#2-Le Mars Convention Center,Constitutional Amendment 2,,Yes,,1580,875,705
Plymouth,#3-Le Mars Convention Center,Constitutional Amendment 2,,Yes,,1048,455,593
Plymouth,#4-Courthouse Annex,Constitutional Amendment 2,,Yes,,875,476,399
Plymouth,#5-Remsen Public Library,Constitutional Amendment 2,,Yes,,1009,388,621
Plymouth,#6-Brunsville Legion Club,Constitutional Amendment 2,,Yes,,675,204,471
Plymouth,#7-Kissinger Community Center,Constitutional Amendment 2,,Yes,,797,242,555
Plymouth,#8-Perry Township Hall,Constitutional Amendment 2,,Yes,,767,301,466
Plymouth,#9-Hinton Community Center,Constitutional Amendment 2,,Yes,,1019,309,710
Plymouth,#1-Le Mars Convention Center,County Agricultural Extension Council Member,,Brad Roepke,,468,212,256
Plymouth,#10-Kingsley Community Center,County Agricultural Extension Council Member,,Brad Roepke,,735,163,572
Plymouth,#11-Wesley United Methodist Church,County Agricultural Extension Council Member,,Brad Roepke,,402,66,336
Plymouth,#2-Le Mars Convention Center,County Agricultural Extension Council Member,,Brad Roepke,,618,318,300
Plymouth,#3-Le Mars Convention Center,County Agricultural Extension Council Member,,Brad Roepke,,415,164,251
Plymouth,#4-Courthouse Annex,County Agricultural Extension Council Member,,Brad Roepke,,388,182,206
Plymouth,#5-Remsen Public Library,County Agricultural Extension Council Member,,Brad Roepke,,490,176,314
Plymouth,#6-Brunsville Legion Club,County Agricultural Extension Council Member,,Brad Roepke,,297,86,211
Plymouth,#7-Kissinger Community Center,County Agricultural Extension Council Member,,Brad Roepke,,365,100,265
Plymouth,#8-Perry Township Hall,County Agricultural Extension Council Member,,Brad Roepke,,317,116,201
Plymouth,#9-Hinton Community Center,County Agricultural Extension Council Member,,Brad Roepke,,447,122,325
