county,precinct,office,district,candidate,party,votes,absentee,election_day
Louisa,West Louisa,Columbus City Township Trustee,,Eric Totemeier,,3,0,3
Louisa,West Louisa,Columbus City Township Trustee,,Kent Brown,,4,1,3
Louisa,West Louisa,Columbus City Township Trustee,,Write-In,,60,16,44
Louisa,West Louisa,Columbus City Township Trustee To Fill a Vacancy,,Ben Beukenhorst,,1,0,1
Louisa,West Louisa,Columbus City Township Trustee To Fill a Vacancy,,Write-In,,26,4,22
Louisa,West Louisa,Concord Township Trustee,,Anna Huston,,6,1,5
Louisa,West Louisa,Concord Township Trustee,,Robert Utter,,139,70,69
Louisa,West Louisa,Concord Township Trustee,,Write-In,,19,11,8
Louisa,Columbus Junction,Constitutional Amendment 1,,No,,116,39,77
Louisa,Grandview Port Louisa,Constitutional Amendment 1,,No,,220,97,123
Louisa,Morning Sun Marshall,Constitutional Amendment 1,,No,,121,31,90
Louisa,Southeast Louisa,Constitutional Amendment 1,,No,,291,157,134
Louisa,West Louisa,Constitutional Amendment 1,,No,,259,105,154
Louisa,Columbus Junction,Constitutional Amendment 1,,Yes,,412,120,292
Louisa,Grandview Port Louisa,Constitutional Amendment 1,,Yes,,788,359,429
Louisa,Morning Sun Marshall,Constitutional Amendment 1,,Yes,,553,165,388
Louisa,Southeast Louisa,Constitutional Amendment 1,,Yes,,1205,609,596
Louisa,West Louisa,Constitutional Amendment 1,,Yes,,815,297,518
Louisa,Columbus Junction,Constitutional Amendment 2,,No,,90,31,59
Louisa,Grandview Port Louisa,Constitutional Amendment 2,,No,,155,77,78
Louisa,Morning Sun Marshall,Constitutional Amendment 2,,No,,80,29,51
Louisa,Southeast Louisa,Constitutional Amendment 2,,No,,206,128,78
Louisa,West Louisa,Constitutional Amendment 2,,No,,182,87,95
Louisa,Columbus Junction,Constitutional Amendment 2,,Yes,,435,127,308
Louisa,Grandview Port Louisa,Constitutional Amendment 2,,Yes,,840,377,463
Louisa,Morning Sun Marshall,Constitutional Amendment 2,,Yes,,593,167,426
Louisa,Southeast Louisa,Constitutional Amendment 2,,Yes,,1283,632,651
Louisa,West Louisa,Constitutional Amendment 2,,Yes,,877,312,565
Louisa,Columbus Junction,County Agricultural Extension Council Member,,Julia Dieckman,,265,85,180
Louisa,Grandview Port Louisa,County Agricultural Extension Council Member,,Julia Dieckman,,588,262,326
