county,precinct,office,district,candidate,party,votes,absentee,election_day
Cass,Bear Grove/Cass Twp/Lewis,CAM School - Public Measure B,,No,,1,0,1
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,CAM School - Public Measure B,,No,,328,128,200
Cass,Noble Twp/Pleasant Twp/Griswold,CAM School - Public Measure B,,No,,5,2,3
Cass,Union Twp/Cumberland,CAM School - Public Measure B,,No,,162,41,121
Cass,Victoria/Edna/East Side of Massena Twp,CAM School - Public Measure B,,No,,163,44,119
Cass,West Massena Township/Massena,CAM School - Public Measure B,,No,,200,45,155
Cass,Bear Grove/Cass Twp/Lewis,CAM School - Public Measure B,,Yes,,0,0,0
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,CAM School - Public Measure B,,Yes,,531,166,365
Cass,Noble Twp/Pleasant Twp/Griswold,CAM School - Public Measure B,,Yes,,5,3,2
Cass,Union Twp/Cumberland,CAM School - Public Measure B,,Yes,,69,15,54
Cass,Victoria/Edna/East Side of Massena Twp,CAM School - Public Measure B,,Yes,,39,11,28
Cass,West Massena Township/Massena,CAM School - Public Measure B,,Yes,,28,5,23
Cass,Atlantic Ward 1,Cass County - Public Measure A,,No,,95,37,58
Cass,Atlantic Ward 2,Cass County - Public Measure A,,No,,94,35,59
Cass,Atlantic Ward 3,Cass County - Public Measure A,,No,,143,66,77
Cass,Atlantic Ward 4,Cass County - Public Measure A,,No,,138,63,75
Cass,Atlantic Ward 5,Cass County - Public Measure A,,No,,141,87,54
Cass,Bear Grove/Cass Twp/Lewis,Cass County - Public Measure A,,No,,97,30,67
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County - Public Measure A,,No,,143,55,88
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County - Public Measure A,,No,,311,94,217
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County - Public Measure A,,No,,155,43,112
Cass,Union Twp/Cumberland,Cass County - Public Measure A,,No,,72,15,57
Cass,Victoria/Edna/East Side of Massena Twp,Cass County - Public Measure A,,No,,59,18,41
Cass,West Massena Township/Massena,Cass County - Public Measure A,,No,,58,23,35
Cass,Atlantic Ward 1,Cass County - Public Measure A,,Yes,,388,184,204
Cass,Atlantic Ward 2,Cass County - Public Measure A,,Yes,,351,156,195
Cass,Atlantic Ward 3,Cass County - Public Measure A,,Yes,,551,256,295
Cass,Atlantic Ward 4,Cass County - Public Measure A,,Yes,,569,278,291
Cass,Atlantic Ward 5,Cass County - Public Measure A,,Yes,,575,300,275
Cass,Bear Grove/Cass Twp/Lewis,Cass County - Public Measure A,,Yes,,341,110,231
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County - Public Measure A,,Yes,,488,213,275
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County - Public Measure A,,Yes,,603,222,381
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County - Public Measure A,,Yes,,574,146,428
Cass,Union Twp/Cumberland,Cass County - Public Measure A,,Yes,,154,39,115
Cass,Victoria/Edna/East Side of Massena Twp,Cass County - Public Measure A,,Yes,,132,35,97
Cass,West Massena Township/Massena,Cass County - Public Measure A,,Yes,,161,23,138
Cass,Atlantic Ward 1,Cass County Hospital Trustee,,Leanne Pellett,,284,137,147
Cass,Atlantic Ward 2,Cass County Hospital Trustee,,Leanne Pellett,,295,132,163
Cass,Atlantic Ward 3,Cass County Hospital Trustee,,Leanne Pellett,,441,222,219
Cass,Atlantic Ward 4,Cass County Hospital Trustee,,Leanne Pellett,,481,240,241
Cass,Atlantic Ward 5,Cass County Hospital Trustee,,Leanne Pellett,,513,275,238
Cass,Bear Grove/Cass Twp/Lewis,Cass County Hospital Trustee,,Leanne Pellett,,287,100,187
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County Hospital Trustee,,Leanne Pellett,,481,202,279
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County Hospital Trustee,,Leanne Pellett,,618,214,404
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County Hospital Trustee,,Leanne Pellett,,463,111,352
Cass,Union Twp/Cumberland,Cass County Hospital Trustee,,Leanne Pellett,,129,26,103
Cass,Victoria/Edna/East Side of Massena Twp,Cass County Hospital Trustee,,Leanne Pellett,,121,36,85
Cass,West Massena Township/Massena,Cass County Hospital Trustee,,Leanne Pellett,,140,22,118
Cass,Atlantic Ward 1,Cass County Hospital Trustee,,Linda L Pelzer,,266,125,141
Cass,Atlantic Ward 2,Cass County Hospital Trustee,,Linda L Pelzer,,280,115,165
Cass,Atlantic Ward 3,Cass County Hospital Trustee,,Linda L Pelzer,,403,192,211
Cass,Atlantic Ward 4,Cass County Hospital Trustee,,Linda L Pelzer,,415,207,208
Cass,Atlantic Ward 5,Cass County Hospital Trustee,,Linda L Pelzer,,468,251,217
Cass,Bear Grove/Cass Twp/Lewis,Cass County Hospital Trustee,,Linda L Pelzer,,258,84,174
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County Hospital Trustee,,Linda L Pelzer,,380,160,220
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County Hospital Trustee,,Linda L Pelzer,,580,182,398
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County Hospital Trustee,,Linda L Pelzer,,537,125,412
Cass,Union Twp/Cumberland,Cass County Hospital Trustee,,Linda L Pelzer,,131,24,107
Cass,Victoria/Edna/East Side of Massena Twp,Cass County Hospital Trustee,,Linda L Pelzer,,118,31,87
Cass,West Massena Township/Massena,Cass County Hospital Trustee,,Linda L Pelzer,,139,24,115
Cass,Atlantic Ward 1,Cass County Hospital Trustee,,Ned Brown,,265,128,137
Cass,Atlantic Ward 2,Cass County Hospital Trustee,,Ned Brown,,249,109,140
Cass,Atlantic Ward 3,Cass County Hospital Trustee,,Ned Brown,,393,193,200
Cass,Atlantic Ward 4,Cass County Hospital Trustee,,Ned Brown,,426,208,218
Cass,Atlantic Ward 5,Cass County Hospital Trustee,,Ned Brown,,463,246,217
Cass,Bear Grove/Cass Twp/Lewis,Cass County Hospital Trustee,,Ned Brown,,233,79,154
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County Hospital Trustee,,Ned Brown,,391,166,225
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County Hospital Trustee,,Ned Brown,,585,201,384
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County Hospital Trustee,,Ned Brown,,410,102,308
Cass,Union Twp/Cumberland,Cass County Hospital Trustee,,Ned Brown,,111,24,87
Cass,Victoria/Edna/East Side of Massena Twp,Cass County Hospital Trustee,,Ned Brown,,106,29,77
Cass,West Massena Township/Massena,Cass County Hospital Trustee,,Ned Brown,,120,19,101
Cass,Atlantic Ward 1,Cass County Hospital Trustee,,Write-In,,2,1,1
Cass,Atlantic Ward 2,Cass County Hospital Trustee,,Write-In,,1,0,1
Cass,Atlantic Ward 3,Cass County Hospital Trustee,,Write-In,,5,2,3
Cass,Atlantic Ward 4,Cass County Hospital Trustee,,Write-In,,6,0,6
Cass,Atlantic Ward 5,Cass County Hospital Trustee,,Write-In,,6,1,5
Cass,Bear Grove/Cass Twp/Lewis,Cass County Hospital Trustee,,Write-In,,0,0,0
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Cass County Hospital Trustee,,Write-In,,13,6,7
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Cass County Hospital Trustee,,Write-In,,5,1,4
Cass,Noble Twp/Pleasant Twp/Griswold,Cass County Hospital Trustee,,Write-In,,2,0,2
Cass,Union Twp/Cumberland,Cass County Hospital Trustee,,Write-In,,7,1,6
Cass,Victoria/Edna/East Side of Massena Twp,Cass County Hospital Trustee,,Write-In,,1,0,1
Cass,West Massena Township/Massena,Cass County Hospital Trustee,,Write-In,,1,0,1
Cass,Atlantic Ward 1,Constitutional Amendment 1,,No,,88,45,43
Cass,Atlantic Ward 2,Constitutional Amendment 1,,No,,78,31,47
Cass,Atlantic Ward 3,Constitutional Amendment 1,,No,,124,51,73
Cass,Atlantic Ward 4,Constitutional Amendment 1,,No,,131,65,66
Cass,Atlantic Ward 5,Constitutional Amendment 1,,No,,125,68,57
Cass,Bear Grove/Cass Twp/Lewis,Constitutional Amendment 1,,No,,79,25,54
Cass,Brighton/Marne/Grove/Pymosa/Washington Twp,Constitutional Amendment 1,,No,,120,54,66
Cass,Grant/Anita/Lincoln/Benton/Franklin/Wiota,Constitutional Amendment 1,,No,,160,46,114
Cass,Noble Twp/Pleasant Twp/Griswold,Constitutional Amendment 1,,No,,166,48,118
Cass,Union Twp/Cumberland,Constitutional Amendment 1,,No,,45,11,34
Cass,Victoria/Edna/East Side of Massena Twp,Constitutional Amendment 1,,No,,43,13,30
Cass,West Massena Township/Massena,Constitutional Amendment 1,,No,,38,5,33
Cass,Atlantic Ward 1,Constitutional Amendment 1,,Yes,,375,166,209
Cass,Atlantic Ward 2,Constitutional Amendment 1,,Yes,,373,156,217
Cass,Atlantic Ward 3,Constitutional Amendment 1,,Yes,,530,251,279
Cass,Atlantic Ward 4,Constitutional Amendment 1,,Yes,,550,267,283
