county,precinct,office,district,candidate,party,votes,absentee,election_day
Montgomery,Elliott Community Building Precinct #4,Constitutional Amendment 1,,No,,108,0,108
Montgomery,Elliott Community Building Precinct #5,Constitutional Amendment 1,,No,,27,0,27
Montgomery,First Christian Church Precinct #3,Constitutional Amendment 1,,No,,176,0,176
Montgomery,Gold Fair Building Precinct #1,Constitutional Amendment 1,,No,,139,0,139
Montgomery,Gold Fair Building Precinct #2,Constitutional Amendment 1,,No,,152,0,152
Montgomery,Stanton Community Building Precinct #6,Constitutional Amendment 1,,No,,105,0,105
Montgomery,Villisca Community Building Precinct #7,Constitutional Amendment 1,,No,,134,0,134
Montgomery,Elliott Community Building Precinct #4,Constitutional Amendment 1,,Yes,,382,0,382
Montgomery,Elliott Community Building Precinct #5,Constitutional Amendment 1,,Yes,,123,0,123
Montgomery,First Christian Church Precinct #3,Constitutional Amendment 1,,Yes,,850,0,850
Montgomery,Gold Fair Building Precinct #1,Constitutional Amendment 1,,Yes,,668,0,668
Montgomery,Gold Fair Building Precinct #2,Constitutional Amendment 1,,Yes,,593,0,593
Montgomery,Stanton Community Building Precinct #6,Constitutional Amendment 1,,Yes,,536,0,536
Montgomery,Villisca Community Building Precinct #7,Constitutional Amendment 1,,Yes,,692,0,692
Montgomery,Elliott Community Building Precinct #4,Constitutional Amendment 2,,No,,61,0,61
Montgomery,Elliott Community Building Precinct #5,Constitutional Amendment 2,,No,,22,0,22
Montgomery,First Christian Church Precinct #3,Constitutional Amendment 2,,No,,107,0,107
Montgomery,Gold Fair Building Precinct #1,Constitutional Amendment 2,,No,,128,0,128
Montgomery,Gold Fair Building Precinct #2,Constitutional Amendment 2,,No,,81,0,81
Montgomery,Stanton Community Building Precinct #6,Constitutional Amendment 2,,No,,63,0,63
Montgomery,Villisca Community Building Precinct #7,Constitutional Amendment 2,,No,,88,0,88
Montgomery,Elliott Community Building Precinct #4,Constitutional Amendment 2,,Yes,,420,0,420
Montgomery,Elliott Community Building Precinct #5,Constitutional Amendment 2,,Yes,,125,0,125
Montgomery,First Christian Church Precinct #3,Constitutional Amendment 2,,Yes,,901,0,901
Montgomery,Gold Fair Building Precinct #1,Constitutional Amendment 2,,Yes,,671,0,671
Montgomery,Gold Fair Building Precinct #2,Constitutional Amendment 2,,Yes,,648,0,648
Montgomery,Stanton Community Building Precinct #6,Constitutional Amendment 2,,Yes,,576,0,576
Montgomery,Villisca Community Building Precinct #7,Constitutional Amendment 2,,Yes,,725,0,725
Montgomery,Elliott Community Building Precinct #4,County Agricultural Extension Council Member,,Chad Jacobs,,304,0,304
Montgomery,Elliott Community Building Precinct #5,County Agricultural Extension Council Member,,Chad Jacobs,,105,0,105
Montgomery,First Christian Church Precinct #3,County Agricultural Extension Council Member,,Chad Jacobs,,624,0,624
Montgomery,Gold Fair Building Precinct #1,County Agricultural Extension Council Member,,Chad Jacobs,,498,0,498
Montgomery,Gold Fair Building Precinct #2,County Agricultural Extension Council Member,,Chad Jacobs,,426,0,426
Montgomery,Stanton Community Building Precinct #6,County Agricultural Extension Council Member,,Chad Jacobs,,409,0,409
Montgomery,Villisca Community Building Precinct #7,County Agricultural Extension Council Member,,Chad Jacobs,,606,0,606
Montgomery,Elliott Community Building Precinct #4,County Agricultural Extension Council Member,,Edward Lucas Oster,,326,0,326
