county,precinct,office,district,candidate,party,votes,absentee,election_day
Sac,Auburn,Constitutional Amendment 1,,No,,61,8,53
Sac,Early,Constitutional Amendment 1,,No,,92,14,78
Sac,Lake View,Constitutional Amendment 1,,No,,169,52,117
Sac,Lytton,Constitutional Amendment 1,,No,,51,22,29
Sac,Nemaha,Constitutional Amendment 1,,No,,32,13,19
Sac,Odebolt,Constitutional Amendment 1,,No,,132,22,110
Sac,Sac City,Constitutional Amendment 1,,No,,226,93,133
Sac,Schaller,Constitutional Amendment 1,,No,,91,24,67
Sac,Wall Lake,Constitutional Amendment 1,,No,,100,24,76
Sac,Auburn,Constitutional Amendment 1,,Yes,,182,38,144
Sac,Early,Constitutional Amendment 1,,Yes,,289,58,231
Sac,Lake View,Constitutional Amendment 1,,Yes,,807,263,544
Sac,Lytton,Constitutional Amendment 1,,Yes,,248,73,175
Sac,Nemaha,Constitutional Amendment 1,,Yes,,153,35,118
Sac,Odebolt,Constitutional Amendment 1,,Yes,,534,108,426
Sac,Sac City,Constitutional Amendment 1,,Yes,,944,417,527
Sac,Schaller,Constitutional Amendment 1,,Yes,,451,87,364
Sac,Wall Lake,Constitutional Amendment 1,,Yes,,455,101,354
Sac,Auburn,Constitutional Amendment 2,,No,,34,7,27
Sac,Early,Constitutional Amendment 2,,No,,46,14,32
Sac,Lake View,Constitutional Amendment 2,,No,,103,34,69
Sac,Lytton,Constitutional Amendment 2,,No,,23,9,14
Sac,Nemaha,Constitutional Amendment 2,,No,,15,2,13
Sac,Odebolt,Constitutional Amendment 2,,No,,73,12,61
Sac,Sac City,Constitutional Amendment 2,,No,,148,51,97
Sac,Schaller,Constitutional Amendment 2,,No,,58,9,49
Sac,Wall Lake,Constitutional Amendment 2,,No,,47,11,36
Sac,Auburn,Constitutional Amendment 2,,Yes,,203,37,166
Sac,Early,Constitutional Amendment 2,,Yes,,328,55,273
Sac,Lake View,Constitutional Amendment 2,,Yes,,857,276,581
Sac,Lytton,Constitutional Amendment 2,,Yes,,269,84,185
Sac,Nemaha,Constitutional Amendment 2,,Yes,,169,46,123
Sac,Odebolt,Constitutional Amendment 2,,Yes,,587,117,470
Sac,Sac City,Constitutional Amendment 2,,Yes,,996,450,546
Sac,Schaller,Constitutional Amendment 2,,Yes,,480,101,379
Sac,Wall Lake,Constitutional Amendment 2,,Yes,,491,109,382
Sac,Auburn,County Agricultural Extension Council Member,,Alan Movall,,121,17,104
Sac,Early,County Agricultural Extension Council Member,,Alan Movall,,237,38,199
Sac,Lake View,County Agricultural Extension Council Member,,Alan Movall,,546,174,372
Sac,Lytton,County Agricultural Extension Council Member,,Alan Movall,,176,58,118
Sac,Nemaha,County Agricultural Extension Council Member,,Alan Movall,,124,28,96
Sac,Odebolt,County Agricultural Extension Council Member,,Alan Movall,,426,82,344
Sac,Sac City,County Agricultural Extension Council Member,,Alan Movall,,655,277,378
Sac,Schaller,County Agricultural Extension Council Member,,Alan Movall,,414,79,335
Sac,Wall Lake,County Agricultural Extension Council Member,,Alan Movall,,326,82,244
Sac,Auburn,County Agricultural Extension Council Member,,Julie Clayton,,184,35,149
Sac,Early,County Agricultural Extension Council Member,,Julie Clayton,,215,38,177
Sac,Lake View,County Agricultural Extension Council Member,,Julie Clayton,,730,234,496
Sac,Lytton,County Agricultural Extension Council Member,,Julie Clayton,,198,64,134
Sac,Nemaha,County Agricultural Extension Council Member,,Julie Clayton,,112,22,90
Sac,Odebolt,County Agricultural Extension Council Member,,Julie Clayton,,416,81,335
Sac,Sac City,County Agricultural Extension Council Member,,Julie Clayton,,700,297,403
Sac,Schaller,County Agricultural Extension Council Member,,Julie Clayton,,298,70,228
Sac,Wall Lake,County Agricultural Extension Council Member,,Julie Clayton,,405,94,311
Sac,Auburn,County Agricultural Extension Council Member,,Laurie Schmidt,,129,21,108
Sac,Early,County Agricultural Extension Council Member,,Laurie Schmidt,,265,43,222
Sac,Lake View,County Agricultural Extension Council Member,,Laurie Schmidt,,595,181,414
Sac,Lytton,County Agricultural Extension Council Member,,Laurie Schmidt,,183,61,122
Sac,Nemaha,County Agricultural Extension Council Member,,Laurie Schmidt,,142,35,107
Sac,Odebolt,County Agricultural Extension Council Member,,Laurie Schmidt,,413,84,329
Sac,Sac City,County Agricultural Extension Council Member,,Laurie Schmidt,,724,305,419
Sac,Schaller,County Agricultural Extension Council Member,,Laurie Schmidt,,393,86,307
Sac,Wall Lake,County Agricultural Extension Council Member,,Laurie Schmidt,,348,91,257
Sac,Auburn,County Agricultural Extension Council Member,,Mollie Scott,,141,22,119
Sac,Early,County Agricultural Extension Council Member,,Mollie Scott,,209,40,169
Sac,Lake View,County Agricultural Extension Council Member,,Mollie Scott,,697,220,477
Sac,Lytton,County Agricultural Extension Council Member,,Mollie Scott,,189,66,123
Sac,Nemaha,County Agricultural Extension Council Member,,Mollie Scott,,103,20,83
Sac,Odebolt,County Agricultural Extension Council Member,,Mollie Scott,,431,81,350
Sac,Sac City,County Agricultural Extension Council Member,,Mollie Scott,,714,312,402
Sac,Schaller,County Agricultural Extension Council Member,,Mollie Scott,,298,68,230
Sac,Wall Lake,County Agricultural Extension Council Member,,Mollie Scott,,385,90,295
Sac,Auburn,County Agricultural Extension Council Member,,Write-In,,0,0,0
