county,precinct,office,district,candidate,party,votes,absentee,election_day
Crawford,DCAB Precinct,Boyer Township - Public Measure A,,No,,49,0,49
Crawford,DCAB Precinct,Boyer Township - Public Measure A,,Yes,,47,0,47
Crawford,DCAB Precinct,Boyer Township Trustee,,Ken T Dunham,,97,0,97
Crawford,DCAB Precinct,Boyer Township Trustee,,Write-In,,0,0,0
Crawford,Charter Oak,Charter Oak Township - Public Measure B,,No,,27,0,27
Crawford,Charter Oak,Charter Oak Township - Public Measure B,,Yes,,56,0,56
Crawford,Charter Oak,Charter Oak Township Clerk To Fill a Vacancy,,Bethany Linkenhoker,,66,0,66
Crawford,Charter Oak,Charter Oak Township Clerk To Fill a Vacancy,,Write-In,,0,0,0
Crawford,Charter Oak,Charter Oak Township Trustee,,Adam Dorale,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee,,Alex Ladwig,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee,,Craig Miller,,2,0,2
Crawford,Charter Oak,Charter Oak Township Trustee,,Haven Reese,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee,,Peggy Sue Henschen,,2,0,2
Crawford,Charter Oak,Charter Oak Township Trustee,,Randy Reed,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee,,Travis Plough,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee,,Write-In,,0,0,0
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Bud Vogt,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Julie Staley,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Karla Dorale,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,None,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Ryan Topf,,2,0,2
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Tanner Weed,,1,0,1
Crawford,Charter Oak,Charter Oak Township Trustee To Fill a Vacancy,,Write-In,,0,0,0
Crawford,Charter Oak,Constitutional Amendment 1,,No,,81,0,81
Crawford,DCAB Precinct,Constitutional Amendment 1,,No,,132,0,132
Crawford,Denison 1st Ward,Constitutional Amendment 1,,No,,112,0,112
Crawford,Denison 2nd Ward / Denison TWP,Constitutional Amendment 1,,No,,134,0,134
Crawford,Denison 3rd Ward / Goodrich TWP,Constitutional Amendment 1,,No,,185,0,185
Crawford,Northeast Precinct,Constitutional Amendment 1,,No,,124,0,124
Crawford,SRK Precinct,Constitutional Amendment 1,,No,,121,0,121
Crawford,Southeast Precinct,Constitutional Amendment 1,,No,,156,0,156
Crawford,Charter Oak,Constitutional Amendment 1,,Yes,,384,0,384
Crawford,DCAB Precinct,Constitutional Amendment 1,,Yes,,515,0,515
Crawford,Denison 1st Ward,Constitutional Amendment 1,,Yes,,582,0,582
Crawford,Denison 2nd Ward / Denison TWP,Constitutional Amendment 1,,Yes,,634,0,634
Crawford,Denison 3rd Ward / Goodrich TWP,Constitutional Amendment 1,,Yes,,836,0,836
Crawford,Northeast Precinct,Constitutional Amendment 1,,Yes,,601,0,601
Crawford,SRK Precinct,Constitutional Amendment 1,,Yes,,652,0,652
