county,precinct,office,district,candidate,party,votes,absentee,election_day
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Bloomfield Township Trustee,,Michael A. Lucas,,155,38,117
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Bloomfield Township Trustee,,Rod Seyfert,,22,0,22
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Bloomfield Township Trustee,,Write-In,,8,2,6
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Brookfield Township Trustee,,Bill Brauer,,3,1,2
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Brookfield Township Trustee,,Brian Kilburg,,3,0,3
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Brookfield Township Trustee,,Write-In,,9,2,7
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Brookfield Township Trustee To Fill a Vacancy,,Tyler Adrian,,182,42,140
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Brookfield Township Trustee To Fill a Vacancy,,Write-In,,2,0,2
Clinton,LBRTY SPRNG RCK TRNTO WHTLND,Calamus Wheatland School - Public Measure FF,,No,,300,84,216
Clinton,OLIVE GRANT CALAMUS,Calamus Wheatland School - Public Measure FF,,No,,217,55,162
Clinton,ORANGE GRAND MOUND,Calamus Wheatland School - Public Measure FF,,No,,0,0,0
Clinton,WELTON WASHINGTON WELTON,Calamus Wheatland School - Public Measure FF,,No,,1,0,1
Clinton,LBRTY SPRNG RCK TRNTO WHTLND,Calamus Wheatland School - Public Measure FF,,Yes,,396,81,315
Clinton,OLIVE GRANT CALAMUS,Calamus Wheatland School - Public Measure FF,,Yes,,359,71,288
Clinton,ORANGE GRAND MOUND,Calamus Wheatland School - Public Measure FF,,Yes,,4,2,2
Clinton,WELTON WASHINGTON WELTON,Calamus Wheatland School - Public Measure FF,,Yes,,1,0,1
Clinton,CAMANCHE TWP,Camanche Township Trustee,,John T. Shaff,,77,37,40
Clinton,CAMANCHE TWP,Camanche Township Trustee,,Sam H. Shaff,,4,4,0
Clinton,CAMANCHE TWP,Camanche Township Trustee,,Write-In,,3,1,2
Clinton,CENTER DEEP CREEK GOOSE LAKE,Center Township Trustee,,Adam Jacobsen,,2,0,2
Clinton,CENTER DEEP CREEK GOOSE LAKE,Center Township Trustee,,Jerome Burken,,325,124,201
Clinton,CENTER DEEP CREEK GOOSE LAKE,Center Township Trustee,,Write-In,,4,0,4
Clinton,BLOOMFIELD BROOKFIELD DELMAR,Constitutional Amendment 1,,No,,138,32,106
Clinton,CAMANCHE 1,Constitutional Amendment 1,,No,,205,76,129
Clinton,CAMANCHE 2,Constitutional Amendment 1,,No,,208,78,130
Clinton,CAMANCHE TWP,Constitutional Amendment 1,,No,,17,11,6
Clinton,CENTER DEEP CREEK GOOSE LAKE,Constitutional Amendment 1,,No,,117,29,88
Clinton,CLINTON 1-1,Constitutional Amendment 1,,No,,157,82,75
Clinton,CLINTON 1-2,Constitutional Amendment 1,,No,,228,119,109
Clinton,CLINTON 2-1,Constitutional Amendment 1,,No,,157,82,75
Clinton,CLINTON 2-2,Constitutional Amendment 1,,No,,264,155,109
Clinton,CLINTON 3-1,Constitutional Amendment 1,,No,,209,136,73
Clinton,CLINTON 3-2,Constitutional Amendment 1,,No,,287,181,106
Clinton,CLINTON 4-1,Constitutional Amendment 1,,No,,309,180,129
Clinton,CLINTON 4-2,Constitutional Amendment 1,,No,,249,144,105
Clinton,DEWITT 1,Constitutional Amendment 1,,No,,270,100,170
