county,precinct,office,district,candidate,party,votes,absentee,election_day
Clayton,CASS,Cass Township Trustee,,David E. Gould,,164,30,134
Clayton,CASS,Cass Township Trustee,,Write-In,,0,0,0
Clayton,CASS,Cass Township Trustee To Fill a Vacancy,,Rande Moeller,,196,42,154
Clayton,CASS,Cass Township Trustee To Fill a Vacancy,,Write-In,,0,0,0
Clayton,BOARDMAN-HIGHLAND-READ,Constitutional Amendment 1,,No,,221,110,111
Clayton,BUENA VISTA-MILLVILLE,Constitutional Amendment 1,,No,,78,29,49
Clayton,CASS,Constitutional Amendment 1,,No,,142,26,116
Clayton,CLAYTON-GARNAVILLO,Constitutional Amendment 1,,No,,109,34,75
Clayton,COX CREEK-SPERRY,Constitutional Amendment 1,,No,,83,27,56
Clayton,ELK-MALLORY-VOLGA,Constitutional Amendment 1,,No,,101,34,67
Clayton,FARMERSBURG-WAGNER,Constitutional Amendment 1,,No,,76,18,58
Clayton,GIARD-MONONA,Constitutional Amendment 1,,No,,209,41,168
Clayton,GRAND MEADOW-MARION,Constitutional Amendment 1,,No,,55,18,37
Clayton,JEFFERSON,Constitutional Amendment 1,,No,,212,79,133
Clayton,LODOMILLO,Constitutional Amendment 1,,No,,50,11,39
Clayton,MENDON,Constitutional Amendment 1,,No,,153,54,99
Clayton,BOARDMAN-HIGHLAND-READ,Constitutional Amendment 1,,Yes,,862,375,487
Clayton,BUENA VISTA-MILLVILLE,Constitutional Amendment 1,,Yes,,295,71,224
Clayton,CASS,Constitutional Amendment 1,,Yes,,597,126,471
Clayton,CLAYTON-GARNAVILLO,Constitutional Amendment 1,,Yes,,511,134,377
Clayton,COX CREEK-SPERRY,Constitutional Amendment 1,,Yes,,348,87,261
Clayton,ELK-MALLORY-VOLGA,Constitutional Amendment 1,,Yes,,420,102,318
Clayton,FARMERSBURG-WAGNER,Constitutional Amendment 1,,Yes,,390,101,289
Clayton,GIARD-MONONA,Constitutional Amendment 1,,Yes,,990,221,769
Clayton,GRAND MEADOW-MARION,Constitutional Amendment 1,,Yes,,288,123,165
Clayton,JEFFERSON,Constitutional Amendment 1,,Yes,,1062,335,727
Clayton,LODOMILLO,Constitutional Amendment 1,,Yes,,254,56,198
Clayton,MENDON,Constitutional Amendment 1,,Yes,,713,216,497
Clayton,BOARDMAN-HIGHLAND-READ,Constitutional Amendment 2,,No,,189,112,77
Clayton,BUENA VISTA-MILLVILLE,Constitutional Amendment 2,,No,,58,13,45
Clayton,CASS,Constitutional Amendment 2,,No,,125,29,96
Clayton,CLAYTON-GARNAVILLO,Constitutional Amendment 2,,No,,86,28,58
Clayton,COX CREEK-SPERRY,Constitutional Amendment 2,,No,,57,22,35
Clayton,ELK-MALLORY-VOLGA,Constitutional Amendment 2,,No,,84,30,54
Clayton,FARMERSBURG-WAGNER,Constitutional Amendment 2,,No,,57,14,43
Clayton,GIARD-MONONA,Constitutional Amendment 2,,No,,144,31,113
Clayton,GRAND MEADOW-MARION,Constitutional Amendment 2,,No,,48,20,28
Clayton,JEFFERSON,Constitutional Amendment 2,,No,,170,62,108
Clayton,LODOMILLO,Constitutional Amendment 2,,No,,36,7,29
Clayton,MENDON,Constitutional Amendment 2,,No,,146,55,91
Clayton,BOARDMAN-HIGHLAND-READ,Constitutional Amendment 2,,Yes,,891,376,515
Clayton,BUENA VISTA-MILLVILLE,Constitutional Amendment 2,,Yes,,321,86,235
Clayton,CASS,Constitutional Amendment 2,,Yes,,603,126,477
Clayton,CLAYTON-GARNAVILLO,Constitutional Amendment 2,,Yes,,521,140,381
Clayton,COX CREEK-SPERRY,Constitutional Amendment 2,,Yes,,368,95,273
Clayton,ELK-MALLORY-VOLGA,Constitutional Amendment 2,,Yes,,435,103,332
