county,precinct,office,district,candidate,party,votes,absentee,election_day
Clay,Lincoln-Clay-Lone Tree-Riverton,Clay Township Trustee,,Kevin E White,,80,18,62
Clay,Lincoln-Clay-Lone Tree-Riverton,Clay Township Trustee,,Lee Douglas Geerdes,,80,18,62
Clay,Lincoln-Clay-Lone Tree-Riverton,Clay Township Trustee,,Write-In,,2,0,2
Clay,City of Spencer Ward 1,Constitutional Amendment 1,,No,,158,83,75
Clay,City of Spencer Ward 2,Constitutional Amendment 1,,No,,182,69,113
Clay,City of Spencer Ward 3,Constitutional Amendment 1,,No,,168,88,80
Clay,City of Spencer Ward 5,Constitutional Amendment 1,,No,,189,112,77
Clay,Douglas-Peterson,Constitutional Amendment 1,,No,,79,19,60
Clay,Garfield-Herdland,Constitutional Amendment 1,,No,,36,13,23
Clay,Lake-Freeman,Constitutional Amendment 1,,No,,62,25,37
Clay,Lincoln-Clay-Lone Tree-Riverton,Constitutional Amendment 1,,No,,123,47,76
Clay,Logan-Gillett Grove,Constitutional Amendment 1,,No,,45,16,29
Clay,Spencer Ward 4,Constitutional Amendment 1,,No,,247,132,115
Clay,Summit-Meadow-Sioux,Constitutional Amendment 1,,No,,113,56,57
Clay,Waterford-City of Everly,Constitutional Amendment 1,,No,,52,10,42
Clay,City of Spencer Ward 1,Constitutional Amendment 1,,Yes,,652,316,336
Clay,City of Spencer Ward 2,Constitutional Amendment 1,,Yes,,677,327,350
Clay,City of Spencer Ward 3,Constitutional Amendment 1,,Yes,,781,393,388
Clay,City of Spencer Ward 5,Constitutional Amendment 1,,Yes,,836,492,344
Clay,Douglas-Peterson,Constitutional Amendment 1,,Yes,,285,78,207
Clay,Garfield-Herdland,Constitutional Amendment 1,,Yes,,178,53,125
Clay,Lake-Freeman,Constitutional Amendment 1,,Yes,,210,76,134
Clay,Lincoln-Clay-Lone Tree-Riverton,Constitutional Amendment 1,,Yes,,562,201,361
Clay,Logan-Gillett Grove,Constitutional Amendment 1,,Yes,,199,65,134
Clay,Spencer Ward 4,Constitutional Amendment 1,,Yes,,1079,597,482
Clay,Summit-Meadow-Sioux,Constitutional Amendment 1,,Yes,,451,225,226
Clay,Waterford-City of Everly,Constitutional Amendment 1,,Yes,,282,53,229
Clay,City of Spencer Ward 1,Constitutional Amendment 2,,No,,119,70,49
Clay,City of Spencer Ward 2,Constitutional Amendment 2,,No,,131,52,79
Clay,City of Spencer Ward 3,Constitutional Amendment 2,,No,,110,63,47
Clay,City of Spencer Ward 5,Constitutional Amendment 2,,No,,116,71,45
Clay,Douglas-Peterson,Constitutional Amendment 2,,No,,54,21,33
Clay,Garfield-Herdland,Constitutional Amendment 2,,No,,26,12,14
Clay,Lake-Freeman,Constitutional Amendment 2,,No,,41,16,25
Clay,Lincoln-Clay-Lone Tree-Riverton,Constitutional Amendment 2,,No,,57,22,35
Clay,Logan-Gillett Grove,Constitutional Amendment 2,,No,,43,14,29
Clay,Spencer Ward 4,Constitutional Amendment 2,,No,,143,84,59
Clay,Summit-Meadow-Sioux,Constitutional Amendment 2,,No,,76,40,36
Clay,Waterford-City of Everly,Constitutional Amendment 2,,No,,44,6,38
Clay,City of Spencer Ward 1,Constitutional Amendment 2,,Yes,,683,325,358
Clay,City of Spencer Ward 2,Constitutional Amendment 2,,Yes,,709,335,374
Clay,City of Spencer Ward 3,Constitutional Amendment 2,,Yes,,826,415,411
Clay,City of Spencer Ward 5,Constitutional Amendment 2,,Yes,,896,525,371
Clay,Douglas-Peterson,Constitutional Amendment 2,,Yes,,304,75,229
Clay,Garfield-Herdland,Constitutional Amendment 2,,Yes,,179,49,130
Clay,Lake-Freeman,Constitutional Amendment 2,,Yes,,228,84,144
Clay,Lincoln-Clay-Lone Tree-Riverton,Constitutional Amendment 2,,Yes,,628,224,404
Clay,Logan-Gillett Grove,Constitutional Amendment 2,,Yes,,195,65,130
Clay,Spencer Ward 4,Constitutional Amendment 2,,Yes,,1166,634,532
Clay,Summit-Meadow-Sioux,Constitutional Amendment 2,,Yes,,470,234,236
Clay,Waterford-City of Everly,Constitutional Amendment 2,,Yes,,293,59,234
Clay,City of Spencer Ward 1,County Agricultural Extension Council Member,,Adam Batschelet,,377,180,197
Clay,City of Spencer Ward 2,County Agricultural Extension Council Member,,Adam Batschelet,,397,199,198
Clay,City of Spencer Ward 3,County Agricultural Extension Council Member,,Adam Batschelet,,454,242,212
Clay,City of Spencer Ward 5,County Agricultural Extension Council Member,,Adam Batschelet,,512,315,197
Clay,Douglas-Peterson,County Agricultural Extension Council Member,,Adam Batschelet,,203,44,159
Clay,Garfield-Herdland,County Agricultural Extension Council Member,,Adam Batschelet,,127,32,95
Clay,Lake-Freeman,County Agricultural Extension Council Member,,Adam Batschelet,,105,35,70
Clay,Lincoln-Clay-Lone Tree-Riverton,County Agricultural Extension Council Member,,Adam Batschelet,,430,156,274
Clay,Logan-Gillett Grove,County Agricultural Extension Council Member,,Adam Batschelet,,130,35,95
Clay,Spencer Ward 4,County Agricultural Extension Council Member,,Adam Batschelet,,673,377,296
Clay,Summit-Meadow-Sioux,County Agricultural Extension Council Member,,Adam Batschelet,,264,127,137
Clay,Waterford-City of Everly,County Agricultural Extension Council Member,,Adam Batschelet,,196,35,161
Clay,City of Spencer Ward 1,County Agricultural Extension Council Member,,Clint L. Hoermann,,249,115,134
Clay,City of Spencer Ward 2,County Agricultural Extension Council Member,,Clint L. Hoermann,,269,124,145
Clay,City of Spencer Ward 3,County Agricultural Extension Council Member,,Clint L. Hoermann,,301,150,151
Clay,City of Spencer Ward 5,County Agricultural Extension Council Member,,Clint L. Hoermann,,296,172,124
Clay,Douglas-Peterson,County Agricultural Extension Council Member,,Clint L. Hoermann,,171,33,138
Clay,Garfield-Herdland,County Agricultural Extension Council Member,,Clint L. Hoermann,,86,19,67
Clay,Lake-Freeman,County Agricultural Extension Council Member,,Clint L. Hoermann,,83,21,62
Clay,Lincoln-Clay-Lone Tree-Riverton,County Agricultural Extension Council Member,,Clint L. Hoermann,,356,107,249
Clay,Logan-Gillett Grove,County Agricultural Extension Council Member,,Clint L. Hoermann,,81,20,61
Clay,Spencer Ward 4,County Agricultural Extension Council Member,,Clint L. Hoermann,,425,207,218
