county,precinct,office,district,candidate,party,votes,absentee,election_day
Jackson,Pct 1- Bellevue Community Center,Bellevue Township Trustee,,Charles Medinger,,284,97,187
Jackson,Pct 1- Bellevue Community Center,Bellevue Township Trustee,,William Charles Bevan,,231,80,151
Jackson,Pct 1- Bellevue Community Center,Bellevue Township Trustee,,Write-In,,4,0,4
Jackson,Pct 1- Bellevue Community Center,Bellevue Township Trustee To Fill a Vacancy,,Hunter Zeimet,,299,102,197
Jackson,Pct 1- Bellevue Community Center,Bellevue Township Trustee To Fill a Vacancy,,Write-In,,3,0,3
Jackson,Pct 3- St Lawrence Community Hall,Brandon Township Trustee,,David Burmahl,,98,52,46
Jackson,Pct 3- St Lawrence Community Hall,Brandon Township Trustee,,Terry Frahm,,82,49,33
Jackson,Pct 3- St Lawrence Community Hall,Brandon Township Trustee,,Write-In,,3,1,2
Jackson,Pct 3- St Lawrence Community Hall,Butler Township Trustee,,Jeff Lynch,,157,55,102
Jackson,Pct 3- St Lawrence Community Hall,Butler Township Trustee,,Michael Weber,,126,49,77
Jackson,Pct 3- St Lawrence Community Hall,Butler Township Trustee,,Write-In,,2,0,2
Jackson,Pct 1- Bellevue Community Center,Constitutional Amendment 1,,No,,293,77,216
Jackson,Pct 10- 2nd Ward Maquoketa City,Constitutional Amendment 1,,No,,80,28,52
Jackson,Pct 11- 3rd Ward Maquoketa City,Constitutional Amendment 1,,No,,93,30,63
Jackson,Pct 12- 4th Ward Maquoketa City,Constitutional Amendment 1,,No,,136,67,69
Jackson,Pct 13- 5th Ward Maquoketa City,Constitutional Amendment 1,,No,,127,67,60
Jackson,Pct 2- LaMotte Recreation Center,Constitutional Amendment 1,,No,,227,69,158
Jackson,Pct 3- St Lawrence Community Hall,Constitutional Amendment 1,,No,,136,42,94
Jackson,Pct 4- Andrew City Hall,Constitutional Amendment 1,,No,,132,35,97
Jackson,Pct 5- Springbrook City Hall,Constitutional Amendment 1,,No,,62,13,49
Jackson,Pct 6- Fairgrds-Pearson Center,Constitutional Amendment 1,,No,,252,118,134
Jackson,Pct 7- Preston Community Hall,Constitutional Amendment 1,,No,,230,48,182
Jackson,Pct 8- Sabula City Hall,Constitutional Amendment 1,,No,,68,15,53
Jackson,Pct 9- 1st Ward Maquoketa City,Constitutional Amendment 1,,No,,78,27,51
Jackson,Pct 1- Bellevue Community Center,Constitutional Amendment 1,,Yes,,1240,422,818
