county,precinct,office,district,candidate,party,votes,absentee,election_day
Marshall,Bangor/Liscomb/Taylor,Bangor Township Trustee,,Tim Lehman,,122,23,99
Marshall,Bangor/Liscomb/Taylor,Bangor Township Trustee,,Write-In,,2,0,2
Marshall,State Center,City of State Center - Public Measure OY,,No,,284,80,204
Marshall,State Center,City of State Center - Public Measure OY,,Yes,,439,98,341
Marshall,Bangor/Liscomb/Taylor,Constitutional Amendment 1,,No,,179,78,101
Marshall,EDEN/LOGAN/WASHINGTON,Constitutional Amendment 1,,No,,212,61,151
Marshall,Green Castle/LeGrand,Constitutional Amendment 1,,No,,226,84,142
Marshall,Jefferson/Timber Creek,Constitutional Amendment 1,,No,,174,102,72
Marshall,Liberty/Marietta/Minerva,Constitutional Amendment 1,,No,,107,36,71
Marshall,Marion/Vienna,Constitutional Amendment 1,,No,,125,55,70
Marshall,Marshalltown City Ward 1,Constitutional Amendment 1,,No,,222,91,131
Marshall,Marshalltown City Ward 2,Constitutional Amendment 1,,No,,510,296,214
Marshall,Marshalltown City Ward 3,Constitutional Amendment 1,,No,,614,385,229
Marshall,Marshalltown City Ward 4,Constitutional Amendment 1,,No,,440,234,206
Marshall,State Center,Constitutional Amendment 1,,No,,187,52,135
Marshall,Bangor/Liscomb/Taylor,Constitutional Amendment 1,,Yes,,732,291,441
Marshall,EDEN/LOGAN/WASHINGTON,Constitutional Amendment 1,,Yes,,924,274,650
Marshall,Green Castle/LeGrand,Constitutional Amendment 1,,Yes,,1012,337,675
Marshall,Jefferson/Timber Creek,Constitutional Amendment 1,,Yes,,853,446,407
Marshall,Liberty/Marietta/Minerva,Constitutional Amendment 1,,Yes,,458,112,346
Marshall,Marion/Vienna,Constitutional Amendment 1,,Yes,,489,200,289
Marshall,Marshalltown City Ward 1,Constitutional Amendment 1,,Yes,,1014,492,522
Marshall,Marshalltown City Ward 2,Constitutional Amendment 1,,Yes,,2005,1177,828
Marshall,Marshalltown City Ward 3,Constitutional Amendment 1,,Yes,,2397,1435,962
Marshall,Marshalltown City Ward 4,Constitutional Amendment 1,,Yes,,1888,1003,885
Marshall,State Center,Constitutional Amendment 1,,Yes,,852,242,610
Marshall,Bangor/Liscomb/Taylor,Constitutional Amendment 2,,No,,137,55,82
Marshall,EDEN/LOGAN/WASHINGTON,Constitutional Amendment 2,,No,,158,52,106
Marshall,Green Castle/LeGrand,Constitutional Amendment 2,,No,,178,61,117
Marshall,Jefferson/Timber Creek,Constitutional Amendment 2,,No,,139,80,59
Marshall,Liberty/Marietta/Minerva,Constitutional Amendment 2,,No,,71,19,52
Marshall,Marion/Vienna,Constitutional Amendment 2,,No,,102,42,60
Marshall,Marshalltown City Ward 1,Constitutional Amendment 2,,No,,200,99,101
Marshall,Marshalltown City Ward 2,Constitutional Amendment 2,,No,,488,285,203
Marshall,Marshalltown City Ward 3,Constitutional Amendment 2,,No,,482,294,188
Marshall,Marshalltown City Ward 4,Constitutional Amendment 2,,No,,387,213,174
Marshall,State Center,Constitutional Amendment 2,,No,,143,39,104
Marshall,Bangor/Liscomb/Taylor,Constitutional Amendment 2,,Yes,,765,311,454
Marshall,EDEN/LOGAN/WASHINGTON,Constitutional Amendment 2,,Yes,,945,267,678
Marshall,Green Castle/LeGrand,Constitutional Amendment 2,,Yes,,1026,348,678
Marshall,Jefferson/Timber Creek,Constitutional Amendment 2,,Yes,,864,466,398
Marshall,Liberty/Marietta/Minerva,Constitutional Amendment 2,,Yes,,486,126,360
Marshall,Marion/Vienna,Constitutional Amendment 2,,Yes,,498,204,294
Marshall,Marshalltown City Ward 1,Constitutional Amendment 2,,Yes,,995,454,541
Marshall,Marshalltown City Ward 2,Constitutional Amendment 2,,Yes,,1943,1125,818
Marshall,Marshalltown City Ward 3,Constitutional Amendment 2,,Yes,,2436,1467,969
Marshall,Marshalltown City Ward 4,Constitutional Amendment 2,,Yes,,1858,970,888
Marshall,State Center,Constitutional Amendment 2,,Yes,,881,251,630
Marshall,Bangor/Liscomb/Taylor,County Agricultural Extension Council Member,,Colton Paul,,564,208,356
Marshall,EDEN/LOGAN/WASHINGTON,County Agricultural Extension Council Member,,Colton Paul,,684,186,498
Marshall,Green Castle/LeGrand,County Agricultural Extension Council Member,,Colton Paul,,759,283,476
Marshall,Jefferson/Timber Creek,County Agricultural Extension Council Member,,Colton Paul,,656,354,302
Marshall,Liberty/Marietta/Minerva,County Agricultural Extension Council Member,,Colton Paul,,371,88,283
Marshall,Marion/Vienna,County Agricultural Extension Council Member,,Colton Paul,,332,148,184
Marshall,Marshalltown City Ward 1,County Agricultural Extension Council Member,,Colton Paul,,525,264,261
Marshall,Marshalltown City Ward 2,County Agricultural Extension Council Member,,Colton Paul,,1231,738,493
Marshall,Marshalltown City Ward 3,County Agricultural Extension Council Member,,Colton Paul,,1641,991,650
