county,precinct,office,district,candidate,party,votes,absentee,election_day
Osceola,ASHTON,Constitutional Amendment 1,,No,,69,15,54
Osceola,HARRIS,Constitutional Amendment 1,,No,,29,4,25
Osceola,MAY CITY,Constitutional Amendment 1,,No,,24,4,20
Osceola,MELVIN,Constitutional Amendment 1,,No,,64,7,57
Osceola,OCHEYEDAN,Constitutional Amendment 1,,No,,53,8,45
Osceola,OSCEOLA 1,Constitutional Amendment 1,,No,,84,39,45
Osceola,OSCEOLA 2,Constitutional Amendment 1,,No,,96,30,66
Osceola,OSCEOLA 3,Constitutional Amendment 1,,No,,83,31,52
Osceola,ASHTON,Constitutional Amendment 1,,Yes,,321,71,250
Osceola,HARRIS,Constitutional Amendment 1,,Yes,,149,21,128
Osceola,MAY CITY,Constitutional Amendment 1,,Yes,,109,23,86
Osceola,MELVIN,Constitutional Amendment 1,,Yes,,215,47,168
Osceola,OCHEYEDAN,Constitutional Amendment 1,,Yes,,274,58,216
Osceola,OSCEOLA 1,Constitutional Amendment 1,,Yes,,359,113,246
Osceola,OSCEOLA 2,Constitutional Amendment 1,,Yes,,455,161,294
Osceola,OSCEOLA 3,Constitutional Amendment 1,,Yes,,505,174,331
Osceola,ASHTON,Constitutional Amendment 2,,No,,37,10,27
Osceola,HARRIS,Constitutional Amendment 2,,No,,23,3,20
Osceola,MAY CITY,Constitutional Amendment 2,,No,,14,0,14
Osceola,MELVIN,Constitutional Amendment 2,,No,,39,2,37
Osceola,OCHEYEDAN,Constitutional Amendment 2,,No,,34,8,26
Osceola,OSCEOLA 1,Constitutional Amendment 2,,No,,50,21,29
Osceola,OSCEOLA 2,Constitutional Amendment 2,,No,,53,18,35
Osceola,OSCEOLA 3,Constitutional Amendment 2,,No,,50,19,31
Osceola,ASHTON,Constitutional Amendment 2,,Yes,,346,74,272
Osceola,HARRIS,Constitutional Amendment 2,,Yes,,153,22,131
Osceola,MAY CITY,Constitutional Amendment 2,,Yes,,120,27,93
Osceola,MELVIN,Constitutional Amendment 2,,Yes,,238,53,185
Osceola,OCHEYEDAN,Constitutional Amendment 2,,Yes,,286,58,228
Osceola,OSCEOLA 1,Constitutional Amendment 2,,Yes,,382,126,256
Osceola,OSCEOLA 2,Constitutional Amendment 2,,Yes,,497,170,327
Osceola,OSCEOLA 3,Constitutional Amendment 2,,Yes,,527,180,347
Osceola,ASHTON,County Agricultural Extension Council Member,,Angie Van Gelder,,279,62,217
Osceola,HARRIS,County Agricultural Extension Council Member,,Angie Van Gelder,,123,15,108
Osceola,MAY CITY,County Agricultural Extension Council Member,,Angie Van Gelder,,109,22,87
Osceola,MELVIN,County Agricultural Extension Council Member,,Angie Van Gelder,,209,40,169
Osceola,OCHEYEDAN,County Agricultural Extension Council Member,,Angie Van Gelder,,261,53,208
Osceola,OSCEOLA 1,County Agricultural Extension Council Member,,Angie Van Gelder,,318,100,218
Osceola,OSCEOLA 2,County Agricultural Extension Council Member,,Angie Van Gelder,,434,155,279
Osceola,OSCEOLA 3,County Agricultural Extension Council Member,,Angie Van Gelder,,493,164,329
Osceola,ASHTON,County Agricultural Extension Council Member,,Dea Pedley,,244,61,183
Osceola,HARRIS,County Agricultural Extension Council Member,,Dea Pedley,,117,16,101
Osceola,MAY CITY,County Agricultural Extension Council Member,,Dea Pedley,,89,16,73
Osceola,MELVIN,County Agricultural Extension Council Member,,Dea Pedley,,197,40,157
Osceola,OCHEYEDAN,County Agricultural Extension Council Member,,Dea Pedley,,268,54,214
Osceola,OSCEOLA 1,County Agricultural Extension Council Member,,Dea Pedley,,305,103,202
Osceola,OSCEOLA 2,County Agricultural Extension Council Member,,Dea Pedley,,394,146,248
Osceola,OSCEOLA 3,County Agricultural Extension Council Member,,Dea Pedley,,440,152,288
Osceola,ASHTON,County Agricultural Extension Council Member,,Jaime Huls,,256,58,198
Osceola,HARRIS,County Agricultural Extension Council Member,,Jaime Huls,,97,14,83
Osceola,MAY CITY,County Agricultural Extension Council Member,,Jaime Huls,,75,15,60
Osceola,MELVIN,County Agricultural Extension Council Member,,Jaime Huls,,165,33,132
Osceola,OCHEYEDAN,County Agricultural Extension Council Member,,Jaime Huls,,216,42,174
Osceola,OSCEOLA 1,County Agricultural Extension Council Member,,Jaime Huls,,293,100,193
Osceola,OSCEOLA 2,County Agricultural Extension Council Member,,Jaime Huls,,385,145,240
Osceola,OSCEOLA 3,County Agricultural Extension Council Member,,Jaime Huls,,445,154,291
Osceola,ASHTON,County Agricultural Extension Council Member,,Justin Nasers,,282,68,214
Osceola,HARRIS,County Agricultural Extension Council Member,,Justin Nasers,,104,16,88
Osceola,MAY CITY,County Agricultural Extension Council Member,,Justin Nasers,,96,17,79
Osceola,MELVIN,County Agricultural Extension Council Member,,Justin Nasers,,179,34,145
Osceola,OCHEYEDAN,County Agricultural Extension Council Member,,Justin Nasers,,246,45,201
Osceola,OSCEOLA 1,County Agricultural Extension Council Member,,Justin Nasers,,329,100,229
Osceola,OSCEOLA 2,County Agricultural Extension Council Member,,Justin Nasers,,419,155,264
Osceola,OSCEOLA 3,County Agricultural Extension Council Member,,Justin Nasers,,486,170,316
Osceola,ASHTON,County Agricultural Extension Council Member,,Write-In,,0,0,0
Osceola,HARRIS,County Agricultural Extension Council Member,,Write-In,,1,0,1
Osceola,MAY CITY,County Agricultural Extension Council Member,,Write-In,,0,0,0
Osceola,MELVIN,County Agricultural Extension Council Member,,Write-In,,9,0,9
Osceola,OCHEYEDAN,County Agricultural Extension Council Member,,Write-In,,5,0,5
Osceola,OSCEOLA 1,County Agricultural Extension Council Member,,Write-In,,3,0,3
Osceola,OSCEOLA 2,County Agricultural Extension Council Member,,Write-In,,1,0,1
Osceola,OSCEOLA 3,County Agricultural Extension Council Member,,Write-In,,3,2,1
Osceola,ASHTON,County Auditor,,Rochelle Van Tilburg,REP,373,83,290
Osceola,HARRIS,County Auditor,,Rochelle Van Tilburg,REP,162,25,137
Osceola,MAY CITY,County Auditor,,Rochelle Van Tilburg,REP,134,28,106
Osceola,MELVIN,County Auditor,,Rochelle Van Tilburg,REP,270,53,217
Osceola,OCHEYEDAN,County Auditor,,Rochelle Van Tilburg,REP,332,65,267
Osceola,OSCEOLA 1,County Auditor,,Rochelle Van Tilburg,REP,450,150,300
Osceola,OSCEOLA 2,County Auditor,,Rochelle Van Tilburg,REP,563,194,369
Osceola,OSCEOLA 3,County Auditor,,Rochelle Van Tilburg,REP,613,217,396
Osceola,ASHTON,County Auditor,,Write-In,,1,0,1
Osceola,HARRIS,County Auditor,,Write-In,,0,0,0
Osceola,MAY CITY,County Auditor,,Write-In,,1,0,1
Osceola,MELVIN,County Auditor,,Write-In,,2,0,2
Osceola,OCHEYEDAN,County Auditor,,Write-In,,1,0,1
Osceola,OSCEOLA 1,County Auditor,,Write-In,,2,0,2
Osceola,OSCEOLA 2,County Auditor,,Write-In,,0,0,0
Osceola,OSCEOLA 3,County Auditor,,Write-In,,5,3,2
Osceola,ASHTON,County Sheriff,,Kevin Wollmuth,REP,373,79,294
Osceola,HARRIS,County Sheriff,,Kevin Wollmuth,REP,168,24,144
Osceola,MAY CITY,County Sheriff,,Kevin Wollmuth,REP,137,29,108
Osceola,MELVIN,County Sheriff,,Kevin Wollmuth,REP,264,53,211
Osceola,OCHEYEDAN,County Sheriff,,Kevin Wollmuth,REP,336,63,273
Osceola,OSCEOLA 1,County Sheriff,,Kevin Wollmuth,REP,432,148,284
Osceola,OSCEOLA 2,County Sheriff,,Kevin Wollmuth,REP,549,191,358
Osceola,OSCEOLA 3,County Sheriff,,Kevin Wollmuth,REP,612,224,388
Osceola,ASHTON,County Sheriff,,Write-In,,5,0,5
Osceola,HARRIS,County Sheriff,,Write-In,,0,0,0
Osceola,MAY CITY,County Sheriff,,Write-In,,1,0,1
Osceola,MELVIN,County Sheriff,,Write-In,,7,0,7
Osceola,OCHEYEDAN,County Sheriff,,Write-In,,4,0,4
Osceola,OSCEOLA 1,County Sheriff,,Write-In,,15,2,13
Osceola,OSCEOLA 2,County Sheriff,,Write-In,,8,1,7
Osceola,OSCEOLA 3,County Sheriff,,Write-In,,14,2,12
Osceola,OSCEOLA 2,County Supervisor,2,Jayson Vande Hoef,REP,530,176,354
Osceola,OSCEOLA 2,County Supervisor,2,Write-In,,11,4,7
