county,precinct,office,district,candidate,party,votes,absentee,election_day
Worth,Deer Creek Barton Union Grove Grafton,Barton Township Trustee,,Write-In,,24,8,16
Worth,Silver Lake Bristol Hartland Joice,Bristol Township Trustee,,Write-In,,20,4,16
Worth,Brookfield Kensett,Brookfield Township Trustee,,Write-In,,11,3,8
Worth,Brookfield Kensett,Constitutional Amendment 1,,No,,60,13,47
Worth,Danville Hanlontown,Constitutional Amendment 1,,No,,48,6,42
Worth,Deer Creek Barton Union Grove Grafton,Constitutional Amendment 1,,No,,110,29,81
Worth,Fertile,Constitutional Amendment 1,,No,,71,16,55
Worth,Hartland Grove Northwood,Constitutional Amendment 1,,No,,253,79,174
Worth,Lincoln Manly,Constitutional Amendment 1,,No,,174,29,145
Worth,Silver Lake Bristol Hartland Joice,Constitutional Amendment 1,,No,,79,16,63
Worth,Brookfield Kensett,Constitutional Amendment 1,,Yes,,335,80,255
Worth,Danville Hanlontown,Constitutional Amendment 1,,Yes,,214,35,179
Worth,Deer Creek Barton Union Grove Grafton,Constitutional Amendment 1,,Yes,,420,91,329
Worth,Fertile,Constitutional Amendment 1,,Yes,,309,63,246
Worth,Hartland Grove Northwood,Constitutional Amendment 1,,Yes,,1052,324,728
Worth,Lincoln Manly,Constitutional Amendment 1,,Yes,,620,142,478
Worth,Silver Lake Bristol Hartland Joice,Constitutional Amendment 1,,Yes,,335,86,249
Worth,Brookfield Kensett,Constitutional Amendment 2,,No,,53,11,42
Worth,Danville Hanlontown,Constitutional Amendment 2,,No,,49,7,42
Worth,Deer Creek Barton Union Grove Grafton,Constitutional Amendment 2,,No,,80,24,56
Worth,Fertile,Constitutional Amendment 2,,No,,53,17,36
Worth,Hartland Grove Northwood,Constitutional Amendment 2,,No,,175,61,114
Worth,Lincoln Manly,Constitutional Amendment 2,,No,,131,30,101
Worth,Silver Lake Bristol Hartland Joice,Constitutional Amendment 2,,No,,56,13,43
Worth,Brookfield Kensett,Constitutional Amendment 2,,Yes,,335,82,253
Worth,Danville Hanlontown,Constitutional Amendment 2,,Yes,,209,33,176
Worth,Deer Creek Barton Union Grove Grafton,Constitutional Amendment 2,,Yes,,448,97,351
Worth,Fertile,Constitutional Amendment 2,,Yes,,328,62,266
Worth,Hartland Grove Northwood,Constitutional Amendment 2,,Yes,,1121,341,780
Worth,Lincoln Manly,Constitutional Amendment 2,,Yes,,650,141,509
Worth,Silver Lake Bristol Hartland Joice,Constitutional Amendment 2,,Yes,,353,86,267
Worth,Brookfield Kensett,County Agricultural Extension Council Member,,Brent Bjelland,,239,62,177
Worth,Danville Hanlontown,County Agricultural Extension Council Member,,Brent Bjelland,,160,25,135
Worth,Deer Creek Barton Union Grove Grafton,County Agricultural Extension Council Member,,Brent Bjelland,,342,81,261
Worth,Fertile,County Agricultural Extension Council Member,,Brent Bjelland,,265,52,213
Worth,Hartland Grove Northwood,County Agricultural Extension Council Member,,Brent Bjelland,,777,264,513
Worth,Lincoln Manly,County Agricultural Extension Council Member,,Brent Bjelland,,443,105,338
Worth,Silver Lake Bristol Hartland Joice,County Agricultural Extension Council Member,,Brent Bjelland,,287,69,218
Worth,Brookfield Kensett,County Agricultural Extension Council Member,,Jennifer Patterson,,249,63,186
Worth,Danville Hanlontown,County Agricultural Extension Council Member,,Jennifer Patterson,,180,28,152
Worth,Deer Creek Barton Union Grove Grafton,County Agricultural Extension Council Member,,Jennifer Patterson,,389,87,302
Worth,Fertile,County Agricultural Extension Council Member,,Jennifer Patterson,,275,55,220
Worth,Hartland Grove Northwood,County Agricultural Extension Council Member,,Jennifer Patterson,,830,271,559
Worth,Lincoln Manly,County Agricultural Extension Council Member,,Jennifer Patterson,,514,114,400
Worth,Silver Lake Bristol Hartland Joice,County Agricultural Extension Council Member,,Jennifer Patterson,,248,63,185
Worth,Brookfield Kensett,County Agricultural Extension Council Member,,Michelle Petznick,,252,63,189
Worth,Danville Hanlontown,County Agricultural Extension Council Member,,Michelle Petznick,,161,23,138
Worth,Deer Creek Barton Union Grove Grafton,County Agricultural Extension Council Member,,Michelle Petznick,,359,90,269
Worth,Fertile,County Agricultural Extension Council Member,,Michelle Petznick,,258,52,206
Worth,Hartland Grove Northwood,County Agricultural Extension Council Member,,Michelle Petznick,,889,292,597
Worth,Lincoln Manly,County Agricultural Extension Council Member,,Michelle Petznick,,466,110,356
Worth,Silver Lake Bristol Hartland Joice,County Agricultural Extension Council Member,,Michelle Petznick,,237,63,174
Worth,Brookfield Kensett,County Agricultural Extension Council Member,,Peter Julseth,,301,73,228
Worth,Danville Hanlontown,County Agricultural Extension Council Member,,Peter Julseth,,177,23,154
Worth,Deer Creek Barton Union Grove Grafton,County Agricultural Extension Council Member,,Peter Julseth,,395,93,302
Worth,Fertile,County Agricultural Extension Council Member,,Peter Julseth,,265,54,211
Worth,Hartland Grove Northwood,County Agricultural Extension Council Member,,Peter Julseth,,982,312,670
Worth,Lincoln Manly,County Agricultural Extension Council Member,,Peter Julseth,,468,106,362
Worth,Silver Lake Bristol Hartland Joice,County Agricultural Extension Council Member,,Peter Julseth,,263,68,195
Worth,Brookfield Kensett,County Agricultural Extension Council Member,,Write-In,,2,0,2
Worth,Danville Hanlontown,County Agricultural Extension Council Member,,Write-In,,0,0,0
Worth,Deer Creek Barton Union Grove Grafton,County Agricultural Extension Council Member,,Write-In,,4,0,4
Worth,Fertile,County Agricultural Extension Council Member,,Write-In,,0,0,0
Worth,Hartland Grove Northwood,County Agricultural Extension Council Member,,Write-In,,20,6,14
Worth,Lincoln Manly,County Agricultural Extension Council Member,,Write-In,,3,0,3
Worth,Silver Lake Bristol Hartland Joice,County Agricultural Extension Council Member,,Write-In,,1,1,0
Worth,Brookfield Kensett,County Auditor,,Jacki A. Backhaus,REP,217,45,172
Worth,Danville Hanlontown,County Auditor,,Jacki A. Backhaus,REP,166,27,139
Worth,Deer Creek Barton Union Grove Grafton,County Auditor,,Jacki A. Backhaus,REP,306,75,231
Worth,Fertile,County Auditor,,Jacki A. Backhaus,REP,251,47,204
Worth,Hartland Grove Northwood,County Auditor,,Jacki A. Backhaus,REP,619,189,430
Worth,Lincoln Manly,County Auditor,,Jacki A. Backhaus,REP,498,107,391
Worth,Silver Lake Bristol Hartland Joice,County Auditor,,Jacki A. Backhaus,REP,274,60,214
Worth,Brookfield Kensett,County Auditor,,Michael Bode,DEM,184,56,128
Worth,Danville Hanlontown,County Auditor,,Michael Bode,DEM,106,16,90
Worth,Deer Creek Barton Union Grove Grafton,County Auditor,,Michael Bode,DEM,233,44,189
Worth,Fertile,County Auditor,,Michael Bode,DEM,134,31,103
Worth,Hartland Grove Northwood,County Auditor,,Michael Bode,DEM,735,240,495
Worth,Lincoln Manly,County Auditor,,Michael Bode,DEM,301,68,233
Worth,Silver Lake Bristol Hartland Joice,County Auditor,,Michael Bode,DEM,146,44,102
Worth,Brookfield Kensett,County Auditor,,Write-In,,0,0,0
Worth,Danville Hanlontown,County Auditor,,Write-In,,2,0,2
Worth,Deer Creek Barton Union Grove Grafton,County Auditor,,Write-In,,2,2,0
Worth,Fertile,County Auditor,,Write-In,,0,0,0
Worth,Hartland Grove Northwood,County Auditor,,Write-In,,4,0,4
Worth,Lincoln Manly,County Auditor,,Write-In,,1,0,1
