year,plan2_district,office,district,candidate,party,votes
2020,10,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,0.001017
2020,10,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,7.761559
2020,10,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,9867.680519
2020,10,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,18.690845
2020,10,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,131.653033
2020,10,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,4485.218555
2020,10,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,13.172660
2020,10,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.424724
2020,10,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,7.797838
2020,10,PRESIDENT,,WRITE IN,,21.168971
2020,10,U S SENATE,,JONI ERNST,REP,9341.573774
2020,10,U S SENATE,,RICK STEWART,LIB,258.983925
2020,10,U S SENATE,,SUZANNE HERZOG,,95.494133
2020,10,U S SENATE,,THERESA GREENFIELD,DEM,4783.782751
2020,10,U S SENATE,,WRITE IN,,3.788127
2020,100,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,3.000000
2020,100,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,1.000101
2020,100,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,611.063362
2020,100,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,0.000101
2020,100,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,6.000810
2020,100,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,281.019332
2020,100,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,2.000000
2020,100,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,0.000101
2020,100,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,0.000000
2020,100,PRESIDENT,,WRITE IN,,4.000202
2020,100,U S SENATE,,JONI ERNST,REP,541.055568
2020,100,U S SENATE,,RICK STEWART,LIB,20.002935
2020,100,U S SENATE,,SUZANNE HERZOG,,9.000709
2020,100,U S SENATE,,THERESA GREENFIELD,DEM,319.021863
2020,100,U S SENATE,,WRITE IN,,0.000000
2020,11,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,3.457728
2020,11,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,16.825540
2020,11,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,11717.409218
2020,11,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,24.002201
2020,11,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,134.514206
2020,11,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,5287.449729
2020,11,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,20.916432
