year,plan2_district,office,district,candidate,party,votes
2020,16,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,4323.481945
2020,16,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,4.014740
2020,16,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,115.894841
2020,16,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,6403.034630
2020,16,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,17.998018
2020,16,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.998700
2020,16,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,7.999169
2020,16,PRESIDENT,,WRITE IN,,27.941273
2020,16,U S SENATE,,JONI ERNST,REP,4543.706730
2020,16,U S SENATE,,RICK STEWART,LIB,180.876137
2020,16,U S SENATE,,SUZANNE HERZOG,,69.979566
2020,16,U S SENATE,,THERESA GREENFIELD,DEM,6044.788012
2020,16,U S SENATE,,WRITE IN,,4.002400
2020,17,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,6.000957
2020,17,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,14.005816
2020,17,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,5649.903040
2020,17,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,67.007722
2020,17,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,248.149161
2020,17,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,15364.918115
2020,17,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,72.045947
2020,17,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,14.001584
2020,17,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,27.003293
2020,17,PRESIDENT,,WRITE IN,,68.028178
2020,17,U S SENATE,,JONI ERNST,REP,5216.609495
2020,17,U S SENATE,,RICK STEWART,LIB,570.336933
2020,17,U S SENATE,,SUZANNE HERZOG,,234.147433
2020,17,U S SENATE,,THERESA GREENFIELD,DEM,15124.851142
2020,17,U S SENATE,,WRITE IN,,31.004601
2020,18,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,11.008555
2020,18,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,17.966324
2020,18,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,8583.737925
2020,18,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,97.920550
2020,18,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,405.920129
2020,18,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,24513.840105
2020,18,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,75.923569
2020,18,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,6.988539
2020,18,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,20.010842
2020,18,PRESIDENT,,WRITE IN,,104.999150
2020,18,U S SENATE,,JONI ERNST,REP,8832.631756
2020,18,U S SENATE,,RICK STEWART,LIB,626.861591
2020,18,U S SENATE,,SUZANNE HERZOG,,233.874755
2020,18,U S SENATE,,THERESA GREENFIELD,DEM,23850.128984
2020,18,U S SENATE,,WRITE IN,,23.970337
2020,19,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,1.000000
2020,19,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,5.178989
2020,19,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,3673.064576
2020,19,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,6.384242
2020,19,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,68.431882
2020,19,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,1672.064685
2020,19,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,5.000000
2020,19,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,0.000000
2020,19,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,1.589495
2020,19,PRESIDENT,,WRITE IN,,4.794747
2020,19,U S SENATE,,JONI ERNST,REP,3445.742718
2020,19,U S SENATE,,RICK STEWART,LIB,131.763552
2020,19,U S SENATE,,SUZANNE HERZOG,,41.715941
2020,19,U S SENATE,,THERESA GREENFIELD,DEM,1753.417766
2020,19,U S SENATE,,WRITE IN,,2.000000
2020,2,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,1.000002
2020,2,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,15.000002
2020,2,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,10002.995333
2020,2,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,14.999989
2020,2,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,101.999940
2020,2,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,1547.999612
2020,2,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,16.999982
2020,2,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,4.999993
2020,2,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,6.999996
2020,2,PRESIDENT,,WRITE IN,,44.999994
2020,2,U S SENATE,,JONI ERNST,REP,10040.995276
2020,2,U S SENATE,,RICK STEWART,LIB,118.999901
2020,2,U S SENATE,,SUZANNE HERZOG,,37.000008
2020,2,U S SENATE,,THERESA GREENFIELD,DEM,1452.999665
2020,2,U S SENATE,,WRITE IN,,4.000000
2020,20,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,7.924694
2020,20,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,26.551708
2020,20,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,13827.401813
2020,20,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,45.578094
2020,20,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,423.274750
2020,20,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,13216.268205
2020,20,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,47.708264
2020,20,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.981037
2020,20,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,20.038789
2020,20,PRESIDENT,,WRITE IN,,75.460085
2020,20,U S SENATE,,JONI ERNST,REP,13318.592193
2020,20,U S SENATE,,RICK STEWART,LIB,704.466699
2020,20,U S SENATE,,SUZANNE HERZOG,,257.904003
2020,20,U S SENATE,,THERESA GREENFIELD,DEM,13123.448433
2020,20,U S SENATE,,WRITE IN,,21.016448
2020,21,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,6.163425
2020,21,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,22.713557
2020,21,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,11746.003519
2020,21,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,32.587895
2020,21,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,342.707903
2020,21,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,11657.956269
2020,21,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,53.883976
2020,21,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,6.137556
2020,21,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,16.980387
2020,21,PRESIDENT,,WRITE IN,,77.630842
2020,21,U S SENATE,,JONI ERNST,REP,11813.940434
2020,21,U S SENATE,,RICK STEWART,LIB,468.797006
2020,21,U S SENATE,,SUZANNE HERZOG,,148.935729
2020,21,U S SENATE,,THERESA GREENFIELD,DEM,11303.792236
2020,21,U S SENATE,,WRITE IN,,10.131194
2020,22,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,7.051090
2020,22,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,24.046647
2020,22,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,16134.137336
2020,22,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,50.105459
2020,22,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,439.497792
2020,22,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,19182.765630
2020,22,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,60.113596
2020,22,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.042357
2020,22,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,26.091465
2020,22,PRESIDENT,,WRITE IN,,103.201947
2020,22,U S SENATE,,JONI ERNST,REP,16635.269606
2020,22,U S SENATE,,RICK STEWART,LIB,573.794472
2020,22,U S SENATE,,SUZANNE HERZOG,,205.213753
2020,22,U S SENATE,,THERESA GREENFIELD,DEM,18320.927575
2020,22,U S SENATE,,WRITE IN,,15.002269
2020,23,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,8.864435
2020,23,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,34.731121
2020,23,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,20696.157179
2020,23,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,54.783201
2020,23,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,515.752582
2020,23,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,15712.849672
2020,23,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,64.379914
2020,23,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.850970
2020,23,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,20.892611
2020,23,PRESIDENT,,WRITE IN,,115.787215
2020,23,U S SENATE,,JONI ERNST,REP,20799.106390
2020,23,U S SENATE,,RICK STEWART,LIB,689.131405
2020,23,U S SENATE,,SUZANNE HERZOG,,236.091885
2020,23,U S SENATE,,THERESA GREENFIELD,DEM,15251.439219
2020,23,U S SENATE,,WRITE IN,,22.869740
2020,24,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,18.008203
2020,24,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,35.065524
2020,24,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,20459.061405
2020,24,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,44.482432
2020,24,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,466.966731
2020,24,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,14264.243806
2020,24,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,64.053186
2020,24,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,16.999032
2020,24,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,29.449765
2020,24,PRESIDENT,,WRITE IN,,86.384236
2020,24,U S SENATE,,JONI ERNST,REP,19637.225795
2020,24,U S SENATE,,RICK STEWART,LIB,871.203465
2020,24,U S SENATE,,SUZANNE HERZOG,,354.034449
2020,24,U S SENATE,,THERESA GREENFIELD,DEM,14255.997466
2020,24,U S SENATE,,WRITE IN,,22.022682
2020,25,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,9.991636
2020,25,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,30.975058
2020,25,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,9175.741243
2020,25,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,98.784461
2020,25,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,539.468695
2020,25,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,20023.830013
2020,25,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,82.060863
2020,25,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,4.000729
2020,25,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,23.300298
2020,25,PRESIDENT,,WRITE IN,,126.382992
2020,25,U S SENATE,,JONI ERNST,REP,9707.801472
2020,25,U S SENATE,,RICK STEWART,LIB,608.891446
2020,25,U S SENATE,,SUZANNE HERZOG,,187.995966
2020,25,U S SENATE,,THERESA GREENFIELD,DEM,19194.108576
2020,25,U S SENATE,,WRITE IN,,18.980469
2020,26,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,5.000073
2020,26,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,24.959256
2020,26,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,11448.671608
2020,26,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,42.737679
2020,26,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,297.585438
2020,26,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,7703.390474
2020,26,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,50.888160
2020,26,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.999908
2020,26,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,12.249501
2020,26,PRESIDENT,,WRITE IN,,52.236925
2020,26,U S SENATE,,JONI ERNST,REP,10993.409711
2020,26,U S SENATE,,RICK STEWART,LIB,504.931628
2020,26,U S SENATE,,SUZANNE HERZOG,,163.976794
2020,26,U S SENATE,,THERESA GREENFIELD,DEM,7808.372346
2020,26,U S SENATE,,WRITE IN,,26.000004
2020,27,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,18.027168
2020,27,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,45.633376
2020,27,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,21244.303873
2020,27,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,62.305436
2020,27,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,351.596912
2020,27,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,12933.531813
2020,27,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,51.094959
2020,27,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,10.105851
2020,27,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,11.632283
2020,27,PRESIDENT,,WRITE IN,,65.500255
2020,27,U S SENATE,,JONI ERNST,REP,20499.503281
2020,27,U S SENATE,,RICK STEWART,LIB,736.434224
2020,27,U S SENATE,,SUZANNE HERZOG,,283.074415
2020,27,U S SENATE,,THERESA GREENFIELD,DEM,12861.896829
2020,27,U S SENATE,,WRITE IN,,22.605208
2020,28,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,16.999831
2020,28,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,22.000174
2020,28,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,17135.981405
2020,28,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,26.000007
2020,28,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,249.999298
2020,28,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,8611.994442
2020,28,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,42.000094
2020,28,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,14.000091
2020,28,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,23.000023
2020,28,PRESIDENT,,WRITE IN,,60.999477
2020,28,U S SENATE,,JONI ERNST,REP,16345.982025
2020,28,U S SENATE,,RICK STEWART,LIB,575.999805
2020,28,U S SENATE,,SUZANNE HERZOG,,251.999462
2020,28,U S SENATE,,THERESA GREENFIELD,DEM,8732.993784
2020,28,U S SENATE,,WRITE IN,,22.999987
2020,29,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,12.514340
2020,29,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,26.256866
2020,29,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,14950.880641
2020,29,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,25.677095
2020,29,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,203.087442
2020,29,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,7582.384770
2020,29,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,26.495511
2020,29,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.000001
2020,29,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,12.999999
2020,29,PRESIDENT,,WRITE IN,,40.353574
2020,29,U S SENATE,,JONI ERNST,REP,14212.243278
2020,29,U S SENATE,,RICK STEWART,LIB,470.967716
2020,29,U S SENATE,,SUZANNE HERZOG,,185.754916
2020,29,U S SENATE,,THERESA GREENFIELD,DEM,7821.217394
2020,29,U S SENATE,,WRITE IN,,7.934264
2020,3,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,5.999876
2020,3,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,22.526446
2020,3,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,16738.526809
2020,3,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,18.713749
2020,3,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,218.315269
2020,3,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,5965.912526
2020,3,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,35.864427
2020,3,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,7.999993
2020,3,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,14.525934
2020,3,PRESIDENT,,WRITE IN,,45.828278
2020,3,U S SENATE,,JONI ERNST,REP,15817.203491
2020,3,U S SENATE,,RICK STEWART,LIB,428.569836
2020,3,U S SENATE,,SUZANNE HERZOG,,190.501068
2020,3,U S SENATE,,THERESA GREENFIELD,DEM,6302.850322
