year,plan2_district,office,district,candidate,party,votes
2014,1,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4632.476302847812
2014,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,4206.286064885172
2014,1,ATTORNEY GENERAL,,WRITE IN,,11.485978044383
2014,1,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,3361.462153462777
2014,1,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,5227.329060514815
2014,1,AUDITOR OF STATE,,WRITE IN,,9.974665143806
2014,1,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,2884.189539460643
2014,1,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,102.467014659103
2014,1,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,63.172879244108
2014,1,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,96.724025636911
2014,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,5996.889589488489
2014,1,GOVERNOR,,WRITE IN,,10.276927723922
2014,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,5548.029658017199
2014,1,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,414.099734758026
2014,1,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,2747.264590668391
2014,1,SECRETARY OF AGRICULTURE,,WRITE IN,,5.138463861961
2014,1,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,3833.294041022833
2014,1,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,217.931320263165
2014,1,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,4533.636439150093
2014,1,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,226.394672506395
2014,1,SECRETARY OF STATE,,WRITE IN,,7.556564502884
2014,1,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,205.840817058551
2014,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,3590.879451770325
2014,1,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,5051.412238887683
2014,1,TREASURER OF STATE,,WRITE IN,,5.138463861961
2014,1,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,81.006371470913
2014,1,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,3513.802493840912
2014,1,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,53.500476680416
2014,1,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,5145.113638723441
2014,1,U S SENATE,,RICK STEWART,INDEPENDENT,314.353083319961
2014,1,U S SENATE,,RUTH SMITH,,28.110419950727
2014,1,U S SENATE,,WRITE IN,,14.508603845537
2014,2,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4624.809035217716
2014,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,4199.324189879272
2014,2,ATTORNEY GENERAL,,WRITE IN,,11.466967463022
2014,2,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,3355.898556743848
2014,2,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,5218.677244881585
