year,plan2_district,office,district,candidate,party,votes
2008,1,PRESIDENT VICE PRESIDENT,,BARACK OBAMA JOE BIDEN,DEMOCRAT,6644.638298675678
2008,1,PRESIDENT VICE PRESIDENT,,BOB BARR WAYNE A ROOT,LIBERTARIAN,24.483268989343
2008,1,PRESIDENT VICE PRESIDENT,,BRIAN MOORE STEWART A ALEXANDER,SOCIALIST PARTY USA,1.813575480692
2008,1,PRESIDENT VICE PRESIDENT,,CHUCK BALDWIN DARRELL L CASTLE,CONSTITUTION PARTY,22.065168348420
2008,1,PRESIDENT VICE PRESIDENT,,CYNTHIA MCKINNEY ROSA CLEMENTE,GREEN PARTY,9.974665143806
2008,1,PRESIDENT VICE PRESIDENT,,GLORIA LA RIVA ROBERT MOSES,PARTY FOR SOCIALISM AND LIBERATION,2.418100640923
2008,1,PRESIDENT VICE PRESIDENT,,JAMES HARRIS ALYSON KENNEDY,SOCIALIST WORKERS PARTY,1.209050320461
2008,1,PRESIDENT VICE PRESIDENT,,JOHN MCCAIN SARAH PALIN,REPUBLICAN,6715.972267582900
2008,1,PRESIDENT VICE PRESIDENT,,RALPH NADER MATT GONZALEZ,PEACE AND FREEDOM,69.520393426530
2008,1,PRESIDENT VICE PRESIDENT,,SCATTERING,,53.802739260532
2008,1,U S SENATE,,CHRISTOPHER REED,REPUBLICAN,5246.673865642198
2008,1,U S SENATE,,SCATTERING,,8.161089663114
2008,1,U S SENATE,,TOM HARKIN,DEMOCRAT,7870.313061043411
2008,2,PRESIDENT VICE PRESIDENT,,BARACK OBAMA JOE BIDEN,DEMOCRAT,6633.640677358152
2008,2,PRESIDENT VICE PRESIDENT,,BOB BARR WAYNE A ROOT,LIBERTARIAN,24.442746434336
2008,2,PRESIDENT VICE PRESIDENT,,BRIAN MOORE STEWART A ALEXANDER,SOCIALIST PARTY USA,1.810573809951
2008,2,PRESIDENT VICE PRESIDENT,,CHUCK BALDWIN DARRELL L CASTLE,CONSTITUTION PARTY,22.028648021068
2008,2,PRESIDENT VICE PRESIDENT,,CYNTHIA MCKINNEY ROSA CLEMENTE,GREEN PARTY,9.958155954730
2008,2,PRESIDENT VICE PRESIDENT,,GLORIA LA RIVA ROBERT MOSES,PARTY FOR SOCIALISM AND LIBERATION,2.414098413268
2008,2,PRESIDENT VICE PRESIDENT,,JAMES HARRIS ALYSON KENNEDY,SOCIALIST WORKERS PARTY,1.207049206634
2008,2,PRESIDENT VICE PRESIDENT,,JOHN MCCAIN SARAH PALIN,REPUBLICAN,6704.856580549551
2008,2,PRESIDENT VICE PRESIDENT,,RALPH NADER MATT GONZALEZ,PEACE AND FREEDOM,69.405329381448
2008,2,PRESIDENT VICE PRESIDENT,,SCATTERING,,53.713689695208
2008,2,U S SENATE,,CHRISTOPHER REED,REPUBLICAN,5237.990032187728
2008,2,U S SENATE,,SCATTERING,,8.147582144779
2008,2,U S SENATE,,TOM HARKIN,DEMOCRAT,7857.286810583249
2008,3,PRESIDENT VICE PRESIDENT,,BARACK OBAMA JOE BIDEN,DEMOCRAT,4213.611023554213
2008,3,PRESIDENT VICE PRESIDENT,,BOB BARR WAYNE A ROOT,LIBERTARIAN,27.463455485642
2008,3,PRESIDENT VICE PRESIDENT,,BRIAN MOORE STEWART A ALEXANDER,SOCIALIST PARTY USA,0.000000000000
2008,3,PRESIDENT VICE PRESIDENT,,CHUCK BALDWIN DARRELL L CASTLE,CONSTITUTION PARTY,28.521421021858
2008,3,PRESIDENT VICE PRESIDENT,,CYNTHIA MCKINNEY ROSA CLEMENTE,GREEN PARTY,11.935929423641
2008,3,PRESIDENT VICE PRESIDENT,,GLORIA LA RIVA ROBERT MOSES,PARTY FOR SOCIALISM AND LIBERATION,2.298987594202
2008,3,PRESIDENT VICE PRESIDENT,,JAMES HARRIS ALYSON KENNEDY,SOCIALIST WORKERS PARTY,1.233948167173
2008,3,PRESIDENT VICE PRESIDENT,,JOHN MCCAIN SARAH PALIN,REPUBLICAN,10835.205242098244
2008,3,PRESIDENT VICE PRESIDENT,,RALPH NADER MATT GONZALEZ,PEACE AND FREEDOM,42.998055438456
2008,3,PRESIDENT VICE PRESIDENT,,SCATTERING,,25.171541782253
2008,3,U S SENATE,,CHRISTOPHER REED,REPUBLICAN,8983.649983419658
