year,plan2_district,office,district,candidate,party,votes
2010,1,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,121242.000000000000
2010,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,153643.000000000000
2010,1,ATTORNEY GENERAL,,WRITE IN,,264.000000000000
2010,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,140917.000000000000
2010,1,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,126507.000000000000
2010,1,AUDITOR OF STATE,,WRITE IN,,268.000000000000
2010,1,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,131756.000000000000
2010,1,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,761.000000000000
2010,1,GOVERNOR,,ERIC COOPER NICK WELTHA,,3784.000000000000
2010,1,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,960.000000000000
2010,1,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,5449.000000000000
2010,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,140609.000000000000
2010,1,GOVERNOR,,WRITE IN,,666.000000000000
2010,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,155904.000000000000
2010,1,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,114631.000000000000
2010,1,SECRETARY OF AGRICULTURE,,WRITE IN,,260.000000000000
2010,1,SECRETARY OF STATE,,JAKE PORTER,,9266.000000000000
2010,1,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,131623.000000000000
2010,1,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,131640.000000000000
2010,1,SECRETARY OF STATE,,WRITE IN,,183.000000000000
2010,1,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,123355.000000000000
2010,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,147001.000000000000
2010,1,TREASURER OF STATE,,WRITE IN,,245.000000000000
2010,1,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,168875.000000000000
2010,1,U S SENATE,,JOHN HEIDERSCHEIT,,7322.000000000000
2010,1,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,105945.000000000000
2010,1,U S SENATE,,WRITE IN,,247.000000000000
2010,2,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,117176.000000000000
2010,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,169951.000000000000
2010,2,ATTORNEY GENERAL,,WRITE IN,,178.000000000000
2010,2,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,145422.000000000000
2010,2,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,131597.000000000000
2010,2,AUDITOR OF STATE,,WRITE IN,,196.000000000000
2010,2,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,138488.000000000000
2010,2,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,644.000000000000
2010,2,GOVERNOR,,ERIC COOPER NICK WELTHA,,3644.000000000000
2010,2,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,954.000000000000
2010,2,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,3455.000000000000
2010,2,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,146413.000000000000
2010,2,GOVERNOR,,WRITE IN,,437.000000000000
2010,2,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,175026.000000000000
2010,2,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,106754.000000000000
2010,2,SECRETARY OF AGRICULTURE,,WRITE IN,,183.000000000000
2010,2,SECRETARY OF STATE,,JAKE PORTER,,8987.000000000000
2010,2,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,134845.000000000000
2010,2,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,137892.000000000000
2010,2,SECRETARY OF STATE,,WRITE IN,,130.000000000000
2010,2,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,122851.000000000000
2010,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,157992.000000000000
2010,2,TREASURER OF STATE,,WRITE IN,,179.000000000000
2010,2,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,185051.000000000000
