year,plan2_district,office,district,candidate,party,votes
2002,1,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,3573.952747283866
2002,1,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,148.108664256520
2002,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,4548.749568155860
2002,1,ATTORNEY GENERAL,,WRITE IN VOTES,,2.115838060807
2002,1,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,582.762254462389
2002,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,4080.544831557188
2002,1,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,3433.702910110344
2002,1,AUDITOR OF STATE,,WRITE IN VOTES,,5.742989022192
2002,1,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,92.794612095412
2002,1,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,3998.933934926044
2002,1,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,106.698690780718
2002,1,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,4301.498777621507
2002,1,GOVERNOR,,WRITE IN VOTES,,8.765614823345
2002,1,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,132.995535250753
2002,1,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,115.464305604063
2002,1,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,4226.235395172785
2002,1,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,3550.678528614984
2002,1,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,125.438970747869
2002,1,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,3.022625801153
2002,1,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,3913.695887333516
2002,1,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,124.229920427408
2002,1,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,3953.292285328626
2002,1,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,188.611849991977
2002,1,SECRETARY OF STATE,,WRITE IN VOTES,,4.533938701730
2002,1,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,4051.225361285999
2002,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,3918.834351195477
2002,1,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,176.219084207247
2002,1,TREASURER OF STATE,,WRITE IN VOTES,,3.627150961384
