year,plan2_district,office,district,candidate,party,votes
2022,1,ATTORNEY GENERAL,,BRENNA BIRD,REP,150027.000000000000
2022,1,ATTORNEY GENERAL,,TOM MILLER,DEM,153453.000000000000
2022,1,ATTORNEY GENERAL,,WRITE IN,,200.000000000000
2022,1,AUDITOR OF STATE,,ROB SAND,DEM,156086.000000000000
2022,1,AUDITOR OF STATE,,TODD HALBUR,REP,146638.000000000000
2022,1,AUDITOR OF STATE,,WRITE IN,,193.000000000000
2022,1,GOVERNOR,,DEIDRE DEJEAR AND ERIC VAN LANCKER,DEM,131081.000000000000
2022,1,GOVERNOR,,KIM REYNOLDS AND ADAM GREGG,REP,169162.000000000000
2022,1,GOVERNOR,,RICK STEWART AND MARCO BATTAGLIA,LIB,7374.000000000000
2022,1,GOVERNOR,,WRITE IN,,153.000000000000
2022,1,SECRETARY OF AGRICULTURE,,JOHN NORWOOD,DEM,127300.000000000000
2022,1,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,174288.000000000000
2022,1,SECRETARY OF AGRICULTURE,,WRITE IN,,172.000000000000
2022,1,SECRETARY OF STATE,,JOEL MILLER,DEM,131659.000000000000
2022,1,SECRETARY OF STATE,,PAUL D PATE,REP,172265.000000000000
2022,1,SECRETARY OF STATE,,WRITE IN,,161.000000000000
2022,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,150418.000000000000
2022,1,TREASURER OF STATE,,ROBY SMITH,REP,152699.000000000000
2022,1,TREASURER OF STATE,,WRITE IN,,151.000000000000
2022,1,U S SENATE,,CHUCK GRASSLEY,REP,162140.000000000000
2022,1,U S SENATE,,MICHAEL FRANKEN,DEM,143585.000000000000
2022,1,U S SENATE,,WRITE IN,,407.000000000000
2022,2,ATTORNEY GENERAL,,BRENNA BIRD,REP,153230.000000000000
2022,2,ATTORNEY GENERAL,,TOM MILLER,DEM,161163.000000000000
2022,2,ATTORNEY GENERAL,,WRITE IN,,165.000000000000
2022,2,AUDITOR OF STATE,,ROB SAND,DEM,165231.000000000000
2022,2,AUDITOR OF STATE,,TODD HALBUR,REP,148239.000000000000
2022,2,AUDITOR OF STATE,,WRITE IN,,141.000000000000
2022,2,GOVERNOR,,DEIDRE DEJEAR AND ERIC VAN LANCKER,DEM,129631.000000000000
2022,2,GOVERNOR,,KIM REYNOLDS AND ADAM GREGG,REP,180877.000000000000
2022,2,GOVERNOR,,RICK STEWART AND MARCO BATTAGLIA,LIB,8461.000000000000
2022,2,GOVERNOR,,WRITE IN,,162.000000000000
2022,2,SECRETARY OF AGRICULTURE,,JOHN NORWOOD,DEM,123068.000000000000
2022,2,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,188379.000000000000
2022,2,SECRETARY OF AGRICULTURE,,WRITE IN,,169.000000000000
2022,2,SECRETARY OF STATE,,JOEL MILLER,DEM,129766.000000000000
2022,2,SECRETARY OF STATE,,PAUL D PATE,REP,185249.000000000000
2022,2,SECRETARY OF STATE,,WRITE IN,,160.000000000000
2022,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEM,156415.000000000000
2022,2,TREASURER OF STATE,,ROBY SMITH,REP,156483.000000000000
2022,2,TREASURER OF STATE,,WRITE IN,,130.000000000000
2022,2,U S SENATE,,CHUCK GRASSLEY,REP,173887.000000000000
2022,2,U S SENATE,,MICHAEL FRANKEN,DEM,144341.000000000000
2022,2,U S SENATE,,WRITE IN,,387.000000000000
2022,3,ATTORNEY GENERAL,,BRENNA BIRD,REP,140370.000000000000
2022,3,ATTORNEY GENERAL,,TOM MILLER,DEM,167770.000000000000
2022,3,ATTORNEY GENERAL,,WRITE IN,,257.000000000000
2022,3,AUDITOR OF STATE,,ROB SAND,DEM,170464.000000000000
2022,3,AUDITOR OF STATE,,TODD HALBUR,REP,136279.000000000000
2022,3,AUDITOR OF STATE,,WRITE IN,,314.000000000000
2022,3,GOVERNOR,,DEIDRE DEJEAR AND ERIC VAN LANCKER,DEM,139112.000000000000
2022,3,GOVERNOR,,KIM REYNOLDS AND ADAM GREGG,REP,165755.000000000000
2022,3,GOVERNOR,,RICK STEWART AND MARCO BATTAGLIA,LIB,7684.000000000000
2022,3,GOVERNOR,,WRITE IN,,246.000000000000
2022,3,SECRETARY OF AGRICULTURE,,JOHN NORWOOD,DEM,133622.000000000000
2022,3,SECRETARY OF AGRICULTURE,,MIKE NAIG,REP,171126.000000000000
2022,3,SECRETARY OF AGRICULTURE,,WRITE IN,,272.000000000000
2022,3,SECRETARY OF STATE,,JOEL MILLER,DEM,133991.000000000000
2022,3,SECRETARY OF STATE,,PAUL D PATE,REP,173676.000000000000
