year,plan2_district,office,district,candidate,party,votes
2006,1,ATTORNEY GENERAL,,SCATTERING,,111.140578246382
2006,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,11869.088926855515
2006,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,10784.864264071512
2006,1,AUDITOR OF STATE,,SCATTERING,,147.986096034585
2006,1,GOVERNOR,,BARTH JOHNSON,IOWA GREEN,147.986096034585
2006,1,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRAT,8468.428842468922
2006,1,GOVERNOR,,LITTEN NELSON,LIBERTARIAN,85.167508330108
2006,1,GOVERNOR,,MARTIN DWIRE,SOCIALIST WORKERS,36.845517788203
2006,1,GOVERNOR,,NUSSLE VANDER PLAATS,REPUBLICAN,8549.972201508386
2006,1,GOVERNOR,,SCATTERING,,5.436223935964
2006,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,8738.427964621818
2006,1,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,8004.537733266629
2006,1,SECRETARY OF AGRICULTURE,,SCATTERING,,13.288547399024
2006,1,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,8156.147978591858
2006,1,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,8401.986105473801
2006,1,SECRETARY OF STATE,,SCATTERING,,17.516721571441
2006,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,11562.244286914414
2006,1,TREASURER OF STATE,,SCATTERING,,106.912404073966
2006,2,ATTORNEY GENERAL,,SCATTERING,,48.488559420967
2006,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,8290.837964043894
2006,2,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,17197.784730329207
2006,2,AUDITOR OF STATE,,SCATTERING,,22.488559420967
2006,2,GOVERNOR,,BARTH JOHNSON,IOWA GREEN,71.658300256829
2006,2,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRAT,4344.103081951903
2006,2,GOVERNOR,,LITTEN NELSON,LIBERTARIAN,57.061989259865
2006,2,GOVERNOR,,MARTIN DWIRE,SOCIALIST WORKERS,15.786714919449
2006,2,GOVERNOR,,NUSSLE VANDER PLAATS,REPUBLICAN,16520.538290917582
2006,2,GOVERNOR,,SCATTERING,,6.467896334345
2006,2,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,16549.572962876489
2006,2,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,3960.884660284847
2006,2,SECRETARY OF AGRICULTURE,,SCATTERING,,2.850922250759
2006,2,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,15784.982605650244
2006,2,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,4226.637403689003
2006,2,SECRETARY OF STATE,,SCATTERING,,7.850922250759
2006,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,8049.466028484707
2006,2,TREASURER OF STATE,,SCATTERING,,49.722507588139
2006,3,ATTORNEY GENERAL,,SCATTERING,,76.661693657420
2006,3,ATTORNEY GENERAL,,TOM MILLER,DEMOCRAT,14094.644900759286
2006,3,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,16168.438985890356
2006,3,AUDITOR OF STATE,,SCATTERING,,49.868090367968
2006,3,GOVERNOR,,BARTH JOHNSON,IOWA GREEN,140.079747065035
2006,3,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRAT,8653.543990012977
2006,3,GOVERNOR,,LITTEN NELSON,LIBERTARIAN,134.915660094430
2006,3,GOVERNOR,,MARTIN DWIRE,SOCIALIST WORKERS,55.477269885838
2006,3,GOVERNOR,,NUSSLE VANDER PLAATS,REPUBLICAN,13198.481930075512
2006,3,GOVERNOR,,SCATTERING,,15.615917855664
2006,3,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,14357.483881724107
2006,3,SECRETARY OF AGRICULTURE,,DENISE OBRIEN,DEMOCRAT,7100.132165646713
2006,3,SECRETARY OF AGRICULTURE,,SCATTERING,,8.047411939746
2006,3,SECRETARY OF STATE,,MARYANN HANUSA,REPUBLICAN,12371.049137698579
2006,3,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRAT,8324.144213697558
2006,3,SECRETARY OF STATE,,SCATTERING,,11.896801644726
2006,3,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRAT,13798.685582842707
