year,plan2_district,office,district,candidate,party,votes
2010,1,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,4495.551354055559
2010,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,4746.429295551297
2010,1,ATTORNEY GENERAL,,WRITE IN,,9.370139983576
2010,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5235.187887597815
2010,1,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,3714.504847037502
2010,1,AUDITOR OF STATE,,WRITE IN,,6.952039342653
2010,1,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3651.029705213279
2010,1,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,28.714945110958
2010,1,GOVERNOR,,ERIC COOPER NICK WELTHA,,109.116791421640
2010,1,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,51.989163779840
2010,1,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,101.257964338641
2010,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,5437.703816275097
2010,1,GOVERNOR,,WRITE IN,,30.528520591650
2010,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,5575.837815387810
2010,1,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,3395.920087595926
2010,1,SECRETARY OF AGRICULTURE,,WRITE IN,,7.254301922768
2010,1,SECRETARY OF STATE,,JAKE PORTER,,290.474339490849
2010,1,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,4957.710839051925
2010,1,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,3844.780019067217
2010,1,SECRETARY OF STATE,,WRITE IN,,5.138463861961
2010,1,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,4773.632927761679
2010,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,4228.653495813708
2010,1,TREASURER OF STATE,,WRITE IN,,10.881452884153
2010,1,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,6315.776611510180
2010,1,U S SENATE,,JOHN HEIDERSCHEIT,,187.705062251631
2010,1,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2859.706270471300
2010,1,U S SENATE,,WRITE IN,,7.858827082999
2010,2,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,4488.110712566428
2010,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,4738.573422942959
2010,2,ATTORNEY GENERAL,,WRITE IN,,9.354631351413
2010,2,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,5226.523064724705
2010,2,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,3708.356925080941
2010,2,AUDITOR OF STATE,,WRITE IN,,6.940532938145
2010,2,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3644.986841732662
2010,2,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,28.667418657555
2010,2,GOVERNOR,,ERIC COOPER NICK WELTHA,,108.936190898708
2010,2,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,51.903115885257
2010,2,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,101.090371055588
2010,2,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,5428.703806835881
2010,2,GOVERNOR,,WRITE IN,,30.477992467505
2010,2,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,5566.609178693801
2010,2,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,3390.299459132914
2010,2,SECRETARY OF AGRICULTURE,,WRITE IN,,7.242295239803
2010,2,SECRETARY OF STATE,,JAKE PORTER,,289.993571893790
2010,2,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,4949.505271802230
2010,2,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,3838.416477095742
2010,2,SECRETARY OF STATE,,WRITE IN,,5.129959128194
2010,2,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,4765.732030092221
2010,2,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,4221.654600202000
2010,2,TREASURER OF STATE,,WRITE IN,,10.863442859705
2010,2,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,6305.323293153737
2010,2,U S SENATE,,JOHN HEIDERSCHEIT,,187.394389329910
2010,2,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2854.973135990787
2010,2,U S SENATE,,WRITE IN,,7.845819843120
2010,3,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,7835.776788258270
2010,3,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,3104.216402385278
2010,3,ATTORNEY GENERAL,,WRITE IN,,3.474274884389
2010,3,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,8642.783369561799
2010,3,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,1982.084616076243
2010,3,AUDITOR OF STATE,,WRITE IN,,3.922340227833
2010,3,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,1940.278065460080
2010,3,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,18.612396479932
2010,3,GOVERNOR,,ERIC COOPER NICK WELTHA,,89.139642171829
2010,3,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,13.735264688228
2010,3,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,84.931071449883
2010,3,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,9016.075116915035
2010,3,GOVERNOR,,WRITE IN,,28.800577625159
2010,3,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,9237.819673962556
2010,3,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,1554.759154048754
2010,3,SECRETARY OF AGRICULTURE,,WRITE IN,,3.922340227833
2010,3,SECRETARY OF STATE,,JAKE PORTER,,212.970446201380
2010,3,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,8570.846193071773
2010,3,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,1996.253798326287
2010,3,SECRETARY OF STATE,,WRITE IN,,1.961170113916
2010,3,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,8123.156446784978
2010,3,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,2541.125071543973
2010,3,TREASURER OF STATE,,WRITE IN,,1.792261373773
2010,3,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,9685.994924797338
2010,3,U S SENATE,,JOHN HEIDERSCHEIT,,147.878645507788
2010,3,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,1313.304726030061
2010,3,U S SENATE,,WRITE IN,,5.156288395005
2010,4,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,9228.929025423728
2010,4,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,2434.669658786797
2010,4,ATTORNEY GENERAL,,WRITE IN,,2.759673282783
2010,4,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,9781.334188224799
2010,4,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,1644.767590321142
2010,4,AUDITOR OF STATE,,WRITE IN,,11.311607939340
2010,4,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,1653.429499330955
2010,4,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,18.727085191793
2010,4,GOVERNOR,,ERIC COOPER NICK WELTHA,,91.323818019625
2010,4,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,12.519346565566
2010,4,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,64.979621989295
2010,4,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,10256.641670383586
2010,4,GOVERNOR,,WRITE IN,,33.837059545049
2010,4,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,10166.030664585192
2010,4,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,1411.140332292596
2010,4,SECRETARY OF AGRICULTURE,,WRITE IN,,4.311607939340
2010,4,SECRETARY OF STATE,,JAKE PORTER,,235.380826271186
2010,4,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,9807.360671275648
2010,4,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,1580.981433987511
2010,4,SECRETARY OF STATE,,WRITE IN,,1.655803969670
2010,4,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,9488.008390945584
2010,4,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,2004.443688670829
2010,4,TREASURER OF STATE,,WRITE IN,,2.207738626227
2010,4,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,10713.940984611952
2010,4,U S SENATE,,JOHN HEIDERSCHEIT,,177.199570695807
2010,4,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,1157.032420829617
2010,4,U S SENATE,,WRITE IN,,3.311607939340
2010,5,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,7273.152860189215
2010,5,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,4523.135845223802
2010,5,ATTORNEY GENERAL,,WRITE IN,,6.769518339872
2010,5,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,8516.435564008869
2010,5,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,2943.058591828402
2010,5,AUDITOR OF STATE,,WRITE IN,,9.498802951297
2010,5,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3124.792739055494
2010,5,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,17.997605902595
2010,5,GOVERNOR,,ERIC COOPER NICK WELTHA,,119.233839842514
2010,5,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,40.162948775243
2010,5,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,154.009771747456
2010,5,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,8734.338475317621
2010,5,GOVERNOR,,WRITE IN,,34.870102660987
2010,5,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,9530.407004517576
2010,5,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,2254.869816099913
2010,5,SECRETARY OF AGRICULTURE,,WRITE IN,,7.456365243419
2010,5,SECRETARY OF STATE,,JAKE PORTER,,329.126657078215
2010,5,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,8289.435302485432
2010,5,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,3043.187885792485
2010,5,SECRETARY OF STATE,,WRITE IN,,4.478686087074
2010,5,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,7652.036511276860
2010,5,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,3939.758356002529
2010,5,TREASURER OF STATE,,WRITE IN,,6.624102213473
2010,5,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,9833.889836249156
2010,5,U S SENATE,,JOHN HEIDERSCHEIT,,239.902104320737
2010,5,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,2064.184476645038
2010,5,U S SENATE,,WRITE IN,,5.040233728446
2010,6,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,5143.867480444129
2010,6,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,4382.931710453580
2010,6,ATTORNEY GENERAL,,WRITE IN,,8.575684127218
2010,6,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,6522.006802217650
2010,6,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,2745.698289783373
2010,6,AUDITOR OF STATE,,WRITE IN,,7.716126021749
2010,6,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3031.596881361749
2010,6,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,18.010926359904
2010,6,GOVERNOR,,ERIC COOPER NICK WELTHA,,102.018806029939
