year,plan2_district,office,district,candidate,party,votes
2010,1,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,8983.662066621988
2010,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,9485.002718494257
2010,1,ATTORNEY GENERAL,,WRITE IN,,18.724771334988
2010,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,10461.710952322519
2010,1,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,7422.861772118444
2010,1,AUDITOR OF STATE,,WRITE IN,,13.892572280798
2010,1,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,7296.016546945942
2010,1,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,57.382363768513
2010,1,GOVERNOR,,ERIC COOPER NICK WELTHA,,218.052982320348
2010,1,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,103.892279665097
2010,1,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,202.348335394229
2010,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,10866.407623110978
2010,1,GOVERNOR,,WRITE IN,,61.006513059156
2010,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,11142.446994081613
2010,1,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,6786.219546728840
2010,1,SECRETARY OF AGRICULTURE,,WRITE IN,,14.496597162572
2010,1,SECRETARY OF STATE,,JAKE PORTER,,580.467911384639
2010,1,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,9907.216110854155
2010,1,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,7683.196496162959
2010,1,SECRETARY OF STATE,,WRITE IN,,10.268422990155
2010,1,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,9539.364957853901
2010,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC,8450.308096015708
2010,1,TREASURER OF STATE,,WRITE IN,,21.744895743857
2010,1,U S SENATE,,CHUCK GRASSLEY,REPUBLICAN,12621.099904663917
2010,1,U S SENATE,,JOHN HEIDERSCHEIT,,375.099451581541
2010,1,U S SENATE,,ROXANNE CONLIN,DEMOCRATIC,5714.679406462087
2010,1,U S SENATE,,WRITE IN,,15.704646926119
2010,2,ATTORNEY GENERAL,,BRENNA FINDLEY,REPUBLICAN,17064.705813681998
2010,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC,5538.886061172076
2010,2,ATTORNEY GENERAL,,WRITE IN,,6.233948167173
2010,2,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN,18424.117557786598
2010,2,AUDITOR OF STATE,,JON MURPHY,DEMOCRATIC,3626.852206397385
2010,2,AUDITOR OF STATE,,WRITE IN,,15.233948167173
2010,2,GOVERNOR,,CHET CULVER PATTY JUDGE,DEMOCRATIC,3593.707564791034
2010,2,GOVERNOR,,DAVID ROSENFELD HELEN MEYERS,,37.339481671725
2010,2,GOVERNOR,,ERIC COOPER NICK WELTHA,,180.463460191455
2010,2,GOVERNOR,,GREGORY JAMES HUGHES ROBIN PRIOR CALEF,,26.254611253794
2010,2,GOVERNOR,,JONATHAN NARCISSE RICHARD MARLAR,,149.910693439178
2010,2,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN,19272.716787298621
2010,2,GOVERNOR,,WRITE IN,,62.637637170208
2010,2,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN,19403.850338547745
2010,2,SECRETARY OF AGRICULTURE,,FRANCIS THICKE,DEMOCRATIC,2965.899486341350
2010,2,SECRETARY OF AGRICULTURE,,WRITE IN,,8.233948167173
2010,2,SECRETARY OF STATE,,JAKE PORTER,,448.351272472566
2010,2,SECRETARY OF STATE,,MATT SCHULTZ,REPUBLICAN,18378.206864347419
2010,2,SECRETARY OF STATE,,MICHAEL A MAURO,DEMOCRATIC,3577.235232313798
2010,2,SECRETARY OF STATE,,WRITE IN,,3.616974083586
2010,2,TREASURER OF STATE,,DAVID D JAMISON,REPUBLICAN,17611.164837730561
