year,plan2_district,office,district,candidate,party,votes
2024,1,PRESIDENT,,CHASE OLIVER AND MIKE TER MAAT,,1948.000000000000
2024,1,PRESIDENT,,CLAUDIA DE LA CRUZ AND KARINA GARCIA,,469.000000000000
2024,1,PRESIDENT,,DONALD J TRUMP AND JD VANCE,REP,226309.000000000000
2024,1,PRESIDENT,,KAMALA D HARRIS AND TIM WALZ,DEM,190502.000000000000
2024,1,PRESIDENT,,ROBERT F KENNEDY JR AND NICOLE SHANAHAN,,3558.000000000000
2024,1,PRESIDENT,,SHIVA AYYADURAI AND CRYSTAL ELLIS,,123.000000000000
2024,1,PRESIDENT,,WILLIAM P STODDEN AND STEPHANIE H CHOLENSKY,,87.000000000000
2024,1,PRESIDENT,,WRITE IN,,1692.000000000000
2024,2,PRESIDENT,,CHASE OLIVER AND MIKE TER MAAT,,1832.000000000000
2024,2,PRESIDENT,,CLAUDIA DE LA CRUZ AND KARINA GARCIA,,292.000000000000
2024,2,PRESIDENT,,DONALD J TRUMP AND JD VANCE,REP,227941.000000000000
2024,2,PRESIDENT,,KAMALA D HARRIS AND TIM WALZ,DEM,186017.000000000000
2024,2,PRESIDENT,,ROBERT F KENNEDY JR AND NICOLE SHANAHAN,,3395.000000000000
2024,2,PRESIDENT,,SHIVA AYYADURAI AND CRYSTAL ELLIS,,116.000000000000
2024,2,PRESIDENT,,WILLIAM P STODDEN AND STEPHANIE H CHOLENSKY,,101.000000000000
2024,2,PRESIDENT,,WRITE IN,,1588.000000000000
2024,3,PRESIDENT,,CHASE OLIVER AND MIKE TER MAAT,,1897.000000000000
2024,3,PRESIDENT,,CLAUDIA DE LA CRUZ AND KARINA GARCIA,,408.000000000000
2024,3,PRESIDENT,,DONALD J TRUMP AND JD VANCE,REP,217645.000000000000
2024,3,PRESIDENT,,KAMALA D HARRIS AND TIM WALZ,DEM,199043.000000000000
2024,3,PRESIDENT,,ROBERT F KENNEDY JR AND NICOLE SHANAHAN,,2989.000000000000
2024,3,PRESIDENT,,SHIVA AYYADURAI AND CRYSTAL ELLIS,,91.000000000000
2024,3,PRESIDENT,,WILLIAM P STODDEN AND STEPHANIE H CHOLENSKY,,88.000000000000
2024,3,PRESIDENT,,WRITE IN,,1865.000000000000
2024,4,PRESIDENT,,CHASE OLIVER AND MIKE TER MAAT,,1541.000000000000
2024,4,PRESIDENT,,CLAUDIA DE LA CRUZ AND KARINA GARCIA,,258.000000000000
2024,4,PRESIDENT,,DONALD J TRUMP AND JD VANCE,REP,255124.000000000000
2024,4,PRESIDENT,,KAMALA D HARRIS AND TIM WALZ,DEM,131716.000000000000
2024,4,PRESIDENT,,ROBERT F KENNEDY JR AND NICOLE SHANAHAN,,3180.000000000000
2024,4,PRESIDENT,,SHIVA AYYADURAI AND CRYSTAL ELLIS,,94.000000000000
2024,4,PRESIDENT,,WILLIAM P STODDEN AND STEPHANIE H CHOLENSKY,,85.000000000000
2024,4,PRESIDENT,,WRITE IN,,1512.000000000000
