year,plan2_district,office,district,candidate,party,votes
2002,1,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,7141.990202093619
2002,1,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,295.972192069171
2002,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,9089.970445814180
2002,1,ATTORNEY GENERAL,,WRITE IN VOTES,,4.228174172417
2002,1,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,1164.559972059920
2002,1,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,8154.335903946537
2002,1,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,6861.722656950567
2002,1,AUDITOR OF STATE,,WRITE IN VOTES,,11.476472753703
2002,1,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,185.435638704562
2002,1,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,7991.249185867606
2002,1,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,213.220783266158
2002,1,GOVERNOR,,TOM VILSACK AND SALLY PEDERSON,DEMOCRATIC PARTY,8595.878092523197
2002,1,GOVERNOR,,WRITE IN VOTES,,17.516721571441
2002,1,SECRETARY OF AGRICULTURE,,BRIAN RUSSELL DEPEW,IOWA GREEN PARTY,265.770947980480
2002,1,SECRETARY OF AGRICULTURE,,FRITZ GROSZKRUGER,LIBERTARIAN PARTY,230.737504837598
2002,1,SECRETARY OF AGRICULTURE,,JOHN ASKEW,REPUBLICAN PARTY,8445.475896961516
2002,1,SECRETARY OF AGRICULTURE,,PATTY JUDGE,DEMOCRATIC PARTY,7095.480286197035
2002,1,SECRETARY OF AGRICULTURE,,RONALD TIGNER,NOMINATED BY PETITION,250.670325936134
2002,1,SECRETARY OF AGRICULTURE,,WRITE IN VOTES,,6.040248817738
2002,1,SECRETARY OF STATE,,CHET CULVER,DEMOCRATIC PARTY,7820.914169207389
2002,1,SECRETARY OF STATE,,DON ARENZ,IOWA GREEN PARTY,248.254226409039
2002,1,SECRETARY OF STATE,,MIKE HARTWIG,REPUBLICAN PARTY,7900.041428719759
2002,1,SECRETARY OF STATE,,SYLVIA SANDERS OLSON,LIBERTARIAN PARTY,376.911526226862
2002,1,SECRETARY OF STATE,,WRITE IN VOTES,,9.060373226607
2002,1,TREASURER OF STATE,,MATT WHITAKER,REPUBLICAN PARTY,8095.745490414476
2002,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,7831.182592197544
2002,1,TREASURER OF STATE,,TIM HIRD,LIBERTARIAN PARTY,352.146506074136
2002,1,TREASURER OF STATE,,WRITE IN VOTES,,7.248298581286
2002,1,U S SENATE,,GREG GANSKE,REPUBLICAN PARTY,7684.404545926506
2002,1,U S SENATE,,RICHARD J MOORE,LIBERTARIAN PARTY,237.985803418884
2002,1,U S SENATE,,TIMOTHY A HARTHAN,IOWA GREEN PARTY,213.824808147931
2002,1,U S SENATE,,TOM HARKIN,DEMOCRATIC PARTY,8844.736343814009
2002,1,U S SENATE,,WRITE IN VOTES,,13.892572280798
2002,2,ATTORNEY GENERAL,,DAVE MILLAGE,REPUBLICAN PARTY,13948.994513191688
2002,2,ATTORNEY GENERAL,,EDWARD F NOYES,LIBERTARIAN PARTY,140.653864113939
2002,2,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,5021.202661685735
2002,2,ATTORNEY GENERAL,,WRITE IN VOTES,,1.233948167173
2002,2,AUDITOR OF STATE,,CHRISTY ANN WELTY,LIBERTARIAN PARTY,485.913611954238
2002,2,AUDITOR OF STATE,,DAVID A VAUDT,REPUBLICAN PARTY,14558.754611253793
2002,2,AUDITOR OF STATE,,PATRICK J DELUHERY,DEMOCRATIC PARTY,3606.664020546346
2002,2,AUDITOR OF STATE,,WRITE IN VOTES,,0.616974083586
2002,2,GOVERNOR,,CLYDE CLEVELAND AND RICHARD CAMPAGNA,LIBERTARIAN PARTY,105.293719355592
2002,2,GOVERNOR,,DOUG GROSS AND DEBI DURHAM,REPUBLICAN PARTY,14728.148727527434
2002,2,GOVERNOR,,JAY ROBINSON AND HOLLY JANE HART,IOWA GREEN PARTY,148.633201027317
