county,precinct,office,district,party,candidate,votes
Adair,1NW,U.S. House,3,REP,David Young,112
Adair,2NE,U.S. House,3,REP,David Young,78
Adair,3SW,U.S. House,3,REP,David Young,112
Adair,4SE,U.S. House,3,REP,David Young,114
Adair,5GF,U.S. House,3,REP,David Young,151
Adair,1NW,U.S. House,3,,Write-in,0
Adair,2NE,U.S. House,3,,Write-in,1
Adair,3SW,U.S. House,3,,Write-in,0
Adair,4SE,U.S. House,3,,Write-in,0
Adair,5GF,U.S. House,3,,Write-in,0
Adair,1NW,U.S. House,3,DEM,Cindy Axne,31
Adair,2NE,U.S. House,3,DEM,Cindy Axne,52
Adair,3SW,U.S. House,3,DEM,Cindy Axne,29
Adair,4SE,U.S. House,3,DEM,Cindy Axne,34
Adair,5GF,U.S. House,3,DEM,Cindy Axne,65
Adair,1NW,U.S. House,3,DEM,Pete D'Alessandro,7
Adair,2NE,U.S. House,3,DEM,Pete D'Alessandro,1
Adair,3SW,U.S. House,3,DEM,Pete D'Alessandro,2
Adair,4SE,U.S. House,3,DEM,Pete D'Alessandro,8
Adair,5GF,U.S. House,3,DEM,Pete D'Alessandro,13
Adair,1NW,U.S. House,3,DEM,Eddie J. Mauro,16
Adair,2NE,U.S. House,3,DEM,Eddie J. Mauro,20
Adair,3SW,U.S. House,3,DEM,Eddie J. Mauro,25
Adair,4SE,U.S. House,3,DEM,Eddie J. Mauro,16
Adair,5GF,U.S. House,3,DEM,Eddie J. Mauro,18
Adair,1NW,U.S. House,3,LIB,Bryan Jack Holder,0
Adair,2NE,U.S. House,3,LIB,Bryan Jack Holder,3
Adair,3SW,U.S. House,3,LIB,Bryan Jack Holder,0
Adair,4SE,U.S. House,3,LIB,Bryan Jack Holder,2
Adair,5GF,U.S. House,3,LIB,Bryan Jack Holder,2
Adair,1NW,Governor,,REP,Kim Reynolds,110
Adair,2NE,Governor,,REP,Kim Reynolds,76
Adair,3SW,Governor,,REP,Kim Reynolds,115
Adair,4SE,Governor,,REP,Kim Reynolds,114
Adair,5GF,Governor,,REP,Kim Reynolds,156
Adair,1NW,Governor,,,Write-in,0
Adair,2NE,Governor,,,Write-in,2
Adair,3SW,Governor,,,Write-in,0
Adair,4SE,Governor,,,Write-in,0
Adair,5GF,Governor,,,Write-in,0
Adair,1NW,Governor,,DEM,Nate Boulton,2
Adair,2NE,Governor,,DEM,Nate Boulton,2
Adair,3SW,Governor,,DEM,Nate Boulton,5
Adair,4SE,Governor,,DEM,Nate Boulton,5
Adair,5GF,Governor,,DEM,Nate Boulton,3
Adair,1NW,Governor,,DEM,Cathy Glasson,9
Adair,2NE,Governor,,DEM,Cathy Glasson,14
Adair,3SW,Governor,,DEM,Cathy Glasson,11
Adair,4SE,Governor,,DEM,Cathy Glasson,10
Adair,5GF,Governor,,DEM,Cathy Glasson,10
Adair,1NW,Governor,,DEM,Fred Hubbell,34
Adair,2NE,Governor,,DEM,Fred Hubbell,37
Adair,3SW,Governor,,DEM,Fred Hubbell,31
Adair,4SE,Governor,,DEM,Fred Hubbell,32
Adair,5GF,Governor,,DEM,Fred Hubbell,36
Adair,1NW,Governor,,DEM,Andrea Andy McGuire,1
Adair,2NE,Governor,,DEM,Andrea Andy McGuire,4
Adair,3SW,Governor,,DEM,Andrea Andy McGuire,3
Adair,4SE,Governor,,DEM,Andrea Andy McGuire,2
Adair,5GF,Governor,,DEM,Andrea Andy McGuire,2
Adair,1NW,Governor,,DEM,John Norris,8
Adair,2NE,Governor,,DEM,John Norris,15
Adair,3SW,Governor,,DEM,John Norris,9
Adair,4SE,Governor,,DEM,John Norris,9
Adair,5GF,Governor,,DEM,John Norris,47
Adair,1NW,Governor,,DEM,Ross Wilburn,0
Adair,2NE,Governor,,DEM,Ross Wilburn,0
Adair,3SW,Governor,,DEM,Ross Wilburn,1
Adair,4SE,Governor,,DEM,Ross Wilburn,1
Adair,5GF,Governor,,DEM,Ross Wilburn,1
Adair,1NW,Governor,,LIB,Marco Battaglia,0
Adair,2NE,Governor,,LIB,Marco Battaglia,1
Adair,3SW,Governor,,LIB,Marco Battaglia,0
Adair,4SE,Governor,,LIB,Marco Battaglia,1
Adair,5GF,Governor,,LIB,Marco Battaglia,0
Adair,1NW,Governor,,LIB,Jake Porter,0
Adair,2NE,Governor,,LIB,Jake Porter,2
Adair,3SW,Governor,,LIB,Jake Porter,0
Adair,4SE,Governor,,LIB,Jake Porter,1
Adair,5GF,Governor,,LIB,Jake Porter,2
Adair,1NW,Secretary of State,,REP,Paul D. Pate,113
Adair,2NE,Secretary of State,,REP,Paul D. Pate,71
Adair,3SW,Secretary of State,,REP,Paul D. Pate,105
Adair,4SE,Secretary of State,,REP,Paul D. Pate,112
Adair,5GF,Secretary of State,,REP,Paul D. Pate,146
Adair,1NW,Secretary of State,,,Write-in,0
Adair,2NE,Secretary of State,,,Write-in,1
Adair,3SW,Secretary of State,,,Write-in,0
Adair,4SE,Secretary of State,,,Write-in,0
Adair,5GF,Secretary of State,,,Write-in,0
Adair,1NW,Secretary of State,,DEM,Deidre DeJear,14
Adair,2NE,Secretary of State,,DEM,Deidre DeJear,22
Adair,3SW,Secretary of State,,DEM,Deidre DeJear,11
Adair,4SE,Secretary of State,,DEM,Deidre DeJear,22
Adair,5GF,Secretary of State,,DEM,Deidre DeJear,37
Adair,1NW,Secretary of State,,DEM,Jim Mowrer,39
Adair,2NE,Secretary of State,,DEM,Jim Mowrer,50
Adair,3SW,Secretary of State,,DEM,Jim Mowrer,44
Adair,4SE,Secretary of State,,DEM,Jim Mowrer,33
Adair,5GF,Secretary of State,,DEM,Jim Mowrer,59
Adair,1NW,Auditor of State,,REP,Mary Mosiman,107
Adair,2NE,Auditor of State,,REP,Mary Mosiman,66
Adair,3SW,Auditor of State,,REP,Mary Mosiman,100
Adair,4SE,Auditor of State,,REP,Mary Mosiman,114
Adair,5GF,Auditor of State,,REP,Mary Mosiman,145
Adair,1NW,Auditor of State,,,Write-in,0
Adair,2NE,Auditor of State,,,Write-in,1
Adair,3SW,Auditor of State,,,Write-in,0
Adair,4SE,Auditor of State,,,Write-in,0
Adair,5GF,Auditor of State,,,Write-in,0
Adair,1NW,Auditor of State,,DEM,Rob Sand,45
Adair,2NE,Auditor of State,,DEM,Rob Sand,64
Adair,3SW,Auditor of State,,DEM,Rob Sand,48
Adair,4SE,Auditor of State,,DEM,Rob Sand,46
Adair,5GF,Auditor of State,,DEM,Rob Sand,80
Adair,1NW,Treasurer of State,,,Write-in,0
Adair,2NE,Treasurer of State,,,Write-in,2
Adair,3SW,Treasurer of State,,,Write-in,0
Adair,4SE,Treasurer of State,,,Write-in,0
Adair,5GF,Treasurer of State,,,Write-in,0
Adair,1NW,Treasurer of State,,DEM,Michael L. Fitzgerald,51
Adair,2NE,Treasurer of State,,DEM,Michael L. Fitzgerald,65
Adair,3SW,Treasurer of State,,DEM,Michael L. Fitzgerald,55
Adair,4SE,Treasurer of State,,DEM,Michael L. Fitzgerald,51
Adair,5GF,Treasurer of State,,DEM,Michael L. Fitzgerald,94
Adair,1NW,Secretary of Agriculture,,REP,Ray Gaesser,36
Adair,2NE,Secretary of Agriculture,,REP,Ray Gaesser,30
Adair,3SW,Secretary of Agriculture,,REP,Ray Gaesser,34
Adair,4SE,Secretary of Agriculture,,REP,Ray Gaesser,55
Adair,5GF,Secretary of Agriculture,,REP,Ray Gaesser,51
Adair,1NW,Secretary of Agriculture,,REP,Chad Ingels,3
Adair,2NE,Secretary of Agriculture,,REP,Chad Ingels,5
Adair,3SW,Secretary of Agriculture,,REP,Chad Ingels,7
Adair,4SE,Secretary of Agriculture,,REP,Chad Ingels,7
Adair,5GF,Secretary of Agriculture,,REP,Chad Ingels,7
Adair,1NW,Secretary of Agriculture,,REP,Craig Lang,21
Adair,2NE,Secretary of Agriculture,,REP,Craig Lang,13
Adair,3SW,Secretary of Agriculture,,REP,Craig Lang,23
Adair,4SE,Secretary of Agriculture,,REP,Craig Lang,7
Adair,5GF,Secretary of Agriculture,,REP,Craig Lang,25
Adair,1NW,Secretary of Agriculture,,REP,Mike Naig,33
Adair,2NE,Secretary of Agriculture,,REP,Mike Naig,18
Adair,3SW,Secretary of Agriculture,,REP,Mike Naig,26
Adair,4SE,Secretary of Agriculture,,REP,Mike Naig,30
Adair,5GF,Secretary of Agriculture,,REP,Mike Naig,38
Adair,1NW,Secretary of Agriculture,,REP,Dan Zumbach,22
Adair,2NE,Secretary of Agriculture,,REP,Dan Zumbach,9
Adair,3SW,Secretary of Agriculture,,REP,Dan Zumbach,18
Adair,4SE,Secretary of Agriculture,,REP,Dan Zumbach,11
Adair,5GF,Secretary of Agriculture,,REP,Dan Zumbach,22
Adair,1NW,Secretary of Agriculture,,,Write-in,0
Adair,2NE,Secretary of Agriculture,,,Write-in,2
Adair,3SW,Secretary of Agriculture,,,Write-in,0
Adair,4SE,Secretary of Agriculture,,,Write-in,0
Adair,5GF,Secretary of Agriculture,,,Write-in,0
Adair,1NW,Secretary of Agriculture,,DEM,Tim Gannon,49
Adair,2NE,Secretary of Agriculture,,DEM,Tim Gannon,60
Adair,3SW,Secretary of Agriculture,,DEM,Tim Gannon,52
Adair,4SE,Secretary of Agriculture,,DEM,Tim Gannon,48
Adair,5GF,Secretary of Agriculture,,DEM,Tim Gannon,89
Adair,1NW,Attorney General,,,Write-in,0
Adair,2NE,Attorney General,,,Write-in,2
Adair,3SW,Attorney General,,,Write-in,0
Adair,4SE,Attorney General,,,Write-in,0
Adair,5GF,Attorney General,,,Write-in,0
Adair,1NW,Attorney General,,DEM,Tom Miller,52
Adair,2NE,Attorney General,,DEM,Tom Miller,66
Adair,3SW,Attorney General,,DEM,Tom Miller,55
Adair,4SE,Attorney General,,DEM,Tom Miller,52
Adair,5GF,Attorney General,,DEM,Tom Miller,95
Adair,1NW,State House,20,REP,Dodge Michael Perrigo,12
Adair,2NE,State House,20,REP,Dodge Michael Perrigo,10
Adair,3SW,State House,20,REP,Dodge Michael Perrigo,13
Adair,4SE,State House,20,REP,Dodge Michael Perrigo,13
Adair,5GF,State House,20,REP,Dodge Michael Perrigo,20
Adair,1NW,State House,20,REP,Ray Bubba Sorensen,108
Adair,2NE,State House,20,REP,Ray Bubba Sorensen,71
Adair,3SW,State House,20,REP,Ray Bubba Sorensen,107
Adair,4SE,State House,20,REP,Ray Bubba Sorensen,109
Adair,5GF,State House,20,REP,Ray Bubba Sorensen,158
Adair,1NW,State House,20,,Write-in,0
Adair,2NE,State House,20,,Write-in,1
Adair,3SW,State House,20,,Write-in,0
Adair,4SE,State House,20,,Write-in,0
Adair,5GF,State House,20,,Write-in,0
Adair,1NW,State House,20,DEM,Warren Varley,50
Adair,2NE,State House,20,DEM,Warren Varley,63
Adair,3SW,State House,20,DEM,Warren Varley,52
Adair,4SE,State House,20,DEM,Warren Varley,46
Adair,5GF,State House,20,DEM,Warren Varley,92
Adair,2NE,County Board of Supervisors District 2,,,Write-in,0
Adair,2NE,County Board of Supervisors District 2,,DEM,Steven Shelley,62
Adair,4SE,County Board of Supervisors District 4,,,Write-in,0
Adair,4SE,County Board of Supervisors District 4,,DEM,Jodie Jean Hoadley,52
Adair,1NW,County Treasurer,,REP,Kim Crosswhite Perkins,15
Adair,2NE,County Treasurer,,REP,Kim Crosswhite Perkins,15
Adair,3SW,County Treasurer,,REP,Kim Crosswhite Perkins,20
Adair,4SE,County Treasurer,,REP,Kim Crosswhite Perkins,19
Adair,5GF,County Treasurer,,REP,Kim Crosswhite Perkins,39
Adair,1NW,County Treasurer,,REP,Brenda L. Wallace,106
Adair,2NE,County Treasurer,,REP,Brenda L. Wallace,69
Adair,3SW,County Treasurer,,REP,Brenda L. Wallace,104
Adair,4SE,County Treasurer,,REP,Brenda L. Wallace,112
Adair,5GF,County Treasurer,,REP,Brenda L. Wallace,143
Adair,1NW,County Treasurer,,,Write-in,0
Adair,2NE,County Treasurer,,,Write-in,0
Adair,3SW,County Treasurer,,,Write-in,0
Adair,4SE,County Treasurer,,,Write-in,0
Adair,5GF,County Treasurer,,,Write-in,1
Adair,1NW,County Recorder,,REP,Janelle Schneider,112
Adair,2NE,County Recorder,,REP,Janelle Schneider,76
Adair,3SW,County Recorder,,REP,Janelle Schneider,119
Adair,4SE,County Recorder,,REP,Janelle Schneider,122
Adair,5GF,County Recorder,,REP,Janelle Schneider,170
Adair,1NW,County Recorder,,,Write-in,0
Adair,2NE,County Recorder,,,Write-in,0
Adair,3SW,County Recorder,,,Write-in,0
Adair,4SE,County Recorder,,,Write-in,0
Adair,5GF,County Recorder,,,Write-in,0
Adair,1NW,County Attorney,,REP,Clint Hight,108
Adair,2NE,County Attorney,,REP,Clint Hight,67
Adair,3SW,County Attorney,,REP,Clint Hight,108
Adair,4SE,County Attorney,,REP,Clint Hight,109
Adair,5GF,County Attorney,,REP,Clint Hight,166
Adair,1NW,County Attorney,,,Write-in,0
Adair,2NE,County Attorney,,,Write-in,0
Adair,3SW,County Attorney,,,Write-in,0
Adair,4SE,County Attorney,,,Write-in,0
Adair,5GF,County Attorney,,,Write-in,0
Adams,Adams 1,U.S. House,3,REP,David Young,61
Adams,Adams 2,U.S. House,3,REP,David Young,65
Adams,Adams 3,U.S. House,3,REP,David Young,97
Adams,Adams 4,U.S. House,3,REP,David Young,46
Adams,Adams 5,U.S. House,3,REP,David Young,54
Adams,Adams 1,U.S. House,3,,Write-in,0
Adams,Adams 2,U.S. House,3,,Write-in,0
Adams,Adams 3,U.S. House,3,,Write-in,0
Adams,Adams 4,U.S. House,3,,Write-in,0
Adams,Adams 5,U.S. House,3,,Write-in,0
Adams,Adams 1,Governor,,REP,Kim Reynolds,57
Adams,Adams 2,Governor,,REP,Kim Reynolds,61
Adams,Adams 3,Governor,,REP,Kim Reynolds,98
Adams,Adams 4,Governor,,REP,Kim Reynolds,45
Adams,Adams 5,Governor,,REP,Kim Reynolds,54
Adams,Adams 1,Governor,,,Write-in,0
Adams,Adams 2,Governor,,,Write-in,0
Adams,Adams 3,Governor,,,Write-in,0
Adams,Adams 4,Governor,,,Write-in,0
Adams,Adams 5,Governor,,,Write-in,0
Adams,Adams 1,Secretary of State,,REP,Paul D. Pate,54
Adams,Adams 2,Secretary of State,,REP,Paul D. Pate,58
Adams,Adams 3,Secretary of State,,REP,Paul D. Pate,88
Adams,Adams 4,Secretary of State,,REP,Paul D. Pate,40
Adams,Adams 5,Secretary of State,,REP,Paul D. Pate,49
Adams,Adams 1,Secretary of State,,,Write-in,0
Adams,Adams 2,Secretary of State,,,Write-in,0
Adams,Adams 3,Secretary of State,,,Write-in,0
Adams,Adams 4,Secretary of State,,,Write-in,0
Adams,Adams 5,Secretary of State,,,Write-in,0
Adams,Adams 1,Auditor of State,,REP,Mary Mosiman,53
Adams,Adams 2,Auditor of State,,REP,Mary Mosiman,58
Adams,Adams 3,Auditor of State,,REP,Mary Mosiman,86
Adams,Adams 4,Auditor of State,,REP,Mary Mosiman,37
Adams,Adams 5,Auditor of State,,REP,Mary Mosiman,44
Adams,Adams 1,Auditor of State,,,Write-in,0
Adams,Adams 2,Auditor of State,,,Write-in,0
Adams,Adams 3,Auditor of State,,,Write-in,0
Adams,Adams 4,Auditor of State,,,Write-in,0
Adams,Adams 5,Auditor of State,,,Write-in,0
Adams,Adams 1,Treasurer of State,,REP,Vicki Mullin,1
Adams,Adams 2,Treasurer of State,,REP,Vicki Mullin,0
Adams,Adams 3,Treasurer of State,,REP,Vicki Mullin,0
Adams,Adams 4,Treasurer of State,,REP,Vicki Mullin,0
Adams,Adams 5,Treasurer of State,,REP,Vicki Mullin,0
Adams,Adams 1,Treasurer of State,,REP,Popeye,1
Adams,Adams 2,Treasurer of State,,REP,Popeye,0
Adams,Adams 3,Treasurer of State,,REP,Popeye,0
Adams,Adams 4,Treasurer of State,,REP,Popeye,0
