year,plan2_district,office,district,candidate,party,votes
2020,1,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,1.971931
2020,1,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,14.954255
2020,1,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,4685.524541
2020,1,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,20.882457
2020,1,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,102.586983
2020,1,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,5536.892210
2020,1,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,21.968600
2020,1,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,1.000000
2020,1,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,10.962814
2020,1,PRESIDENT,,WRITE IN,,36.932743
2020,1,U S SENATE,,JONI ERNST,REP,4205.250265
2020,1,U S SENATE,,RICK STEWART,LIB,273.197582
2020,1,U S SENATE,,SUZANNE HERZOG,,173.565628
2020,1,U S SENATE,,THERESA GREENFIELD,DEM,5490.475343
2020,1,U S SENATE,,WRITE IN,,13.996669
2020,10,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,3.001017
2020,10,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,11.761559
2020,10,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,13177.680510
2020,10,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,20.690845
2020,10,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,160.653033
2020,10,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,6003.218552
2020,10,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,16.172660
2020,10,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.424724
2020,10,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,7.797838
2020,10,PRESIDENT,,WRITE IN,,26.168971
2020,10,U S SENATE,,JONI ERNST,REP,12471.573767
2020,10,U S SENATE,,RICK STEWART,LIB,344.983924
2020,10,U S SENATE,,SUZANNE HERZOG,,132.494133
2020,10,U S SENATE,,THERESA GREENFIELD,DEM,6372.782747
2020,10,U S SENATE,,WRITE IN,,4.788127
2020,100,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,23.662981
