year,plan2_district,office,district,candidate,party,votes
2020,1,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,12.000369
2020,1,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,32.007943
2020,1,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,12064.443221
2020,1,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,56.009885
2020,1,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,231.028839
2020,1,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,11385.302354
2020,1,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,43.000263
2020,1,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,5.000134
2020,1,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,25.016426
2020,1,PRESIDENT,,WRITE IN,,92.001559
2020,1,U S SENATE,,JONI ERNST,REP,11153.376475
2020,1,U S SENATE,,RICK STEWART,LIB,559.055301
2020,1,U S SENATE,,SUZANNE HERZOG,,349.063057
2020,1,U S SENATE,,THERESA GREENFIELD,DEM,11326.264085
2020,1,U S SENATE,,WRITE IN,,39.000382
2020,10,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,7.001433
2020,10,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,36.999332
2020,10,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,13754.460565
2020,10,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,64.139432
2020,10,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,364.376633
2020,10,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,12461.902568
2020,10,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,54.129480
2020,10,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,9.000844
2020,10,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,6.043838
2020,10,PRESIDENT,,WRITE IN,,74.132963
2020,10,U S SENATE,,JONI ERNST,REP,12658.905007
2020,10,U S SENATE,,RICK STEWART,LIB,883.103463
2020,10,U S SENATE,,SUZANNE HERZOG,,361.305883
2020,10,U S SENATE,,THERESA GREENFIELD,DEM,12436.381747
2020,10,U S SENATE,,WRITE IN,,21.000069
2020,11,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,5.000000
2020,11,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,36.821010
2020,11,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,21393.932032
2020,11,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,56.615757
2020,11,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,505.568031
2020,11,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,14807.933496
2020,11,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,55.999974
2020,11,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,12.000000
2020,11,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,30.410505
2020,11,PRESIDENT,,WRITE IN,,107.205226
2020,11,U S SENATE,,JONI ERNST,REP,20597.254049
2020,11,U S SENATE,,RICK STEWART,LIB,859.236313
2020,11,U S SENATE,,SUZANNE HERZOG,,297.284039
2020,11,U S SENATE,,THERESA GREENFIELD,DEM,14823.580345
2020,11,U S SENATE,,WRITE IN,,32.000000
2020,12,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,14.615883
2020,12,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,27.001924
2020,12,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,23493.362156
2020,12,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,42.639905
2020,12,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,319.681674
2020,12,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,10257.472597
2020,12,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,50.341344
2020,12,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,12.186805
2020,12,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,24.411003
2020,12,PRESIDENT,,WRITE IN,,57.370800
2020,12,U S SENATE,,JONI ERNST,REP,22261.029424
2020,12,U S SENATE,,RICK STEWART,LIB,771.230424
2020,12,U S SENATE,,SUZANNE HERZOG,,321.723580
2020,12,U S SENATE,,THERESA GREENFIELD,DEM,10483.720695
2020,12,U S SENATE,,WRITE IN,,21.540329
2020,13,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,9.736844
2020,13,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,23.000001
2020,13,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,19716.213111
2020,13,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,38.736841
2020,13,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,318.210558
2020,13,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,9675.421876
2020,13,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,45.000000
2020,13,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,12.000001
2020,13,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,12.000002
2020,13,PRESIDENT,,WRITE IN,,34.736845
2020,13,U S SENATE,,JONI ERNST,REP,17825.686597
2020,13,U S SENATE,,RICK STEWART,LIB,747.947465
2020,13,U S SENATE,,SUZANNE HERZOG,,266.210550
2020,13,U S SENATE,,THERESA GREENFIELD,DEM,10480.527201
2020,13,U S SENATE,,WRITE IN,,19.000000
2020,14,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,4.647091
2020,14,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,13.998297
2020,14,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,17573.570005
2020,14,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,37.986706
2020,14,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,515.323089
2020,14,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,18208.692625
2020,14,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,64.258847
2020,14,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,10.000040
2020,14,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,24.997348
2020,14,PRESIDENT,,WRITE IN,,108.912018
2020,14,U S SENATE,,JONI ERNST,REP,18282.864081
2020,14,U S SENATE,,RICK STEWART,LIB,624.566617
2020,14,U S SENATE,,SUZANNE HERZOG,,233.195102
2020,14,U S SENATE,,THERESA GREENFIELD,DEM,17091.351524
2020,14,U S SENATE,,WRITE IN,,22.645850
2020,15,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,11.991442
2020,15,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,19.998324
2020,15,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,10088.986683
2020,15,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,45.007649
2020,15,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,318.882720
2020,15,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,16108.478394
2020,15,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,75.975591
2020,15,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,7.999210
2020,15,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,37.984210
2020,15,PRESIDENT,,WRITE IN,,61.967590
2020,15,U S SENATE,,JONI ERNST,REP,9380.306862
2020,15,U S SENATE,,RICK STEWART,LIB,674.777811
2020,15,U S SENATE,,SUZANNE HERZOG,,290.866993
2020,15,U S SENATE,,THERESA GREENFIELD,DEM,16036.412208
2020,15,U S SENATE,,WRITE IN,,28.000501
2020,16,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,9.995049
2020,16,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,27.985679
2020,16,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,14906.321494
2020,16,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,51.012581
2020,16,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,418.888941
2020,16,PRESIDENT,,JOSEPH R BIDEN AND KAMALA D HARRIS,DEM,22193.770254
2020,16,PRESIDENT,,KANYE WEST AND MICHELLE TIDBALL,,74.995558
2020,16,PRESIDENT,,RICKI SUE KING AND DAYNA R CHANDLER,GKH,14.998399
2020,16,PRESIDENT,,ROQUE ROCKY DE LA FUENTE AND DARCY G RICHARDSON,ALL,23.999144
2020,16,PRESIDENT,,WRITE IN,,119.938561
2020,16,U S SENATE,,JONI ERNST,REP,15659.548516
2020,16,U S SENATE,,RICK STEWART,LIB,623.861701
2020,16,U S SENATE,,SUZANNE HERZOG,,236.973691
2020,16,U S SENATE,,THERESA GREENFIELD,DEM,21028.530840
2020,16,U S SENATE,,WRITE IN,,24.001772
2020,17,PRESIDENT,,BROCK PIERCE AND KARLA BALLARD,,8.000571
2020,17,PRESIDENT,,DON BLANKENSHIP AND WILLIAM ALAN MOHR,CON,16.005382
2020,17,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,6630.284299
2020,17,PRESIDENT,,HOWIE HAWKINS AND ANGELA NICOLE WALKER,GRN,75.001688
2020,17,PRESIDENT,,JO JORGENSEN AND JEREMY COHEN,LIB,302.124796
