year,plan2_district,office,district,candidate,party,votes
2014,1,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,2700.859120
2014,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,3888.018614
2014,1,ATTORNEY GENERAL,,WRITE IN,,8.999874
2014,1,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,3340.040445
2014,1,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,3069.422760
2014,1,AUDITOR OF STATE,,WRITE IN,,8.962310
2014,1,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,2891.280114
2014,1,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,96.610301
2014,1,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,57.790888
2014,1,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,73.734273
2014,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,3644.889121
2014,1,GOVERNOR,,WRITE IN,,4.999662
2014,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,3146.703032
2014,1,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,364.742248
2014,1,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,2935.964649
2014,1,SECRETARY OF AGRICULTURE,,WRITE IN,,6.962097
2014,1,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,3553.124011
2014,1,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,172.451088
2014,1,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,2610.102437
2014,1,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,209.346939
2014,1,SECRETARY OF STATE,,WRITE IN,,6.973480
2014,1,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,184.535888
2014,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,3452.420955
2014,1,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,2905.129868
2014,1,TREASURER OF STATE,,WRITE IN,,5.975624
2014,1,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,66.824354
2014,1,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,3387.789232
2014,1,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,39.945108
2014,1,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,2994.503572
2014,1,U S SENATE,,RICK STEWART,INDEPENDENT,257.234159
2014,1,U S SENATE,,RUTH SMITH,,30.874452
2014,1,U S SENATE,,WRITE IN,,10.946189
2014,10,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,4900.086624
