year,plan2_district,office,district,candidate,party,votes
2014,1,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,7320.169892
2014,1,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,8197.776041
2014,1,ATTORNEY GENERAL,,WRITE IN,,21.002214
2014,1,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,6777.640181
2014,1,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,8304.246983
2014,1,AUDITOR OF STATE,,WRITE IN,,24.000238
2014,1,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,5912.553942
2014,1,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,194.021122
2014,1,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,113.999818
2014,1,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,172.009904
2014,1,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,9607.376388
2014,1,GOVERNOR,,WRITE IN,,16.998595
2014,1,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,8713.230413
2014,1,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,757.082736
2014,1,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,5782.594125
2014,1,SECRETARY OF AGRICULTURE,,WRITE IN,,10.998591
2014,1,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,7444.656579
2014,1,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,393.994398
2014,1,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,7181.225405
2014,1,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,429.022295
2014,1,SECRETARY OF STATE,,WRITE IN,,12.998472
2014,1,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,382.013557
2014,1,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,7137.667269
2014,1,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,7956.231164
2014,1,TREASURER OF STATE,,WRITE IN,,9.998928
2014,1,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,129.029492
2014,1,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,7038.701801
2014,1,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,102.010569
2014,1,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,8112.131137
2014,1,U S SENATE,,RICK STEWART,INDEPENDENT,560.071416
2014,1,U S SENATE,,RUTH SMITH,,55.994065
2014,1,U S SENATE,,WRITE IN,,25.000638
2014,10,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,7153.565084
2014,10,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,7178.381510
2014,10,ATTORNEY GENERAL,,WRITE IN,,29.384821
2014,10,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,6019.873717
2014,10,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,8136.988952
2014,10,AUDITOR OF STATE,,WRITE IN,,29.186164
2014,10,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,5351.789648
2014,10,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,374.061344
2014,10,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,142.128229
2014,10,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,453.202758
2014,10,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,8435.039220
2014,10,GOVERNOR,,WRITE IN,,11.087423
2014,10,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,7742.752049
2014,10,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,1062.589333
2014,10,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,5425.437700
2014,10,SECRETARY OF AGRICULTURE,,WRITE IN,,14.093160
2014,10,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,6253.958409
2014,10,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,522.052263
2014,10,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,7095.289082
2014,10,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,542.943298
2014,10,SECRETARY OF STATE,,WRITE IN,,11.504688
