year,plan2_district,office,district,candidate,party,votes
2004,1,PRESIDENT,,,DEM,7853.225805230567
2004,1,PRESIDENT,,,OTH,6.347514182423
2004,1,PRESIDENT,,,REP,7098.485581982672
2004,1,PRESIDENT,,,SC,7.854246676189
2004,1,US SENATE,,,DEM,5013.914140510901
2004,1,US SENATE,,,OTH,64.889504463282
2004,1,US SENATE,,,REP,9476.679203306110
2004,1,US SENATE,,,SC,0.906787740346
2004,2,PRESIDENT,,,DEM,6307.592280400702
2004,2,PRESIDENT,,,OTH,6.354616669409
2004,2,PRESIDENT,,,REP,7620.892340548879
2004,2,PRESIDENT,,,SC,5.793632845706
2004,2,US SENATE,,,DEM,3716.439444942904
2004,2,US SENATE,,,OTH,59.546011378952
2004,2,US SENATE,,,REP,9837.180970499021
2004,2,US SENATE,,,SC,0.913227798426
2004,3,PRESIDENT,,,DEM,3714.773849402054
2004,3,PRESIDENT,,,OTH,45.594667537491
2004,3,PRESIDENT,,,REP,10868.602572347558
2004,3,PRESIDENT,,,SC,2.850922250759
2004,3,US SENATE,,,DEM,1934.040087674897
2004,3,US SENATE,,,OTH,54.367891507822
2004,3,US SENATE,,,REP,12050.487082279948
2004,3,US SENATE,,,SC,2.616974083586
2004,4,PRESIDENT,,,DEM,2486.700467665422
2004,4,PRESIDENT,,,OTH,86.107176964026
2004,4,PRESIDENT,,,REP,12954.867892280039
2004,4,PRESIDENT,,,SC,3.000000000000
2004,4,US SENATE,,,DEM,1321.469018092088
2004,4,US SENATE,,,OTH,83.652771578799
2004,4,US SENATE,,,REP,13122.998792107166
2004,4,US SENATE,,,SC,1.000000000000
2004,5,PRESIDENT,,,DEM,6009.232203407830
2004,5,PRESIDENT,,,OTH,150.189564859228
2004,5,PRESIDENT,,,REP,11138.325725204084
2004,5,PRESIDENT,,,SC,14.935051330493
2004,5,US SENATE,,,DEM,2459.168900273115
2004,5,US SENATE,,,OTH,246.854977748237
2004,5,US SENATE,,,REP,14104.078395432551
2004,5,US SENATE,,,SC,6.458569222851
2004,6,PRESIDENT,,,DEM,6378.567418964245
2004,6,PRESIDENT,,,OTH,81.730433161262
2004,6,PRESIDENT,,,REP,8811.845554370608
2004,6,PRESIDENT,,,SC,20.067192842378
2004,6,US SENATE,,,DEM,3240.085828042238
2004,6,US SENATE,,,OTH,98.033135556063
2004,6,US SENATE,,,REP,11661.506112184423
2004,6,US SENATE,,,SC,1.859558105469
2004,7,PRESIDENT,,,DEM,7458.634102929454
2004,7,PRESIDENT,,,OTH,121.662207086678
2004,7,PRESIDENT,,,REP,10009.557804090533
2004,7,PRESIDENT,,,SC,5.000000000000
2004,7,US SENATE,,,DEM,3346.208756808287
2004,7,US SENATE,,,OTH,184.216276115571
2004,7,US SENATE,,,REP,13841.699552491142
2004,7,US SENATE,,,SC,0.000000000000
2004,8,PRESIDENT,,,DEM,8362.365897070546
2004,8,PRESIDENT,,,OTH,17.337792913322
2004,8,PRESIDENT,,,REP,7747.442195909468
2004,8,PRESIDENT,,,SC,0.000000000000
2004,8,US SENATE,,,DEM,4582.791243191713
2004,8,US SENATE,,,OTH,45.783723884429
2004,8,US SENATE,,,REP,11182.300447508858
2004,8,US SENATE,,,SC,0.000000000000
2004,9,PRESIDENT,,,DEM,8526.076556771712
2004,9,PRESIDENT,,,OTH,155.131395438250
2004,9,PRESIDENT,,,REP,9954.595469528509
2004,9,PRESIDENT,,,SC,9.000000000000
2004,9,US SENATE,,,DEM,4049.464957714294
2004,9,US SENATE,,,OTH,299.435974017637
2004,9,US SENATE,,,REP,14143.160075496864
2004,9,US SENATE,,,SC,1.000000000000
2004,10,PRESIDENT,,,DEM,7694.666280969441
2004,10,PRESIDENT,,,OTH,69.285714106881
2004,10,PRESIDENT,,,REP,9309.551315744971
2004,10,PRESIDENT,,,SC,5.914894272831
2004,10,US SENATE,,,DEM,3516.348250151516
2004,10,US SENATE,,,OTH,280.770096929221
2004,10,US SENATE,,,REP,13095.350630473398
2004,10,US SENATE,,,SC,3.140441894531
2004,11,PRESIDENT,,,DEM,6987.282994232959
2004,11,PRESIDENT,,,OTH,105.798975128143
2004,11,PRESIDENT,,,REP,8900.791515574552
2004,11,PRESIDENT,,,SC,6.012654585330
2004,11,US SENATE,,,DEM,3442.412018842128
2004,11,US SENATE,,,OTH,213.984878493556
2004,11,US SENATE,,,REP,11978.296912466107
2004,11,US SENATE,,,SC,6.379082758027
2004,12,PRESIDENT,,,DEM,6498.203476655772
2004,12,PRESIDENT,,,OTH,63.046389908415
2004,12,PRESIDENT,,,REP,9645.726673901712
2004,12,PRESIDENT,,,SC,5.233611442193
2004,12,US SENATE,,,DEM,2467.616322502479
2004,12,US SENATE,,,OTH,138.911946124765
2004,12,US SENATE,,,REP,11881.322065497199
2004,12,US SENATE,,,SC,2.822407628129
2004,13,PRESIDENT,,,DEM,6195.330225874110
2004,13,PRESIDENT,,,OTH,56.936933066902
2004,13,PRESIDENT,,,REP,8084.773472116012
2004,13,PRESIDENT,,,SC,64.326869501164
2004,13,US SENATE,,,DEM,3048.347210111830
2004,13,US SENATE,,,OTH,143.927855563594
