year,plan2_district,office,district,candidate,party,votes
2014,10,ATTORNEY GENERAL,,ADAM GREGG,REPUBLICAN PARTY,274.000010
2014,10,ATTORNEY GENERAL,,TOM MILLER,DEMOCRATIC PARTY,499.000008
2014,10,ATTORNEY GENERAL,,WRITE IN,,1.000000
2014,10,AUDITOR OF STATE,,JONATHAN NEIDERBACH,DEMOCRATIC PARTY,337.000005
2014,10,AUDITOR OF STATE,,MARY MOSIMAN,REPUBLICAN PARTY,386.000013
2014,10,AUDITOR OF STATE,,WRITE IN,,0.000000
2014,10,GOVERNOR,,JACK HATCH MONICA VERNON,DEMOCRATIC PARTY,294.000005
2014,10,GOVERNOR,,JIM HENNAGER MARY MARGARET KRIEG,NEW INDEPENDENT PARTY IOWA,7.000000
2014,10,GOVERNOR,,JONATHAN R NARCISSE MICHAEL L RICHARDS,IOWA PARTY,2.000000
2014,10,GOVERNOR,,LEE DEAKINS HIEB TIM WATSON,LIBERTARIAN PARTY,7.000000
2014,10,GOVERNOR,,TERRY E BRANSTAD KIM REYNOLDS,REPUBLICAN PARTY,515.000016
2014,10,GOVERNOR,,WRITE IN,,0.000000
2014,10,SECRETARY OF AGRICULTURE,,BILL NORTHEY,REPUBLICAN PARTY,512.000016
2014,10,SECRETARY OF AGRICULTURE,,LEVI BENNING,NEW INDEPENDENT PARTY IOWA,19.000001
2014,10,SECRETARY OF AGRICULTURE,,SHERRIE TAHA,DEMOCRATIC PARTY,232.000003
2014,10,SECRETARY OF AGRICULTURE,,WRITE IN,,1.000000
2014,10,SECRETARY OF STATE,,BRAD ANDERSON,DEMOCRATIC PARTY,400.000006
2014,10,SECRETARY OF STATE,,JAKE PORTER,LIBERTARIAN PARTY,15.000001
2014,10,SECRETARY OF STATE,,PAUL D PATE,REPUBLICAN PARTY,324.000011
2014,10,SECRETARY OF STATE,,SPENCER HIGHLAND,NEW INDEPENDENT PARTY IOWA,14.000000
2014,10,SECRETARY OF STATE,,WRITE IN,,1.000000
2014,10,TREASURER OF STATE,,KEITH A LAUBE,LIBERTARIAN PARTY,26.000001
2014,10,TREASURER OF STATE,,MICHAEL L FITZGERALD,DEMOCRATIC PARTY,479.000008
2014,10,TREASURER OF STATE,,SAM CLOVIS,REPUBLICAN PARTY,261.000010
2014,10,TREASURER OF STATE,,WRITE IN,,1.000000
2014,10,U S SENATE,,BOB QUAST,BOB QUAST FOR TERM LIMITS,5.000000
2014,10,U S SENATE,,BRUCE BRALEY,DEMOCRATIC PARTY,373.000005
2014,10,U S SENATE,,DOUGLAS BUTZIER,LIBERTARIAN PARTY,4.000000
2014,10,U S SENATE,,JONI ERNST,REPUBLICAN PARTY,387.000014
2014,10,U S SENATE,,RICK STEWART,INDEPENDENT,20.000001
2014,10,U S SENATE,,RUTH SMITH,,10.000000
2014,10,U S SENATE,,WRITE IN,,2.000000
